"";"Bogennummer";"Ort";"Longitude";"Latitude";"Typ"
"406";"52113";"Passow";"14.11807";"53.14367";"u | ü"
"407";"52154";"Obromino";"14.94711";"53.11395";"u | ü"
"408";"52169";"Brzezina";"15.25253";"53.11642";"u | ü"
"409";"52278";"Lasin Koszalinski";"15.81503";"54.21792";"u | ü"
"410";"52311";"Sieciemin";"16.41486";"54.24551";"u | ü"
"411";"52374";"Szklana Gora";"18.39091";"54.21134";"u | ü"
"412";"52396";"Skowarcz";"18.67887";"54.18428";"u | ü"
"413";"52440";"Deep (Czajcze)";"16.15028383";"54.27992847";"u | ü"
"414";"52484";"Reddies";"17.23401871";"54.25062158";"u | ü"
"415";"52578";"Bad Rügenwalde";"16.42491688";"54.4259439";"u | ü"
"416";"52600";"Radoslaw";"16.67668";"54.41802";"u | ü"
"417";"52700";"Losino";"17.00751";"54.41566";"u | ü"
"418";"5277";"Gleboczek";"17.1064";"52.57329";"u | ü"
"419";"52819";"Jaroslawiec";"16.5494";"54.54194";"u | ü"
"420";"52825";"Krolowstrand (Królewice)";"16.670111";"54.55003532";"u | ü"
"421";"52854";"Drzezewo";"17.27697";"54.57363";"u | ü"
"422";"52865";"Niebedzino";"17.6264";"54.57747";"u | ü"
"423";"52887";"Pogorze";"18.48418";"54.56662";"u | ü"
"424";"5291";"Gorki Noteckie";"15.49686";"52.7877";"u | ü"
"425";"52913";"Wladyslawowo";"18.39509";"54.79759";"u | ü"
"426";"52927";"Zelazna";"17.86227";"54.72452";"u | ü"
"427";"5305";"Rapin";"15.82514";"52.78224";"u | ü"
"428";"5316";"Rzecin";"16.29826";"52.76573";"u | ü"
"429";"5322";"Tarnowko";"16.59704";"52.77659";"u | ü"
"430";"5374";"Groß Golle (Golaszewo)";"17.43005305";"52.73629599";"u | ü"
"431";"5386";"Lubicz";"15.52076";"52.95685";"u | ü"
"432";"5397";"Slonow";"15.77898";"52.93321";"u | ü"
"433";"5402";"Huta Szklana";"16.06064";"52.92128";"u | ü"
"434";"5421";"Ostrowki";"16.9233";"52.91973";"u | ü"
"435";"549";"Przecmino";"15.52373";"54.11856";"u | ü"
"436";"54901";"Zarobka";"23.07752";"51.34296";"u | ü"
"437";"584";"Dunowo";"16.10326";"54.10839";"u | ü"
"438";"5867";"Hollenbach";"10.38309";"51.23721";"u | ü"
"439";"5875";"Schlotheim";"10.65515";"51.24724";"u | ü"
"440";"6089";"Etzleben";"11.17566";"51.26229";"u | ü"
"441";"6577";"Walkenried";"10.61756";"51.58536";"u | ü"
"442";"6793";"Riefensbeek";"10.38537";"51.75371";"u | ü"
"443";"6801";"Neuwerk";"10.87365";"51.75284";"u | ü"
"444";"688";"Pregowo Zulawskie";"18.95682";"54.15681";"u | ü"
"445";"6891";"Danstedt";"10.88689";"51.91415";"u | ü"
"446";"6960";"Abbenrode";"10.62543";"51.92932";"u | ü"
"447";"7007";"Eickendorf";"11.67388";"51.94703";"u | ü"
"448";"7022";"Kämeritz";"11.97232";"51.95485";"u | ü"
"449";"743";"Rudki";"16.36258";"53.40347";"u | ü"
"450";"748";"Budy";"16.64428";"53.39298";"u | ü"
"451";"769";"Nowy Dwor";"17.46743";"53.37996";"u | ü"
"452";"7721";"Wahlsdorf";"13.32707";"51.95556";"u | ü"
"453";"821";"Bukowiec";"19.15258";"53.34825";"u | ü"
"454";"899";"Iwiec";"18.07074";"53.54121";"u | ü"
"455";"983";"Gromaden";"17.42103998";"53.05104088";"u | ü"
"456";"984";"Friedberg";"17.72070827";"53.06923401";"u | ü"
"457";"994";"Kabat";"18.26158";"53.05159";"u | ü"
"458";"05025";NA;"18.5419";"52.776";"u | ü"
"459";"10029";"Ringhuscheid";"6.34277";"50.06311";"au | äu"
"460";"10230";"Beuren";"7.07928";"50.09451";"au | äu"
"461";"10259";"Mörsdorf";"7.34404";"50.10303";"au | äu"
"462";"10315";"Bleidenstadt";"8.14118";"50.13996";"au | äu"
"463";"10601";"Gappenach";"7.34445";"50.2728";"au | äu"
"464";"10621";"Rhens";"7.61816";"50.28044";"au | äu"
"465";"10663";"Heringen";"8.10998";"50.31601";"au | äu"
"466";"10736";"Hohenleimbach";"7.05945";"50.41231";"au | äu"
"467";"11212";"Breitenhain";"11.73363";"50.77235";"au | äu"
"468";"11252";"Seelingstädt";"12.24437";"50.77289";"au | äu"
"469";"1157";"Bielczyny";"18.56976";"53.2111";"au | äu"
"470";"11645";"Gleismuthhausen";"10.74168";"50.23953";"au | äu"
"471";"11673";"Mitwitz";"11.20975";"50.24786";"au | äu"
"472";"11763";"Aub";"10.4955";"50.24929";"au | äu"
"473";"11825";"Wallenfels";"11.47316";"50.26759";"au | äu"
"474";"11896";"Sülzdorf";"10.49026";"50.41091";"au | äu"
"475";"11927";"Bachfeld";"10.97928";"50.40853";"au | äu"
"476";"12037";"Hildburghausen";"10.73533";"50.42423";"au | äu"
"477";"12070";"Neuenbau";"11.24222";"50.44197";"au | äu"
"478";"12148";"Kottengrün";"12.28579";"50.43672";"au | äu"
"479";"12153";"Meiningen";"10.41715";"50.57103";"au | äu"
"480";"12167";"Altendambach";"10.71167";"50.55906";"au | äu"
"481";"12184";"Altenfeld";"10.96068";"50.56467";"au | äu"
"482";"12341";"Rohrbach";"11.21968";"50.60225";"au | äu"
"483";"12496";"Horsdorf";"11.01356";"50.08352";"au | äu"
"484";"12529";"Ködnitz";"11.52863";"50.0917";"au | äu"
"485";"12556";"Kornbach";"11.78865";"50.09627";"au | äu"
"486";"12572";"Habnith";"12.01162";"50.11446";"au | äu"
"487";"12594";"Uchenhofen";"10.47912";"50.0693";"au | äu"
"488";"12616";"Reutersbrunn";"10.75411";"50.07607";"au | äu"
"489";"12656";"Weismain";"11.23885";"50.08397";"au | äu"
"490";"12898";"Heiersdorf";"12.79845622";"50.93588982";"au | äu"
"491";"12942";"Rothenfurth";"13.31425";"50.9658";"au | äu"
"492";"12969";"Borlas";"13.61631";"50.94387";"au | äu"
"493";"13019";"Porschdorf";"14.13042";"50.93992";"au | äu"
"494";"13047";"Morgenröthe";"12.51314844";"50.4441744";"au | äu"
"495";"13226";"Rübenau";"13.30128";"50.59763";"au | äu"
"496";"13286";"Ursprung";"12.7795";"50.77904";"au | äu"
"497";"13543";"Pisarzowice";"15.95486";"50.78753";"au | äu"
"498";"13559";"Boguszow-Gorce";"16.20743";"50.75691";"au | äu"
"499";"13700";"Rebiszow";"15.44277";"50.95309";"au | äu"
"500";"13719";"Siedlecin";"15.69243";"50.94016";"au | äu"
"501";"13745";"Jugowa";"16.24996";"50.94262";"au | äu"
"502";"13830";"Wlodowice";"16.47306";"50.57075";"au | äu"
"503";"13869";"Biernacice";"17.01494";"50.57111";"au | äu"
"504";"13887";"Rzymiany";"17.28777";"50.56603";"au | äu"
"505";"13929";"Stoszowice";"16.75132";"50.60111";"au | äu"
"506";"13996";"Lutomia Gorna";"16.49574";"50.74669";"au | äu"
"507";"14023";"Roztocznik";"16.7247";"50.74663";"au | äu"
"508";"14034";"Lipowa";"16.98938";"50.73384";"au | äu"
"509";"14074";"Michalow";"17.51417";"50.74342";"au | äu"
"510";"14092";"Karczow";"17.78334";"50.70421";"au | äu"
"511";"14159";"Jutrzyna";"17.2612";"50.75422";"au | äu"
"512";"14234";"Brzoza";"17.00388";"50.90846";"au | äu"
"513";"14250";"Jaczkowice";"17.27996";"50.91595";"au | äu"
"514";"14275";"Piastowice";"17.51786";"50.89571";"au | äu"
"515";"14305";"Bozanow";"16.5052";"50.92217";"au | äu"
"516";"14321";"Rogow Sobocki";"16.75854";"50.92697";"au | äu"
"517";"14382";"Wölfelsdorf (Wilkanów)";"16.69625742";"50.24949279";"au | äu"
"518";"14486";"Nadziejow";"17.26018";"50.38899";"au | äu"
"519";"14505";"Piorunkowice";"17.51572";"50.40154";"au | äu"
"520";"14693";"Dannenfels";"7.94492";"49.62669";"au | äu"
"521";"14724";"Monsheim";"8.20454";"49.63649";"au | äu"
"522";"15066";"Bechtolsheim";"8.19083";"49.80215";"au | äu"
"523";"15349";"Ellern (Hunsrück)";"7.64098";"49.98645";"au | äu"
"524";"15394";"Finthen";"8.1754";"49.98368";"au | äu"
"525";"15725";"Nixdorf (Mikulášovice)";"14.36367041";"50.96533327";"au | äu"
"526";"15847";"Christophsgrund (Kryštofova Údolí)";"14.93221691";"50.77197058";"au | äu"
"527";"15858";"Gränzendorf (Hraničá)";"15.15829159";"50.77890432";"au | äu"
"528";"15971";"Puletschnei (Pulečný)";"15.16928862";"50.67533905";"au | äu"
"529";"15975";"Graber (Kravaře)";"14.39168331";"50.63206481";"au | äu"
"530";"15989";"Thammühl (Staré Splavy)";"14.62813223";"50.58543476";"au | äu"
"531";"15995";"Proschwitz (Česká Proseč)";"14.90460482";"50.62283086";"au | äu"
"532";"16007";"Harrachsdorf (Harrachov)";"15.42528858";"50.77531258";"au | äu"
"533";"16015";"Witkowitz (Vítkovice)";"15.53";"50.68";"au | äu"
"534";"16063";"Gabersdorf (Libeč)";"15.94353338";"50.59404379";"au | äu"
"535";"16751";"Prag-Smichow (Smíchov)";"14.38722099";"50.064376";"au | äu"
"536";"16775";"Friedrichswald (Orlické Záhoří)";"16.48013663";"50.26863043";"au | äu"
"537";"16814";"Rokitnitz (Rokytnice)";"16.46560671";"50.16530112";"au | äu"
"538";"17075";"Polinken (Polínka)";"13.05746787";"49.93785404";"au | äu"
"539";"17178";"Kottiken (Chotíkov)";"13.31836954";"49.7932149";"au | äu"
"540";"17325";"Schönwald (Strážná)";"16.70920166";"49.91307027";"au | äu"
"541";"17468";"Stangendorf (Vendolí)";"16.41268819";"49.73996807";"au | äu"
"542";"17878";"Stannern (Stonařov)";"15.58516769";"49.28224193";"au | äu"
"543";"17881";"Riegerschlag (Lodhéřov)";"14.95990581";"49.21963599";"au | äu"
"544";"17956";"Prahlitz (Pravlov)";"16.48229302";"49.05485994";"au | äu"
"545";"17972";"Hobgard (Chmeľnica)";"20.73249786";"49.29620693";"au | äu"
"546";"17993";"Durelsdorf (Tvarožná)";"20.4730914";"49.08532369";"au | äu"
"547";"17999";"Leutschau (Levoča)";"20.58848476";"49.02564128";"au | äu"
"548";"18001";"Wagendrüssel (Nálepkovo)";"20.62";"48.84";"au | äu"
"549";"18003";"Göllnitz (Gelnica)";"20.93372629";"48.85146308";"au | äu"
"550";"18004";"Dobschau (Dobšiná)";"20.36687276";"48.8196973";"au | äu"
"551";"18010";"Metzenseifen (Medzev)";"20.90633397";"48.71071744";"au | äu"
"552";"18058";"Hirschbergen (Hiršperky/Jeleni)";"13.87892421";"48.81591509";"au | äu"
"553";"18135";"Rudolfstadt (Rudolfov)";"14.53884842";"48.99293587";"au | äu"
"554";"18188";"Priethal (Prídolí)";"14.35130255";"48.78070398";"au | äu"
"555";"18218";"Langschwarza";"15.11402";"48.77595";"au | äu"
"556";"18290";"Unterwald";"14.60020725";"48.61371164";"au | äu"
"557";"18296";"Bad Grosspertholz";"14.8248";"48.62922";"au | äu"
"558";"18359";"Waldkirchen";"15.35237";"48.93926";"au | äu"
"559";"18364";"Hafnerluden (Lubnice)";"15.61331894";"48.93919862";"au | äu"
"560";"18454";"Hofern";"15.90257";"48.77849";"au | äu"
"561";"18534";"Rosenburg";"15.63736";"48.62925";"au | äu"
"562";"18686";"Bernhardsthal";"16.86919";"48.69199";"au | äu"
"563";"18701";"Pyhra";"16.38001";"48.59086";"au | äu"
"564";"18716";"Palterndorf";"16.81931";"48.58918";"au | äu"
"565";"18773";"Deutsch-Litta (Kopernica)";"18.87405447";"48.68562767";"au | äu"
"566";"18774";"Hochwiesen (Vel'Ké Pole)";"18.56458171";"48.54111692";"au | äu"
"567";"18855";"Niederwaldkirchen";"14.08545";"48.45077";"au | äu"
"568";"18902";"Dorf an der Pram";"13.62778";"48.27893";"au | äu"
"569";"19003";"Pennewang";"13.84267";"48.12872";"au | äu"
"570";"19011";"Sipbachzell";"14.10999";"48.09704";"au | äu"
"571";"19080";"Gutau";"14.61282";"48.41729";"au | äu"
"572";"19138";"Maria Laah";"14.35965";"48.12637";"au | äu"
"573";"19144";"Haag";"14.56535";"48.11219";"au | äu"
"574";"19245";"Bad Kreuzen";"14.80633";"48.26712";"au | äu"
"575";"19401";"Schönbühel an der Donau";"15.37381";"48.25755";"au | äu"
"576";"19429";"Ried am Riederberg";"16.07034";"48.25642";"au | äu"
"577";"19479";"Mank";"15.34061";"48.11103";"au | äu"
"578";"19492";"Stollberg-Siedlung";"15.862";"48.08457";"au | äu"
"579";"19646";"Raasdorf";"16.56927";"48.24529";"au | äu"
"580";"19657";"Breitensee";"16.87702";"48.24132";"au | äu"
"581";"19726";"Rohrau";"16.85904";"48.06596";"au | äu"
"582";"19775";"Obertrum am See";"13.08";"47.94";"au | äu"
"583";"19945";"Ebensee";"13.77433";"47.81259";"au | äu"
"584";"19947";"Steyrling";"14.13035";"47.80539";"au | äu"
"585";"19956";"Bad Ischl";"13.62557";"47.71194";"au | äu"
"586";"20046";"Kleinreifling";"14.63986";"47.82049";"au | äu"
"587";"20077";"Oberort";"15.07837";"47.532";"au | äu"
"588";"211";"Rodowo";"19.21069";"53.82183";"au | äu"
"589";"25876";"Steinbach";"8.10298";"50.47351";"au | äu"
"590";"26205";"Seifen";"7.56153";"50.62782";"au | äu"
"591";"26283";"Sinn";"8.3276";"50.65381";"au | äu"
"592";"26683";"Straßebersbach";"8.310579688";"50.82959295";"au | äu"
"593";"27150";"Wiesthal";"9.42905";"50.03327";"au | äu"
"594";"27163";"Massenbuch";"9.70265";"50.03536";"au | äu"
"595";"27209";"Dittelbrunn";"10.2216";"50.0744";"au | äu"
"596";"27223";"Vockenhausen";"8.37568";"50.14973";"au | äu"
"597";"27244";"Heddernheim";"8.64714";"50.16176";"au | äu"
"598";"27444";"Hailer";"9.15681";"50.1871";"au | äu"
"599";"27461";"Oberndorf";"9.47236";"50.1902";"au | äu"
"600";"27480";"Hassenbach";"9.95785";"50.22152";"au | äu"
"601";"27501";"Poppenlauer";"10.23457";"50.21516";"au | äu"
"602";"27692";"Friedrichstal";"8.61792";"50.34179";"au | äu"
"603";"27719";"Leidhecken";"8.89683";"50.34677";"au | äu"
"604";"27742";"Gelnhaar";"9.14844";"50.36327";"au | äu"
"605";"27765";"Ulmbach";"9.42231";"50.36852";"au | äu"
"606";"27775";"Eichenried";"9.6511";"50.39612";"au | äu"
"607";"27807";"Bastheim";"10.20383";"50.40168";"au | äu"
"608";"2781";"Karwiny";"19.82948";"54.1413";"au | äu"
"609";"27821";"Philippstein";"8.38038";"50.49119";"au | äu"
"610";"27835";"Dornholzhausen";"8.61148";"50.49416";"au | äu"
"611";"2800";"Krzykaly";"20.09633";"54.14074";"au | äu"
"612";"28027";"Götzen";"9.14246";"50.51819";"au | äu"
"613";"28278";"Krumbach";"8.59958";"50.66884";"au | äu"
"614";"28298";"Londorf";"8.86344";"50.67498";"au | äu"
"615";"28315";"Otterbach";"9.08908";"50.69377";"au | äu"
"616";"28392";"Herzhausen";"8.55685";"50.82511";"au | äu"
"617";"2923";"Fijewo";"19.75882";"53.49803";"au | äu"
"618";"2962";"Molza";"20.06956";"53.7834";"au | äu"
"619";"2996";"Bucznik";"19.4496";"53.83722";"au | äu"
"620";"3069";"Rychliki";"19.52713";"53.98486";"au | äu"
"621";"3083";"Chojnik";"19.80014";"53.96474";"au | äu"
"622";"3111";"Glotowo";"20.36658";"53.95943";"au | äu"
"623";"31700";"Ramberg";"8.00924";"49.26181";"au | äu"
"624";"31719";"Geinsheim";"8.25607";"49.30486";"au | äu"
"625";"32019";"Dietschweiler";"7.453633274";"49.44090624";"au | äu"
"626";"32053";"Alsenborn";"7.938705171";"49.49097128";"au | äu"
"627";"32119";"Oberlöstern";"6.92447";"49.57302";"au | äu"
"628";"33064";"Dahn";"7.77869";"49.15063";"au | äu"
"629";"33102";"Gleiszellen";"8.00686";"49.13025";"au | äu"
"630";"33146";"Überherrn";"6.69829";"49.24256";"au | äu"
"631";"33331";"Steinbuch";"8.95083";"49.68248";"au | äu"
"632";"33346";"Breitendiel";"9.22005";"49.68886";"au | äu"
"633";"33364";"Hundheim";"9.46691";"49.69109";"au | äu"
"634";"33400";"Eibelstadt";"10.00107";"49.72382";"au | äu"
"635";"33420";"Rödelsee";"10.24405";"49.72856";"au | äu"
"636";"33605";"Erfelden";"8.47034";"49.83533";"au | äu"
"637";"33660";"Bischbrunn";"9.49031";"49.86977";"au | äu"
"638";"33677";"Birkenfeld";"9.69494";"49.85804";"au | äu"
"639";"33692";"Rupprechtshausen";"10.01031";"49.88363";"au | äu"
"640";"33711";"Gaibach";"10.22647";"49.88995";"au | äu"
"641";"33741";"Langen (Hessen)";"8.66668";"49.98671";"au | äu"
"642";"34025";"Oberkessach";"9.48669";"49.36603";"au | äu"
"643";"34044";"Ailringen";"9.75131";"49.37199";"au | äu"
"644";"34058";"Lichtel";"10.04968";"49.41216";"au | äu"
"645";"34065";"Windelsbach";"10.29855";"49.39891";"au | äu"
"646";"34228";"Rumpfen";"9.2439";"49.53425";"au | äu"
"647";"34235";"Gerichtstetten";"9.5049";"49.53499";"au | äu"
"648";"34266";"Aufstetten";"10.00364";"49.53411";"au | äu"
"649";"34288";"Weigenheim";"10.26555";"49.57552";"au | äu"
"650";"34503";"Winzerhausen";"9.26281";"49.02206";"au | äu"
"651";"34522";"Liemersbach";"9.540869694";"49.05526871";"au | äu"
"652";"34535";"Eutendorf";"9.76976";"49.02851";"au | äu"
"653";"34707";"Odenheim";"8.75076";"49.17902";"au | äu"
"654";"34750";"Binswangen";"9.259617235";"49.17403608";"au | äu"
"655";"34791";"Döttingen";"9.77159";"49.22127";"au | äu"
"656";"34838";"Röckingen";"10.55891";"49.05667";"au | äu"
"657";"34855";"Windsfeld";"10.79788";"49.07592";"au | äu"
"658";"35046";"Altenthann";"12.30395";"49.09295";"au | äu"
"659";"35055";"Rauenzell";"10.54482";"49.22796";"au | äu"
"660";"35165";"Büchenbach";"11.05323";"49.26665";"au | äu"
"661";"35168";"Seligenporten";"11.30851";"49.26458";"au | äu"
"662";"35204";"Wiefelsdorf";"12.07574";"49.27923";"au | äu"
"663";"35382";"Ammerthal";"11.75991";"49.43993";"au | äu"
"664";"35517";"Unternesselbach";"10.51095";"49.58186";"au | äu"
"665";"35544";"Buckenhof";"11.04964";"49.59343";"au | äu"
"666";"35710";"Haag";"10.47624";"49.74814";"au | äu"
"667";"35755";"Pautzfeld";"11.03";"49.76363";"au | äu"
"668";"35762";"Moggast";"11.26105";"49.76878";"au | äu"
"669";"35807";"Plössberg";"12.31033";"49.78557";"au | äu"
"670";"35824";"Geusfeld";"10.49998";"49.88641";"au | äu"
"671";"35843";"Tütschengereuth";"10.77167";"49.90142";"au | äu"
"672";"36007";"Hollfeld";"11.29084";"49.93687";"au | äu"
"673";"36017";"Donndorf";"11.51595";"49.93435";"au | äu"
"674";"36039";"Kirchenpingarten";"11.78525";"49.922";"au | äu"
"675";"36049";"Hohenhard";"12.0609";"49.93217";"au | äu"
"676";"36842";"Neuburgweier";"8.26776";"48.96981";"au | äu"
"677";"37153";"Obernheim";"8.86282";"48.16319";"au | äu"
"678";"37314";"Dürrenwaldstetten";"9.35367";"48.20566";"au | äu"
"679";"37369";"Illertissen";"10.10404";"48.22279";"au | äu"
"680";"37401";"Aistaig";"8.57013";"48.31544";"au | äu"
"681";"37622";"Holzheim";"10.10684";"48.37944";"au | äu"
"682";"37658";"Oberwaldach";"8.57584";"48.49849";"au | äu"
"683";"37802";"Bondorf";"8.83695";"48.52245";"au | äu"
"684";"37825";"Lustnau";"9.07887";"48.53096";"au | äu"
"685";"37869";"Radelstetten";"9.85361";"48.52731";"au | äu"
"686";"37900";"Obermedlingen";"10.32391";"48.56885";"au | äu"
"687";"37947";"Schönaich";"9.05976";"48.66017";"au | äu"
"688";"38044";"Hünerberg";"8.54684";"48.67203";"au | äu"
"689";"38116";"Albershausen";"9.56681";"48.69308";"au | äu"
"690";"38136";"Winzingen";"9.8211";"48.71191";"au | äu"
"691";"38146";"Zang";"10.06418";"48.72989";"au | äu"
"692";"38155";"Auernheim";"10.29294";"48.731";"au | äu"
"693";"38169";"Dennach";"8.55523";"48.82296";"au | äu"
"694";"38348";"Schöckingen";"9.03021";"48.84495";"au | äu"
"695";"38407";"Steinenberg";"9.54865";"48.85844";"au | äu"
"696";"38422";"Ruppertshofen";"9.81435";"48.88102";"au | äu"
"697";"38437";"Fachsenfeld";"10.0482";"48.8833";"au | äu"
"698";"38448";"Baldern";"10.31352";"48.90259";"au | äu"
"699";"38502";"Hohenhaslach";"9.02154";"48.99915";"au | äu"
"700";"38655";"Völlkofen";"9.38609";"48.01005";"au | äu"
"701";"38666";"Reichenbach";"9.61467";"48.01934";"au | äu"
"702";"38720";"Kicklingen";"10.59756";"48.568";"au | äu"
"703";"38774";"Eschelbach an der Ilm";"11.5777";"48.58007";"au | äu"
"704";"38899";"Hebrontshausen";"11.82132";"48.5868";"au | äu"
"705";"38912";"Oberglaim";"12.11336";"48.60961";"au | äu"
"706";"38935";"Fronhofen";"10.5672";"48.73137";"au | äu"
"707";"38963";"Stepperg";"11.07121";"48.74457";"au | äu"
"708";"39062";"Hafenreut";"10.84006";"48.75927";"au | äu"
"709";"39089";"Gerolfing";"11.34577";"48.75413";"au | äu"
"710";"39103";"Irsching";"11.57629";"48.76108";"au | äu"
"711";"39116";"Siegenburg";"11.84985";"48.75567";"au | äu"
"712";"39126";"Semerskirchen";"12.07877";"48.78621";"au | äu"
"713";"39179";"Gundelsheim";"10.84499";"48.91055";"au | äu"
"714";"39293";"Bieswang";"11.03844";"48.92811";"au | äu"
"715";"39317";"Pondorf";"11.56632";"48.94379";"au | äu"
"716";"39329";"Neukelheim";"11.86022084";"48.92952421";"au | äu"
"717";"39342";"Peising";"12.06031";"48.92014";"au | äu"
"718";"39370";"Türkheim";"10.64019";"48.06227";"au | äu"
"719";"39475";"Eching am Ammersee";"11.1147";"48.08132";"au | äu"
"720";"39503";"Zorneding";"11.82207";"48.08316";"au | äu"
"721";"39509";"Albaching";"12.11102";"48.11149";"au | äu"
"722";"39517";"Niederraunau";"10.37948";"48.22448";"au | äu"
"723";"39529";"Walkertshofen";"10.59053";"48.22651";"au | äu"
"724";"39546";"Oberottmarshausen";"10.85682";"48.23762";"au | äu"
"725";"39662";"Bergkirchen";"11.36479";"48.259";"au | äu"
"726";"39673";"Moosinning";"11.84372";"48.27687";"au | äu"
"727";"39693";"Wettenhausen";"10.35773";"48.39694";"au | äu"
"728";"39710";"Zusmarshausen";"10.59655";"48.39991";"au | äu"
"729";"39723";"Täfertingen";"10.82614";"48.41021";"au | äu"
"730";"39742";"Gallenbach";"11.09634";"48.41371";"au | äu"
"731";"39865";"Hilgertshausen";"11.35435";"48.42974";"au | äu"
"732";"39880";"Allershausen";"11.59892";"48.43114";"au | äu"
"733";"40112";"Wald an der Alz";"12.59359";"48.12803";"au | äu"
"734";"40155";"Gumpersdorf";"12.87181";"48.27722";"au | äu"
"735";"40191";"Vilsbiburg";"12.35586";"48.44847";"au | äu"
"736";"40286";"Griesbach";"12.57731";"48.59899";"au | äu"
"737";"40297";"Indersbach";"12.82663";"48.60642";"au | äu"
"738";"40308";"Walchsing";"13.07675";"48.60848";"au | äu"
"739";"40320";"Kirchberg";"13.32647";"48.64583";"au | äu"
"740";"40414";"Plattling";"12.87113";"48.77837";"au | äu"
"741";"40420";"Auerbach";"13.09897";"48.80355";"au | äu"
"742";"40439";"Karlsbach";"13.58501";"48.76475";"au | äu"
"743";"40524";"Perasdorf";"12.80208";"48.95084";"au | äu"
"744";"40538";"Riekofen";"12.35085";"48.91814";"au | äu"
"745";"40819";"Kreuzthal";"10.12658869";"47.70975489";"au | äu"
"746";"41064";"Ziegelbach";"9.86355";"47.89058";"au | äu"
"747";"41076";"Maria Steinbach";"10.13795";"47.88954";"au | äu"
"748";"41811";"Tattenhausen";"12.07702";"47.92339";"au | äu"
"749";"41819";"Ollarzried";"10.36106";"47.90072";"au | äu"
"750";"41845";"Denklingen";"10.85157";"47.91541";"au | äu"
"751";"41855";"Raisting";"11.10862";"47.91142";"au | äu"
"752";"41939";"Penzberg";"11.37598";"47.75192";"au | äu"
"753";"41948";"Reichersbeuern";"11.63273";"47.76683";"au | äu"
"754";"41953";"Parsberg";"11.86487";"47.78497";"au | äu"
"755";"41963";"Kirchdorf am Inn";"12.10834";"47.77873";"au | äu"
"756";"41969";"Aschau im Chiemgau-Niederaschau";"12.32437868";"47.7804255";"au | äu"
"757";"41980";"Sulzschneid";"10.64225";"47.72354";"au | äu"
"758";"41986";"Steingaden";"10.86194";"47.70374";"au | äu"
"759";"42039";"Bayerniederhofen";"10.80235";"47.62584";"au | äu"
"760";"42049";"Jachenau";"11.43474";"47.60578";"au | äu"
"761";"42056";"Unterjoch";"10.4287";"47.54427";"au | äu"
"762";"42070";"Eggstätt";"12.3808";"47.92824";"au | äu"
"763";"42076";"Traunwalchen";"12.60502";"47.9401";"au | äu"
"764";"42084";"Kirchanschöring";"12.83494";"47.95304";"au | äu"
"765";"42116";"Ruhpolding";"12.6446";"47.7642";"au | äu"
"766";"42118";"Anger";"12.85562";"47.8048";"au | äu"
"767";"42132";"Ramsau bei Berchtesgaden";"12.89858";"47.60782";"au | äu"
"768";"42469";"Schwarzenbach an der Pielach";"15.38244";"47.94787";"au | äu"
"769";"42470";"Lehenrotte";"15.55216";"47.96124";"au | äu"
"770";"42640";"Siegersdorf";"16.35122";"47.9008";"au | äu"
"771";"42647";"Stotzing";"16.54389";"47.90702";"au | äu"
"772";"42985";"Vils";"10.63017";"47.5495";"au | äu"
"773";"43027";"Bach";"10.40366";"47.27019";"au | äu"
"774";"43037";"Silzerberg";"10.91525164";"47.25459638";"au | äu"
"775";"43055";"Hatting";"11.16754";"47.27785";"au | äu"
"776";"43133";"Holdernach";"10.42385701";"47.07414704";"au | äu"
"777";"43251";"Aschau im Zillertal";"11.89594";"47.26277";"au | äu"
"778";"43288";"Dornauberg";"11.80858";"47.10028";"au | äu"
"779";"43297";"Schmirn";"11.56392";"47.07904";"au | äu"
"780";"43381";"Sankt Martin am Tennengebirge";"13.38096";"47.46482";"au | äu"
"781";"43455";"Treglwang";"14.59176";"47.47537";"au | äu"
"782";"43489";"Sankt Oswald";"14.50683";"47.27613";"au | äu"
"783";"43494";"Sankt Marein bei Knittelfeld";"14.86061";"47.27134";"au | äu"
"784";"43576";"Fochnitz";"15.54737076";"47.46487161";"au | äu"
"785";"43579";"Wenigzell";"15.78607";"47.42619";"au | äu"
"786";"43662";"Sankt Kathrein am Offenegg";"15.57706";"47.30103";"au | äu"
"787";"43699";"Siget in der Wart";"16.27994";"47.26125";"au | äu"
"788";"43715";"Stubenberg";"15.80046";"47.24372";"au | äu"
"789";"43850";"Klostermarienberg";"16.56482";"47.42237";"au | äu"
"790";"43889";"Moschendorf";"16.47778";"47.05607";"au | äu"
"791";"43939";"Ausservillgraten";"12.42881";"46.78683";"au | äu"
"792";"43988";"Goderschach";"13.14093524";"46.63688624";"au | äu"
"793";"44010";"Oberhof";"14.14701";"46.96508";"au | äu"
"794";"44200";"Launegg";"15.30585759";"46.94288017";"au | äu"
"795";"44234";"Obermühlbach";"14.34325";"46.77864";"au | äu"
"796";"44248";"Sankt Andrä";"14.82185";"46.76853";"au | äu"
"797";"44261";"Sankt Peter im Sulmtal";"15.2506";"46.75716";"au | äu"
"798";"44333";"Paldau";"15.79639";"46.94074";"au | äu"
"799";"44358";"Mogersdorf";"16.23016";"46.94766";"au | äu"
"800";"44425";"Ratschendorf";"15.81757";"46.74348";"au | äu"
"801";"44433";"Langegg";"15.53005787";"46.65028558";"au | äu"
