"";"Bogennummer";"Ort";"Longitude";"Latitude";"Typ"
"802";"44465";"Unterlag (Spodnji Log)";"15.0105791";"45.52366898";"au | äu"
"803";"4603";"Toporow";"15.26046";"52.26456";"au | äu"
"804";"46071";"Galtür";"10.18908688";"46.95780239";"au | äu"
"805";"-46175";"Pfunders (Fundres)";"11.70668566";"46.8867533";"au | äu"
"806";"-46234";"Vernuer (Vernurio)";"11.18153697";"46.72780082";"au | äu"
"807";"-46319";"Wangen (Vanga)";"11.38";"46.56";"au | äu"
"808";"-46351";"Altrei (Anterivo)";"11.36733955";"46.27778405";"au | äu"
"809";"46386";"Heiligkreuz";"10.97561";"46.90951";"au | äu"
"810";"4800";"Gross Briesen";"14.38034";"52.11292";"au | äu"
"811";"4832";"Radnica";"15.22954";"52.08252";"au | äu"
"812";"4965";"Stare Kramsko";"15.76848";"52.10724";"au | äu"
"813";"5031";"Lugow";"15.50045";"52.27172";"au | äu"
"814";"5141";"Brody";"16.28958";"52.43847";"au | äu"
"815";"5271";"Przyborowko";"16.57968";"52.57107";"au | äu"
"816";"532";"Zulawka Sztumska";"19.25267";"54.01388";"au | äu"
"817";"54871";"Neuarad (Aradu Nou)";"21.32027551";"46.15373743";"au | äu"
"818";"54916";"Freidorf bei Temeschwar";"21.1663851";"45.72229705";"au | äu"
"819";"54918";"Scheindorf (Sâi)";"23.12256048";"47.67893082";"au | äu"
"820";"7212";"Lausa";"13.05749";"51.43354";"au | äu"
"821";"7979";"Hohnbach";"12.78682";"51.11829";"au | äu"
"822";"8075";"Langebrück";"13.84034";"51.12603";"au | äu"
"823";"8092";"Frankenthal";"14.107";"51.13087";"au | äu"
"824";"8321";"Mergendorf";"13.31305";"51.28693";"au | äu"
"825";"8345";"Rostig";"13.58547";"51.2829";"au | äu"
"826";"8368";"Bernbruch";"14.09490462";"51.28869546";"au | äu"
"827";"8532";"Kunnerwitz";"14.93607";"51.11776";"au | äu"
"828";"8546";"Siekierczyn";"15.19656";"51.11864";"au | äu"
"829";"8560";"Wolbromow";"15.43317";"51.10708";"au | äu"
"830";"8590";"Prusice";"15.98401";"51.11183";"au | äu"
"831";"8614";"Ogonowice";"16.24098";"51.11235";"au | äu"
"832";"8716";"Förstgen";"14.66211";"51.29773";"au | äu"
"833";"8726";"Ober Horka I";"14.89083036";"51.28703006";"au | äu"
"834";"8740";"Kierzno";"15.42643";"51.2588";"au | äu"
"835";"8751";"Szczytnica";"15.71788";"51.27884";"au | äu"
"836";"8762";"Göllschau (Goliszów)";"15.98045549";"51.27846389";"au | äu"
"837";"8852";"Klein Priebus";"14.95724";"51.45415";"au | äu"
"838";"8858";"Okraglica";"15.18868";"51.43756";"au | äu"
"839";"8878";"Trzmielow";"16.00948";"51.43246";"au | äu"
"840";"8990";"Jedrzychowice";"14.90436";"51.61006";"au | äu"
"841";"9000";"Kunzendorf (Kunice)";"15.16987967";"51.61973858";"au | äu"
"842";"9015";"Chichy";"15.4704";"51.58678";"au | äu"
"843";"9152";"Dluzek";"14.93595";"51.77136";"au | äu"
"844";"9163";"Bialowice";"15.17201";"51.77065";"au | äu"
"845";"9288";"Czeklin";"14.95651";"51.95783";"au | äu"
"846";"9314";"Zielona Gora";"15.51036";"51.93807";"au | äu"
"847";"9335";"Ciosaniec";"16.03727";"51.94758";"au | äu"
"848";"9400";"Miloszyce";"17.31217";"51.05066";"au | äu"
"849";"9417";"Prietzen";"17.56127862";"51.05371925";"au | äu"
"850";"9433";"Ujazd Gorny";"16.50134";"51.08371";"au | äu"
"851";"9453";"Lisowice";"16.74042";"51.07689";"au | äu"
"852";"43539";NA;"15.0939";"47.1397";"au | äu"
"853";"09386";NA;"17.0402";"51.0675";"au | äu"
"854";"10044";"Malberg";"6.58295";"50.04663";"au | ei"
"855";"10215";"Pantenburg";"6.84042";"50.09033";"au | ei"
"856";"11180";"Remda";"11.22809";"50.76235";"au | ei"
"857";"11197";"Zeutsch";"11.50488";"50.7536";"au | ei"
"858";"11515";"Gutendorf";"11.20701";"50.91984";"au | ei"
"859";"11539";"Kleinschwabhausen";"11.46177";"50.93317";"au | ei"
"860";"11568";"Thalbürgel";"11.74837";"50.93578";"au | ei"
"861";"11586";"Bad Köstritz";"12.01155";"50.92981";"au | ei"
"862";"11607";"Lumpzig";"12.26812";"50.94846";"au | ei"
"863";"11844";"Neudorf";"11.76361";"50.27631";"au | ei"
"864";"11881";"Sohl";"12.28319";"50.27688";"au | ei"
"865";"12085";"Grumbach";"11.50062";"50.42866";"au | ei"
"866";"12104";"Frössen";"11.76687";"50.44079";"au | ei"
"867";"12125";"Schwand";"12.0079";"50.43389";"au | ei"
"868";"12371";"St. Jacob bei Leutenberg";"11.47786231";"50.58586587";"au | ei"
"869";"12390";"Neundorf (bei Schleiz)";"11.76828";"50.60092";"au | ei"
"870";"12410";"Ebersgrün";"12.0133";"50.59065";"au | ei"
"871";"12876";"Lohma";"12.54606";"50.95499";"au | ei"
"872";"12921";"Sachsenburg";"13.03963";"50.94183";"au | ei"
"873";"13005";"Dohna";"13.85701";"50.95464";"au | ei"
"874";"13169";"Saupersdorf";"12.54046";"50.61237";"au | ei"
"875";"13187";"Kühnheide";"12.800879";"50.61883463";"au | ei"
"876";"13210";"Himmelmühle";"13.06058";"50.62587";"au | ei"
"877";"13269";"Thurm";"12.54647";"50.76709";"au | ei"
"878";"13340";"Grosshartmannsdorf";"13.31924";"50.79728";"au | ei"
"879";"13355";"Reichenau";"13.56587";"50.80319";"au | ei"
"880";"13372";"Liebenau";"13.85538";"50.78575";"au | ei"
"881";"13529";"Wang-Brückenberg";"15.72674275";"50.77629276";"au | ei"
"882";"14449";"Thröm (Trebom)";"18.02571486";"50.04538313";"au | ei"
"883";"14560";"Siemianowice Slaskie";"19.02622";"50.30465";"au | ei"
"884";"14613";"Nohfelden";"7.1428";"49.58714";"au | ei"
"885";"14635";"Erzweiler";"7.436449875";"49.61119749";"au | ei"
"886";"14670";"Nussbach";"7.69526";"49.62895";"au | ei"
"887";"14955";"Bescheid";"6.89034";"49.75266";"au | ei"
"888";"14971";"Allenbach";"7.16681";"49.75594";"au | ei"
"889";"14999";"Berschweiler bei Kirn";"7.39191";"49.77036";"au | ei"
"890";"15018";"Bad Sobernheim";"7.64796";"49.7846";"au | ei"
"891";"15042";"Neu-Bamberg";"7.92068";"49.79459";"au | ei"
"892";"15096";"Preist";"6.62928";"49.90606";"au | ei"
"893";"15118";"Pohlbach";"6.88064";"49.90937";"au | ei"
"894";"15137";"Kautenbach";"7.12694";"49.9156";"au | ei"
"895";"15334";"Kirchberg (Hunsrück)";"7.40287";"49.94174";"au | ei"
"896";"15503";"Zettel (Sedlo)";"13.57030177";"50.62249964";"au | ei"
"897";"15538";"Wisterschan (Bystřany)";"13.86383504";"50.62849859";"au | ei"
"898";"15638";"Lukawetz (Lukavec)";"14.08715095";"50.50156837";"au | ei"
"899";"16139";"Zwitschin (Zvičina)";"15.68710662";"50.45583613";"au | ei"
"900";"16154";"Großbock (Velká Bukovina)";"15.95476147";"50.41624184";"au | ei"
"901";"16179";"Schmiedeberg (Kovářská)";"13.05587082";"50.43936341";"au | ei"
"902";"16298";"Sittmesgrün (Mezirolí)";"12.81664271";"50.27172568";"au | ei"
"903";"16338";"Podletitz (Podlesice)";"13.33150857";"50.28046432";"au | ei"
"904";"16602";"Klotantschen (Kotaneč)";"13.28661929";"50.01766262";"au | ei"
"905";"16610";"Tschernowitz (Černovice)";"13.35918004";"50.44766083";"au | ei"
"906";"16625";"Hawran (Havraň)";"13.59572928";"50.44732335";"au | ei"
"907";"16636";"Liebshausen (Libčeves)";"13.83616126";"50.45194726";"au | ei"
"908";"16725";"Leschkau (Ležky)";"13.35397155";"50.12209626";"au | ei"
"909";"16739";"Pschoblik (Pšovlky)";"13.59466133";"50.10758345";"au | ei"
"910";"16801";"Böhmischdorf";"17.24183624";"50.25517092";"au | ei"
"911";"16889";"Heinzendorf (Hynčice Nad Moravou)";"16.94591816";"50.07261368";"au | ei"
"912";"16932";"Kuhberg";"17.51227875";"50.22030266";"au | ei"
"913";"16949";"Rausen (Rusín)";"17.73660283";"50.20995029";"au | ei"
"914";"16991";"Breitenau (Bretnová Široká Niva)";"17.47950091";"50.0638888";"au | ei"
"915";"17061";"Deutsch Thomaschlag (Německé Domasl";"12.83308709";"49.93372209";"au | ei"
"916";"17174";"Piwana (Piňovany)";"13.12137244";"49.77832844";"au | ei"
"917";"17244";"Dianaberg (Diana)";"12.59263476";"49.63101848";"au | ei"
"918";"17266";"Wiedlitz (Vidice)";"12.83611997";"49.61401094";"au | ei"
"919";"17273";"Honositz (Honezovice)";"13.06318469";"49.63824558";"au | ei"
"920";"17306";"Blisowa (Blížejov)";"12.99003795";"49.5009234";"au | ei"
"921";"17374";"Ober-Ullischen (Horní Olešná)";"17.02418646";"49.91272165";"au | ei"
"922";"17389";"Bergstadt (Horní Město)";"17.21258288";"49.90928348";"au | ei"
"923";"17460";"Ribnik (Rybniček)";"17.19747408";"49.76489875";"au | ei"
"924";"17520";"Runarz";"16.87865364";"49.57204105";"au | ei"
"925";"17568";"Tillendorf (Tylov)";"17.42874992";"49.89452106";"au | ei"
"926";"17585";"Mladetzko (Mladecko)";"17.70804928";"49.89871152";"au | ei"
"927";"17643";"Seibersdorf (Bělá)";"17.46310188";"49.73079462";"au | ei"
"928";"17659";"Bernhau (Barnov)";"17.6829573";"49.73318935";"au | ei"
"929";"17687";"Engelswald (Mošnov)";"18.132408";"49.68902075";"au | ei"
"930";"17698";"Nirklowitz (Mrsklesy)";"17.39883118";"49.60097829";"au | ei"
"931";"17713";"Punkendorf (Boňkov)";"17.68215393";"49.60602071";"au | ei"
"932";"17737";"Senftleben (Ženklava)";"18.10923581";"49.56425845";"au | ei"
"933";"17824";"Rotsaifen (Červená)";"13.57753261";"49.12042561";"au | ei"
"934";"17832";"Winterberg (Vimberk)";"13.78390364";"49.05868188";"au | ei"
"935";"17854";"Irsching (Jiřín)";"15.46916346";"49.43296588";"au | ei"
"936";"17882";"Wenkerschlag (Dolní Radouň)";"15.002329";"49.202983";"au | ei"
"937";"17895";"Hosterschlag (Člunek)";"15.12750069";"49.11172776";"au | ei"
"938";"17898";"Lipolz (Lipolec)";"15.35769926";"49.08701313";"au | ei"
"939";"-18008";"Schmöllnitz (Smolník)";"20.74010208";"48.73016195";"au | ei"
"940";"18018";"Schattawa (Záton)";"13.79494123";"48.94551277";"au | ei"
"941";"18028";"Zaborsch (Záhorí)";"14.10381253";"48.94718523";"au | ei"
"942";"18064";"Honetschlag (Hodňov)";"14.0740231";"48.78213936";"au | ei"
"943";"18095";"Sankt Thoma (Svatý Tomáš)";"14.10455829";"48.64006942";"au | ei"
"944";"18101";"Hohenfurth (Vyšší Brod)";"14.31207319";"48.6157219";"au | ei"
"945";"18132";"Hummeln (Homole)";"14.42805572";"48.93731559";"au | ei"
"946";"18310";"Oberstrahlbach";"15.1154";"48.63319";"au | ei"
"947";"18407";"Töstitz (Těšetice)";"16.15731666";"48.88788008";"au | ei"
"948";"18432";"Dietmanns";"15.3815";"48.79309";"au | ei"
"949";"18441";"Schirmannsreith";"15.63866";"48.77886";"au | ei"
"950";"18525";"Franzen";"15.39468";"48.61876";"au | ei"
"951";"18554";"Oberdürnbach";"15.84912";"48.58705";"au | ei"
"952";"18559";"Aspersdorf";"16.09658";"48.58647";"au | ei"
"953";"18672";"Stützenhofen";"16.61147";"48.74191";"au | ei"
"954";"18707";"Wilfersdorf";"16.64461";"48.58654";"au | ei"
"955";"18786";"Sankt Georgen bei Obernberg am Inn";"13.33412";"48.29152";"au | ei"
"956";"18800";"Hochburg";"12.87807";"48.13026";"au | ei"
"957";"18846";"Niederkappel";"13.88061";"48.46514";"au | ei"
"958";"18910";"Michaelnbach";"13.83155";"48.28803";"au | ei"
"959";"18923";"Alkoven";"14.10729";"48.28632";"au | ei"
"960";"18987";"Rackering";"13.62036";"48.11548";"au | ei"
"961";"19085";"Hackstock";"14.81413";"48.47743";"au | ei"
"962";"19096";"Traunstein";"15.11597";"48.4355";"au | ei"
"963";"19154";"Amstetten";"14.87066";"48.12448";"au | ei"
"964";"19163";"Wieselburg";"15.13802";"48.13043";"au | ei"
"965";"19225";"Steyregg";"14.37301";"48.28577";"au | ei"
"966";"19233";"Schwertberg";"14.58171";"48.27398";"au | ei"
"967";"19301";"Els";"15.37385";"48.44265";"au | ei"
"968";"19311";"Gneixendorf";"15.61839";"48.43843";"au | ei"
"969";"19322";"Fels am Wagram";"15.81873";"48.4378";"au | ei"
"970";"19334";"Oberhautzental";"16.12987";"48.44154";"au | ei"
"971";"19404";"Karlstetten";"15.56514";"48.25859";"au | ei"
"972";"19419";"Würmla";"15.85976";"48.25537";"au | ei"
"973";"19486";"Wilhelmsburg";"15.60619";"48.10536";"au | ei"
"974";"19541";"Grub";"16.10967";"48.08122";"au | ei"
"975";"19564";"Obergänserndorf";"16.37147";"48.42971";"au | ei"
"976";"19607";"Raggendorf";"16.65674";"48.39499";"au | ei"
"977";"19640";"Grünau (Grinava)";"17.24752517";"48.27003479";"au | ei"
"978";"19642";"20. Bezirk-Brigittenau";"16.37347";"48.23057";"au | ei"
"979";"19659";"Theben (Devín)";"16.98660986";"48.17332242";"au | ei"
"980";"19667";"Biedermannsdorf";"16.34608";"48.08334";"au | ei"
"981";"19674";"Enzersdorf an der Fischa";"16.60641";"48.08282";"au | ei"
"982";"19696";"Kittsee";"17.06565";"48.09174";"au | ei"
"983";"19787";"Hochfeld";"13.33222";"47.96455";"au | ei"
"984";"19851";"Schwendt";"12.39171";"47.6314";"au | ei"
"985";"19859";"Kuchl";"13.14376";"47.62566";"au | ei"
"986";"19886";"Schörfling";"13.60519";"47.94665";"au | ei"
"987";"19896";"Gschwandt";"13.84472";"47.93463";"au | ei"
"988";"19941";"Sankt Gilgen";"13.36379";"47.76694";"au | ei"
"989";"19965";"Windischgarsten";"14.32754";"47.72243";"au | ei"
"990";"19977";"Grundlsee";"13.83922";"47.62693";"au | ei"
"991";"19993";"Wörschachwald";"14.07582046";"47.55789937";"au | ei"
"992";"20019";"Ybbsitz";"14.89384";"47.94794";"au | ei"
"993";"20023";"Gaming";"15.08807";"47.92901";"au | ei"
"994";"20049";"Mariazell";"15.31803";"47.77347";"au | ei"
"995";"20058";"Lassing";"14.8932";"47.74374";"au | ei"
"996";"20065";"Weng";"14.50272";"47.59723";"au | ei"
"997";"24360";"Bottendorf";"8.81166";"51.02736";"au | ei"
"998";"24380";"Bergfreiheit";"9.09777";"51.04852";"au | ei"
"999";"25824";"Stromberg";"7.59824";"50.45682";"au | ei"
"1000";"27074";"Schameder";"8.29625";"50.99744";"au | ei"
"1001";"27106";"Dudenhofen";"8.88892";"50.0083";"au | ei"
"1002";"27135";"Wenighösbach";"9.19134";"50.02903";"au | ei"
"1003";"28589";"Neustadt (Hessen)";"9.11693";"50.85178";"au | ei"
"1004";"2916";"Stanowo";"19.76793";"53.66096";"au | ei"
"1005";"2935";"Groß Koschlau";"19.98230035";"53.32705066";"au | ei"
"1006";"2955";"Liksajny";"19.79497";"53.81492";"au | ei"
"1007";"301042";"Rigaus";"13.34504897";"47.58758807";"au | ei"
"1008";"3093";"Ksiaznik";"20.07338";"53.96624";"au | ei"
"1009";"31695";"Heltersberg";"7.71516";"49.31178";"au | ei"
"1010";"31737";"Diedenhofen";"6.16901";"49.35763";"au | ei"
"1011";"31765";"Laumesfeld";"6.44506";"49.36868";"au | ei"
"1012";"31789";"Beckingen";"6.70066";"49.39426";"au | ei"
"1013";"31800";"Calmesweiler";"6.95094";"49.41341";"au | ei"
"1014";"31824";"Steinbach bei Ottweiler";"7.21036";"49.40694";"au | ei"
"1015";"32067";"Erpolzheim";"8.22634";"49.48944";"au | ei"
"1016";"32085";"Kreuzweiler";"6.40407";"49.5531";"au | ei"
"1017";"32102";"Greimerath";"6.68176";"49.56202";"au | ei"
"1018";"33111";"Herxheimweyher";"8.25289";"49.15197";"au | ei"
"1019";"33159";"Malstatt";"6.97751";"49.24585";"au | ei"
"1020";"33614";"Traisa";"8.69787";"49.8339";"au | ei"
"1021";"33631";"Heubach";"8.96256";"49.84068";"au | ei"
"1022";"33725";"Rüsselsheim";"8.41048";"49.9948";"au | ei"
"1023";"33860";"Schatthausen";"8.75841";"49.319";"au | ei"
"1024";"34001";"Daudenzell";"9.00823";"49.3472";"au | ei"
"1025";"34015";"Billigheim";"9.25406";"49.34748";"au | ei"
"1026";"34076";"Ludwigshafen am Rhein";"8.44734";"49.48099";"au | ei"
"1027";"34096";"Ursenbach";"8.72439";"49.49399";"au | ei"
"1028";"34305";"Bobstadt";"8.44622";"49.66245";"au | ei"
"1029";"34321";"Mittershausen";"8.71527";"49.65645";"au | ei"
"1030";"34447";"Berghausen";"8.52712";"49.00389";"au | ei"
"1031";"34545";"Honhardt";"10.03779";"49.07016";"au | ei"
"1032";"34557";"Segringen";"10.29368";"49.06036";"au | ei"
"1033";"34818";"Dorfgütingen";"10.30317";"49.2154";"au | ei"
"1034";"34872";"Ettenstatt";"11.05857";"49.0799";"au | ei"
"1035";"35026";"Beratzhausen";"11.80902";"49.09535";"au | ei"
"1036";"35035";"Eitlbrunn";"12.0673";"49.1151";"au | ei"
"1037";"35067";"Ismannsdorf";"10.77453";"49.23381";"au | ei"
"1038";"35195";"Adertshausen";"11.83645";"49.28746";"au | ei"
"1039";"35211";"Bodenwöhr";"12.3034";"49.26958";"au | ei"
"1040";"35223";"Flachslanden";"10.50832";"49.40157";"au | ei"
"1041";"35236";"Grosshabersdorf";"10.78893";"49.40409";"au | ei"
"1042";"35393";"Trisching";"12.05548";"49.43541";"au | ei"
"1043";"35524";"Oberreichenbach";"10.76904";"49.58998";"au | ei"
"1044";"35562";"Kirchröttenbach";"11.2727";"49.58234";"au | ei"
"1045";"35577";"Schlicht";"11.7912";"49.607";"au | ei"
"1046";"35585";"Kohlberg";"12.01846";"49.59211";"au | ei"
"1047";"35597";"Oberlind";"12.31766";"49.60633";"au | ei"
"1048";"35778";"Pegnitz";"11.5433";"49.75642";"au | ei"
"1049";"35791";"Speinshart";"11.82038";"49.78699";"au | ei"
"1050";"35799";"Friedersreuth";"12.03638";"49.77975";"au | ei"
"1051";"35857";"Litzendorf";"11.00996";"49.9114";"au | ei"
"1052";"36056";"Leonberg";"12.2854";"49.94685";"au | ei"
"1053";"36202";"Kniebis (Kr.Freudenstadt)";"8.318877104";"48.47427737";"au | ei"
"1054";"37138";"Rottweil";"8.6275";"48.16786";"au | ei"
"1055";"3722";"Zaszczytowo";"14.95374";"52.62138";"au | ei"
"1056";"37302";"Winterlingen";"9.11728";"48.17723";"au | ei"
"1057";"37388";"Schenkenzell";"8.37253";"48.31105";"au | ei"
"1058";"3744";"Rudnica";"15.18918";"52.60977";"au | ei"
"1059";"37555";"Stetten bei Haigerloch";"8.81662";"48.35457";"au | ei"
"1060";"37571";"Salmendingen";"9.12013";"48.35833";"au | ei"
"1061";"37581";"Bernloch";"9.33549";"48.3568";"au | ei"
"1062";"37598";"Gundershofen";"9.60621";"48.37705";"au | ei"
"1063";"37607";"Eggingen";"9.87924";"48.36355";"au | ei"
"1064";"37862";"Donnstetten";"9.56312";"48.51405";"au | ei"
"1065";"38373";"Hegnach";"9.29823";"48.8577";"au | ei"
"1066";"38482";"Kleinvillars";"8.74383";"48.99804";"au | ei"
"1067";"38682";"Mittelbuch";"9.88168";"48.04583";"au | ei"
"1068";"38695";"Unteropfingen";"10.12798";"48.0594";"au | ei"
"1069";"38764";"Waidhofen";"11.33526";"48.58019";"au | ei"
"1070";"38863";"Pöttmes";"11.09074";"48.58242";"au | ei"
"1071";"39140";"Hofkirchen";"12.30322";"48.76569";"au | ei"
"1072";"39160";"Dürrenzimmern";"10.55239";"48.90411";"au | ei"
"1073";"39201";"Walting";"11.30127";"48.91192";"au | ei"
"1074";"39356";"Arlesried";"10.34917";"48.07733";"au | ei"
"1075";"39459";"Kaufering";"10.86116";"48.08685";"au | ei"
"1076";"39494";"Perlach";"11.63032";"48.10063";"au | ei"
"1077";"39515";"Sankt Leonhard";"12.33055";"48.0921";"au | ei"
"1078";"39687";"Oberdorfen";"12.123";"48.27017";"au | ei"
"1079";"39891";"Rast";"11.85874117";"48.44110373";"au | ei"
"1080";"40000";"Pertolzhofen";"12.34467";"49.42629";"au | ei"
"1081";"40137";"Ranoldsberg";"12.33456";"48.30807";"au | ei"
"1082";"40145";"Erharting";"12.57622";"48.27659";"au | ei"
"1083";"40202";"Gangkofen";"12.56337";"48.4371";"au | ei"
"1084";"40212";"Neuhofen";"12.84533";"48.45503";"au | ei"
"1085";"40220";"Bad Birnbach";"13.09117";"48.44358";"au | ei"
"1086";"40231";"Ruhstorf an der Rott";"13.33631";"48.43818";"au | ei"
"1087";"40274";"Wörth an der Isar";"12.34456";"48.62368";"au | ei"
"1088";"40331";"Haag";"13.59698";"48.61501";"au | ei"
"1089";"40402";"Hankofen";"12.58848";"48.75623";"au | ei"
"1090";"40535";"Klingenbrunn";"13.31941";"48.92172";"au | ei"
"1091";"41785";"Höhenrain";"11.3957";"47.9297";"au | ei"
"1092";"41801";"Grosshöhenrain";"11.89878";"47.92796";"au | ei"
"1093";"41872";"Baiernrain";"11.60938";"47.90265";"au | ei"
"1094";"41932";"Huglfing";"11.15493";"47.76917";"au | ei"
"1095";"42062";"Oberau";"11.13614";"47.56027";"au | ei"
"1096";"42166";"Niederwampach";"5.8408";"50.00969";"au | ei"
"1097";"42254";"Rambrouch";"5.84827";"49.83005";"au | ei"
"1098";"42472";"Thal";"15.90216";"47.92604";"au | ei"
"1099";"42477";"Grillenberg";"16.08669";"47.92652";"au | ei"
"1100";"42520";"Schneebergdörfl";"15.87681701";"47.77801293";"au | ei"
"1101";"42527";"Mollram";"16.08847";"47.75818";"au | ei"
"1102";"42532";"Frein an der Mürz";"15.48478";"47.74201";"au | ei"
"1103";"42573";"Semmering";"15.82957";"47.63272";"au | ei"
"1104";"42587";"Feistritz am Wechsel";"16.05379";"47.59927";"au | ei"
"1105";"42670";"Wieselburg (Mosonmagyaróvár)";"17.26934729";"47.87440861";"au | ei"
"1106";"42688";"Andau";"17.03243";"47.77548";"au | ei"
"1107";"42691";"Wiesen";"16.33758";"47.73828";"au | ei"
"1108";"42701";"Baumgarten";"16.5";"47.74";"au | ei"
"1109";"43013";"Rinnen";"10.7188";"47.40497";"au | ei"
"1110";"43021";"Ehrwald";"10.91941";"47.39865";"au | ei"
"1111";"43022";"Leutasch";"11.1415";"47.37082";"au | ei"
"1112";"43122";"Unterried";"10.94458";"47.08861";"au | ei"
"1113";"43161";"Unterberg";"11.22749746";"47.04262442";"au | ei"
"1114";"43162";"Pertisau";"11.69612";"47.43967";"au | ei"
"1115";"43173";"Brixlegg";"11.87799";"47.4296";"au | ei"
"1116";"43224";"Kolsassberg";"11.65175";"47.28259";"au | ei"
"1117";"43301";"Kitzbühel";"12.39066";"47.44653";"au | ei"
"1118";"43310";"Saalfelden am Steinernen Meer";"12.84747";"47.42641";"au | ei"
"1119";"43315";"Werfen";"13.18832";"47.47773";"au | ei"
"1120";"43331";"Bramberg am Wildkogel";"12.34725";"47.27256";"au | ei"
"1121";"43340";"Niedernsill";"12.64755";"47.28096";"au | ei"
"1122";"43347";"Sankt Georgen";"12.87289";"47.28677";"au | ei"
"1123";"43354";"Goldegg";"13.09941";"47.31872";"au | ei"
"1124";"43359";"Kleinarl";"13.31958";"47.27754";"au | ei"
"1125";"43372";"Bad Gastein";"13.13395";"47.11854";"au | ei"
"1126";"43379";"Heiligenblut";"12.84031";"47.04043";"au | ei"
"1127";"43393";"Donnersbach";"14.12842";"47.46558";"au | ei"
"1128";"43412";"Untertauern";"13.50701";"47.30564";"au | ei"
"1129";"43420";"Pöllau";"14.1970266";"47.2083512";"au | ei"
"1130";"43427";"Oberweissburg";"13.59505";"47.10385";"au | ei"
"1131";"43433";"Sauerfeld";"13.86054";"47.13683";"au | ei"
"1132";"43439";"Ranten";"14.082";"47.15748";"au | ei"
"1133";"43453";"Strechen";"14.34241366";"47.47847787";"au | ei"
"1134";"43458";"Trofaiach";"15.00592";"47.42652";"au | ei"
"1135";"43462";"Hafendorf";"15.31902";"47.45635";"au | ei"
"1136";"43480";"Sankt Michael in Obersteiermark";"15.02024";"47.33684";"au | ei"
"1137";"43488";"Pusterwald";"14.37456";"47.30846";"au | ei"
"1138";"43505";"Sankt Peter ob Judenburg";"14.58797";"47.18549";"au | ei"
"1139";"43530";"Teufenbach";"14.35911";"47.12854";"au | ei"
"1140";"43534";"Sankt Johann";"14.84171801";"47.13405498";"au | ei"
"1141";"43633";"Ehrenschachen";"16.06044";"47.41082";"au | ei"
"1142";"43726";"Unterrohr";"16.0511";"47.24824";"au | ei"
"1143";"43756";"Eggersdorf";"15.59967";"47.12305";"au | ei"
"1144";"4377";"Pamiecin";"14.66362";"52.45044";"au | ei"
"1145";"43773";"Bad Blumau";"16.05235";"47.11596";"au | ei"
"1146";"43782";"Deutsch Tschantschendorf";"16.29";"47.11";"au | ei"
"1147";"4388";"Grabno";"14.93236";"52.42916";"au | ei"
"1148";"43896";"St. Jakob";"12.31475713";"46.92057333";"au | ei"
"1149";"43905";"Oberpeischlach";"12.59312";"46.9352";"au | ei"
"1150";"43910";"Flattach";"13.12956";"46.93588";"au | ei"
"1151";"43938";"Kolbnitz";"13.30489";"46.87654";"au | ei"
"1152";"43959";"Lindsberg";"12.90159739";"46.80107624";"au | ei"
"1153";"43982";"Berg im Drautal";"13.13513";"46.748";"au | ei"
"1154";"4400";"Trzemeszno Lubuskie";"15.25601";"52.43521";"au | ei"
"1155";"44006";"Kremsbrücke";"13.61805";"46.96121";"au | ei"
"1156";"44040";"Obermillstatt";"13.59095";"46.81068";"au | ei"
"1157";"44054";"Patergassen";"13.86855";"46.81487";"au | ei"
"1158";"44056";"Steuerberg";"14.11499";"46.78868";"au | ei"
"1159";"44109";"Hermagor";"13.37109";"46.62639";"au | ei"
"1160";"44124";"Villach";"13.84913";"46.61814";"au | ei"
"1161";"44162";"Suetschach";"14.15621";"46.52731";"au | ei"
"1162";"44174";"Sankt Salvator";"14.35719";"46.96895";"au | ei"
"1163";"44182";"Heft";"14.56406";"46.95104";"au | ei"
"1164";"44189";"Schiefling";"14.84334";"46.94205";"au | ei"
"1165";"44196";"Modriach";"15.06027";"46.95812";"au | ei"
"1166";"44243";"Hochfeistritz";"14.59575692";"46.78150471";"au | ei"
"1167";"44295";"Oberhaag";"15.33322";"46.68678";"au | ei"
"1168";"44303";"Klagenfurt-Harbach";"14.34094181";"46.62086942";"au | ei"
"1169";"44313";"Lorenzenberg";"14.99264879";"46.63785121";"au | ei"
"1170";"44314";"Sankt Margarethen";"14.83890934";"46.59443582";"au | ei"
"1171";"44320";"Bad Eisenkappel";"14.59311";"46.48725";"au | ei"
"1172";"44414";"Klöch";"15.96717";"46.76413";"au | ei"
"1173";"44439";"Ebental (Polom)";"14.8560774";"45.73778552";"au | ei"
"1174";"44442";"Steinwand (Podstenice)";"15.02728837";"45.72261381";"au | ei"
"1175";"44445";"Obergras (Trava)";"14.67181656";"45.60384838";"au | ei"
"1176";"44447";"Göttenitz (Gotenica)";"14.74770542";"45.61189263";"au | ei"
"1177";"44454";"Nesseltal (Koprivnik)";"15.03087485";"45.60255868";"au | ei"
"1178";"44461";"Tiefenbach (Briga)";"14.85834462";"45.51864086";"au | ei"
"1179";"4584";"Hohenwalde";"14.43839";"52.28346";"au | ei"
"1180";"4590";"Kunice";"14.65486";"52.26578";"au | ei"
"1181";"46070";"Mathon";"10.24492";"46.9884";"au | ei"
"1182";"-46161";"Hinterkirch (Graun)";"10.63866245";"46.83825902";"au | ei"
