Ort::Longitude;Ort::Latitude;Ort::REDE_GIDs;Ort::Sprache;Bogennummer;Ort::Name;Transliteration WS 36;Wortform WS 36;Stammvokal WS 36;Stammvokal Überprüfung;Kategorie;Anmerkungen WS36
10,46243;54,07286;113330;1;48164;WￃﾖBS;Watt sitt dar von lütt Vageln bab'n upp de lütt Muur?;Vageln;a;;;
10,71297;54,07936;115904;1;48186;SￃﾜSEL;Watt sitt dohr för lütt Vageln bab'n op de lütt Müer?;Vageln;a;;;
9,11080098;53,89052151;547127;1;48233;BRUNSBÜTTELERHAFEN;Watt sitt dar vör lüddn Vagels baabn ob de lüdd Muur.;Vagels;a;;;"Watt/sitt: tt relativ dick/unleserlich evtl. korrigiert; Vagels: aus Vaagels korrigiert; baabn: aa relativ dick/unleserlich, laut Karte 452 oa"
9,33008;53,86164;108237;1;48239;BROKDORF;Wat sitt dar för lütte Vagels bam op de lütte Mür?;Vagels;a;;;"sitt: aus sik korrigiert, tt oben drüber geschrieben; erstes lütte: lütt?"
14,96435;52,1209;531406;1;4824;RADOMICKO;Was sitzen do für Vogelchen, oben uf dan Mauerchen.;Vogelchen;o;;;
7,69412;53,77033;108712;1;48240;SPIEKEROOG;Wat sitten dar för lütk' Fögels bafen upp de lütk' Mür?;Fögels;ö;;;
8,5904;53,82092;105523;1;48242;BERENSCH;Wadd sidd dar ven Vagels baam obb de Mür?;Vagels;a;;;
8,77311;53,82372;113024;1;48247;ALTENBRUCH;Wat sitt dar för Vagels baben ob de littje Mür?;Vagels;a;;;
7,14497;53,70519;104236;1;48282;NORDERNEY;Wat sitten dar för vögelkes bab'n up dat mürken?;vögelkes;ö;;;
7,38496;53,72648;107919;1;48283;BALTRUM-OSTDORF;Wat sitten dor för Vögels baben up de̠ Mü̱r?;Vögels;ö;;;för: ö relativ dick
8,5169;53,67513;106267;1;48302;MISSELWARDEN;Watt sitt da vaen Vagel baben upp de Müer?;Vagel;a;;;vaen: vann?
15,22954;52,08252;531233;1;4832;RADNICA;Wos sitzen do fer Vogel uff da Maure?;Vogel;o;;;
9,06278;53,71132;113303;1;48324;WEISSENMOOR;Watt sitt dar vör lütje Vagel bahm ob der Mühr;Vagel;a;;;"in Zeile 35 geschrieben; vör: ö korrigiert; lütje: j hat keinen Punkt; der: r nicht zu sehen"
7,14249;53,5993;116568;1;48342;ITZENDORF;Wat sitten dar vör vögelkes baven up de mührke?;vögelkes;ö;;;
7,3911;53,60903;107815;1;48356;ARLE;Wat sitten dar för Fögels baben upp d' Mür?;Fögels;ö;;;
7,66379;53,62527;115481;1;48368;STEDESDORF;Wat sitt't dar föͣ̈r Fögels baven up de Mürr?;Fögels;ö;;;Mürr: aus Mür korrigiert
7,97986;53,63678;116088;1;48383;WÜPPELS;Wat sit't durr fürr Vögels baben up de Mür?;Vögels;ö;;;
8,30186;53,60355;116854;1;48392;LANGWARDEN;Watt sitt dór fär luttje Vāgels baben uppe (luttje) Mū̄r?;Vāgels;ā;;;beide luttje: j hat keinen Punkt
8,80591;53,66003;109010;1;48401;FLÖGELN;Watt sitt dar vör lütje Vagel baben op de lütje Muer?;Vagel;a;;;op: aus ob mit anderem Stift korrigiert
8,330792544;53,53273255;547062;1;48477;IFFENS;Wat sit't dar för Vagels baben up de Müer?;Vagels;a;;;
8,53201;53,53048;111755;1;48487;BLEXEN;Watt för littje Vagels sit't dar upp de littje Müür?;Vagels;a;;;beide littje: j hat keinen Punkt
8,82184;53,52681;114688;1;48497;ALTLUNEBERG;Watt sett't dar va letje Vagel baben op de Müer.;Vagel;a;;;de: ursprünglich weiterer Buchstabe hinter e, durchgestrichen
9,1253;53,53544;117253;1;48507;HÖNAU-LINDORF;Wat sitt dar vöh Vagels ba'b'n op de Muhr.;Vagels;a;;;ba'b'n: oben drüber geschrieben
12,23798;54,2492;126570;1;48516;GRAAL-MￃﾜRITZ;Wat sitt'n doă föă lütta Vaͦgel bab'n up dei lütt Mūă.;Vaͦgel;aͦ;;;
11,61406;54,10586;120017;1;48522;RERIK;Watt sitten doeh vöeh Vägel upp dei Mueh?;Vägel;ä;;;
11,85396;54,10812;120082;1;48532;BRODHAGEN;Wat sidden doa för lütte Vägel baben up dei lütt Muer.;Vägel;ä;;;
12,14585;54,1182;120864;1;48550;TOITENWINKEL;Watt sitt'n doà vöà lüjtt Väg'l bab'n upp dei lüjtt Muà?;Väg'l;ä;;;"erstes lüjtt: j unten zwischen ü und t in Klammern geschrieben (oder nur Unterlänge in Kalmmern?), vor Wort zu anderem Wort angesetzt aber durchgestrichen; zweites lüjtt: Unterlänge von j in Klammern"
18,09229;54,0637;161323;1;486;NIEDAMOWO;Wat sitte do'e fe Vegelkes bowen upp dem Muerke?;Vegelkes;e;;;
10,48741;53,91971;106292;1;48675;STRUKDORF;Wat sitt dar vun lütt Vageln baben up de lütt Mur.;Vageln;a;;;
10,73453;53,91976;110657;1;48702;SEREETZ;Wat sitt dor för lütt Vageln bam op de lütt Müer?;Vageln;a;;;
11,03609;53,92008;122052;1;48716;GROSS VOIGTSHAGEN;Wat siddn do͡ar fö͡ehr Vagel baben up dei Muhr.;Vagel;a;;;siddn: n vermutlich mit dunklerem Stift nochmal nachgeschrieben
11,33016;53,9304;120794;1;48726;BECKERWITZ;Wat sitt'n doua vö lütte Vögel bab'n up dei lütte Muer?;Vögel;ö;;;
11,60462;53,94318;121253;1;48738;STEINHAUSEN;Wat sidd'n dor för Väg'l bab'n upp dei Mur.;Väg'l;ä;;;dor: aus dör korrigiert
11,83423;53,94661;118646;1;48752;BERENDSHAGEN;Watt sitten doë föë Vägelken (lütt Vägel) baben upp de lütt Muë?;Vägelken | Vägel;ä;;;
12,1512;53,94766;118714;1;48765;WIENDORF;Watt sitt'n doueh fö'r lütt Vägel bab'n upp dei lütt Mu'eh.;Vägel;ä;;;"fö'r: ö und r nicht eindeutig/relativ dick; Mu'eh: Muèh?"
9,59053;53,86975;115465;1;48790;RETHWISCH;Wat sitt dar vör lette Vagels op de lette Mur?;Vagels;a;;;beide lette: lettn?
9,88862;53,87033;107683;1;48800;LENTFￃﾖHRDEN;Watt sidd dar för lütt Vagels bab'n op de lütt Mur?;Vagels;a;;;
10,17638;53,89247;108120;1;48812;TODESFELDE;Wat sitt dor de lüddn Vageln baben ob de lütt Mühr?;Vageln;a;;;
10,44713;53,75756;113127;1;49022;KLEINBODEN;Wat sitt dor fö lütt Vagels baw'm up dei lütt Mur?;Vagels;a;;;
10,76242;53,75636;121168;1;49043;CAMPOW;Wat sitten da för Vägel baben ub de Muer.;Vägel;ä;;;
11,05079;53,75628;125724;1;49076;NESOW;Wat siddt doĕr väĕr Vagels babĕn up dei Muĕ;Vagels;a;;;"Muĕ: u aus d korrigiert? zweite Haste von u geht ""hoch"""
11,32985;53,7779;124347;1;49090;DALLIENDORF;Watt sitt'n dua füä lüt Vägel bab'n up dei lüt Muä?;Vägel;ä;;;
11,61879;53,77558;120979;1;49108;NEUHOF;Wat sitten do fö Vägel baben up dei Muhe.;Vägel;ä;;;"baben: oben drüber geschrieben; Muhe: über Wort vermutlich auch baben geschrieben, durchgestrichen"
11,88526;53,78539;118874;1;49122;WARNOW;Wat sitt'n doa för Vägelken baben up dat Mührken?;Vägelken;ä;;;
12,17296;53,79677;122921;1;49140;GￃﾜSTROW;Wat sidden dor för lutt Vägel ub de lütt Muer?;Vägel;ä;;;
9,38137;53,71165;114186;1;49146;DROCHTERSEN;Wadd sidd da vör Vagels bahben ubb de Müer'n?;Vagels;a;;;
9,64927;53,70258;111287;1;49162;GROSS NORDENDE;Wăt sidden da fö̲̲r Vo̲gels (wia) bāben op de Mühr?;Vo̲gels;o̲;;;(wia): über Vogels geschrieben, sehr klein, nicht eindeutig zu erkennen
9,89519;53,73194;108360;1;49176;QUICKBORN;Wat sütt dar vörn litt'n Vagel op de Muer.;Vagel;a;;;
10,21851;53,74313;111665;1;49188;JERSBEK;Wat sitt da vö (ö̆) lütt Vagels baben up de lütt Muer?;Vagels;a;;;Vagels: aus Fagels korrigiert
9,4597;53,03452;112630;1;49311;RIEKENBOSTEL;Wat sit't da för Vagels baben up de lütjen Müern?;Vagels;a;;;
9,68499;53,04779;115425;1;49322;BROCHDORF;Wat sittn dar vör Vagels baam up de Murn;Vagels;a;;;baam: zweites a von oben eingefügt
9,99781;53,08488;112343;1;49332;BISPINGEN;Wat sit't do͡ar vör lütte Vagels baben up de͡i lütte Muur.;Vagels;a;;;
10,2827;53,0747;107558;1;49338;WETTENBOSTEL;Wat sitt da för Vagels bahm up dat Muerchen?;Vagels;a;;;"bahm: h vermutlich korrigiert; up: vor u ursprünglich weiterer Buchstabe, durchgestrichen"
10,51368;53,08083;114616;1;49348;SEEDORF;Wat ßitt dar för lüttge Vagels bahm up dê lüttge Muhr?;Vagels;a;;;
10,78178;53,06946;113438;1;49362;STOETZE;Wat sit't dor förr Vagels babn up de Muer?;Vagels;a;;;
11,09034;53,09668;113402;1;49498;DANNENBERG (ELBE);Wat sitten da von (Vägelkens up dat Mührken);Vägelkens;ä;;;"Vägelkens: kens untestrichen, 1 oben drüber; Mührken: ken unterstrichen, h korrigiert; hinter der Klammer Fragezeichen mit Bleistift geschrieben"
18,35818;54,02938;374684;1;495;JAROSZEWY;Wat sete do ver Vögel bowen ob dem Muheke.;Vögel;ö;;;
15,49242;52,12575;386409;1;4950;PALCK;Was sitz'n do fürr Vöguchin uben uff'n Moir'chen.;Vöguchin;ö;;;
11,38051;53,1086;126878;1;49509;BREETZ;Wat sitten dor vör Vogels uppt Muhr?;Vogels;o;;;zwischen Zeile 37 und 38 geschrieben
11,69264;53,10028;118243;1;49524;LAASLICH;Wat sitten da vön Vögel boaben op de Muur;Vögel;ö;;;
11,90134;53,10669;119086;1;49534;LￃﾜBZOW;Wat sitten da for Vöägelskens boben up det Mouerken.;Vöägelskens;öä;;;Mouerken: erstes e nicht eindeutig, zweites e eher schwarzer Fleck
12,18296;53,11903;122468;1;49551;BUCHHOLZ;Wat sitt'n da för lütt Vägel boabm up de lütt Muhr.;Vägel;ä;;;
9,40421;53,19342;105676;1;49562;HETZWEGE;Wat sit dor vör littje Vagel baben up de littje Müer?;Vagel;a;;;"dor: or korrigiert/nicht eindeutig, aber laut Karte 177; beide littje: j hat keinen Punkt; Müer: asu Muer korrigiert"
9,74297;53,2407;117368;1;49569;OTTER;Watt sit't da͡or vör lütte Vagel baben upp de lütt Müer?;Vagel;a;;;
10,00938;53,22233;104882;1;49579;OLLSEN;Wot sitt dor vör lütte Vagels baben up de lütt'n Müer.;Vagels;a;;;
10,2488;53,23284;110732;1;49587;WESTERGELLERSEN;Wat sit dar vörn Vagel bahm up deî Mur.;Vagel;a;;;
10,78385;53,24416;114276;1;49605;BARSKAMP;Wat sit't dor for Vagels baben up de Muer?;Vagels;a;;;de: aus den korrigiert
15,76848;52,10724;388623;1;4965;STARE KRAMSKO;Wos sitzen do für Vögel uben uf dann Mäuerchen.;Vögel;ö;;;Vögel: ög relativ nah beieinander
15,99102;52,11557;374557;1;4968;ZODYN;Wuas sitzten do fur Vöglichen huben ufen Mäurang.;Vöglichen;ö;;;
10,56531;53,25038;112386;1;49727;WENDHAUSEN;Watt sitt't da vör lütte Vagel up de lütte Mur.;Vagel;a;;;
11,0857;53,26914;121225;1;49752;JESSENITZ;Wat sitten dau'r för Vogels baben ob dei Muuer?;Vogels;o;;;
11,36676;53,27885;122862;1;49767;GLAISIN;Wat sidd'n doa vör Vägelken upp dei lütt Mua?;Vägelken;ä;;;
11,62817;53,26261;124488;1;49778;NEESE;Wat sittn doah vöäh Vageln up dei Muhe.;Vageln;a;;;
11,86397;53,26081;120737;1;49794;PAMPIN;Wat sittn doh' för Vägelkn baben up dat Müéken?;Vägelkn;ä;;;"doh': vermutlich aus dor korrigiert; för: aus vör korrigiert; baben: oben drüber geschrieben"
16,27073;52,09524;376020;1;4980;TARNOWA;Woas sitzen do fürr Viägelchen uben uff dam Meurang.;Viägelchen;iä;;;
12,17074;53,26531;121002;1;49802;GRABOW;Wat sit'n doa för Vöglick'n up Mürick'n.;Vöglick'n;ö;;;Wat: hinter t ursprünglich weiterer Buchstabe geschrieben (mit Apostroph davor), Buchstabe durchgestrichen aber Apostroph nicht
9,42586;53,365;112123;1;49813;WANGERSEN;Wad sidt duar vön lettscher Vagel ob de lettjer Müer?;Vagel;a;;;lettjer: j hat keinen Punkt
9,64625;53,379;106002;1;49821;REGESBOSTEL;Wat sit't daër för lütte Vagel bab'n up deeï lütte Muër.;Vagel;a;;;för: ö korrigiert
9,92661;53,40705;105969;1;49828;TￃﾖTENSEN;Wat sitten da för lütte Vageln baben up de lütte Mūr?;Vageln;a;;;"sitten: erstes t aus z korrigiert; da/de: d Kurrent; lütte: l relativ dick/evtl. korrigiert; Mūr: evtl. auch Mür?"
10,22923;53,38859;116893;1;49840;LASSRￃﾖNNE;Wat sitt't dor vör Vagels up de Mur.;Vagels;a;;;
10,50596;53,41658;117662;1;49857;JULIUSBURG;Wat sitt dor för lütt Vagels baben up dei lütt Mur.;Vagels;a;;;
11,08244;53,41108;118676;1;49881;SETZIN;Wat sitt'n dor för lüth Vagels baben up dei Mur?;Vagels;a;;;
11,60438;53,39799;118349;1;49898;NEUHOF;Watt sitt'n doa föa (lütt'n) Vö͡ägal baben up dei (lütt) Mua?;Vö͡ägal;ö͡ä;;;Vö͡ägal: Bogen relativ klein/blass & unter Tremata
10,74685;53,43177;121965;1;50010;GRESSE;Wat sitt'n do͡a(r) fö̆ lǖt Vagel bāb'n up dei lǖt Mū(r)?;Vagel;a;;;
11,30189;53,42238;125796;1;50027;MORAAS;Wat sitten doa för Vagel baben up dei Muer?;Vagel;a;;;för: ö korrigiert
11,93249;53,42748;125020;1;50058;PAARSCH;Wat sitt'n do͡ar för Vägelk'n bab'n up de lütt Muä.;Vägelk'n;ä;;;Muä: aus Müä korrigiert
12,17807;53,46472;120236;1;50068;BARKOW;Wat sitt'n dor för lütt Voäg'l bab'n up dei lütt Muhr.;Voäg'l;oä;;;Voäg'l: o eher schwarzer Fleck/vermutlich korrigiert
9,38434;53,5502;115523;1;50073;SCHWINGE;Wat sitt' dor för lütje Vagels bahm op de lütje Müü'r?;Vagels;a;;;"för: ö relativ groß/evtl. korrigiert; beide lütje: j hat keinen Punkt; Müü'r: aus Müüer korrigiert"
9,652825404;53,56253675;547428;1;50087;WISCH;Watt sütt dar vu litje Vagels baw'n up de litje Muhr?;Vagels;a;;;erstes litje: e sehr klein
9,92842;53,5542;108945;1;50117;OTTENSEN;Wad sitt da vär Vagels baben op de Muur?;Vagels;a;;;
10,20487;53,56222;117299;1;50130;WILLINGHUSEN;Wat sitt dar for lütte Vageln bab'n ob de Mür.;Vageln;a;;;bab'n: erste Haste von n sehr dick
10,47132;53,57846;111898;1;50142;BASTHORST;Wad sidd du͡ar vö Vagels bab'n up dei Müür?;Vagels;a;;;
18,60845;54,00516;375290;1;503;SZPEGAWSK;Watt sette dor ver Vögelkes bowen opp dem Muerke.;Vögelkes;ö;;;
15,50045;52,27172;386488;1;5031;LUGOW;Wos sitzen do für Vögelchin oben uf dem Mauerchin.;Vögelchin;ö;;;"Wos: o korrigiert/relativ groß; Vögelchin: i relativ dick/korrigiert"
10,75137;53,59484;108491;1;50321;LEHMRADE;Wat sünd duer föer lüd Vagels bab'n ub dei lüd Muer?;Vagels;a;;;
11,04085;53,58655;121437;1;50332;DRￃﾖNNEWITZ;Wat sitt'n duo'e vö Vagel bahb'n up dei Muhe?;Vagel;a;;;sitt'n: zweites t scheint nachträglich eingefügt
11,32365;53,59528;118265;1;50343;GROSS ROGAHN;Watt sitt'n doȇ för lüttȇ Vagel (Vägel) up dei lüttȇ Muȇ.;Vagel | Vägel;a | ä;;;
11,60408;53,616;118438;1;50357;KLADOW;Wat sitt'n dor vör Vägel bab'n up dei Mur'r?;Vägel;ä;;;
11,88883;53,63207;125383;1;50365;HOHEN PRITZ;Watt sitten dohr vöhr Vägel baben upp dei Muhr?;Vägel;ä;;;
12,14767;53,62344;126689;1;50377;JELLEN;Wat sitten dor för Vägel bab'n up dei Muer?;Vägel;ä;;;sitten: erstes t evtl. korrigiert
12,36951;53,73311;127267;1;50385;LￃﾜBSEE;Wat sitten doa vör Vögelkens baben up de lütt Mur.;Vögelkens;ö;;;
14,11661;53,73703;118609;1;50471;BELLIN;Wat sitten da fö klehn Vägel boben op da klein Muer.;Vägel;ä;;;"fö: fä?; Vägel: mit anderem Stift aus Vögel korrigiert; klein: kleen (und aus klein korrigiert)? "
12,72318;53,77769;121628;1;50523;RETZOW;Wat sitten dor för Vägel baben up dei Mur?;Vägel;ä;;;dei: d hat keine richtige Oberlänge/eher gedrungen
13,02051;53,78904;120727;1;50538;HOHENBOLLENTIN;Watt sitt'n doa vöa Vögel boaw'n up dei Muahr?;Vögel;ö;;;up: p hat keinen richtigen Kopf
13,27783;53,79124;125333;1;50552;GOLCHEN;Wat sitten doa för lütta Vögel boaben up dei lütt Mua.;Vögel;ö;;;"lütta/lütt: mit Bleistift oben drüber geschrieben;"
16,29936;52,27187;161276;1;5056;BIALA WIES;Woas sitzen do firr Vögelchen uben uff dann Mauerann?;Vögelchen;ö;;;
13,56356;53,78446;124192;1;50567;STRIPPOW;Wat sitt'n doa vör Vogelken baben up dat Muhrken?;Vogelken;o;;;
13,80867;53,8054;118365;1;50575;ROSENHAGEN;Wat sitten doa föa Vögelken baben ub dat Müaken?;Vögelken;ö;;;
14,66308;53,79171;151010;1;50583;SINIECHOWO;Wat sitte dor för Veugelke bowen op de Muhrke?;Veugelke;eu;;;
14,96696;53,79514;148265;1;50604;DRZEWICA;Wat sitte doa va Vojelke bauwen up 'm Müeke?;Vojelke;oj;;;Vojelke: j hat keinen Punkt
15,24598;53,77514;149542;1;50622;LISOWO;Watt sitte doͣa vä Väugelkä bowen upp dem Muerken?;Väugelkä;äu;;;"sitte: über e steht ä, laut Karte laut Karte 93 ä als Auslau; doͣa: laut Karte 177 daͦa"
14,43155;53,8679;375890;1;50719;LUBIN;Wat sitda doa vö Vögelkes uppa Muaka?;Vögelkes;ö;;;
12,44997;53,95967;124729;1;50765;GROSS RIDSENOW;Wat sitt'n doa vöa Vägelings bab'n up dei Mua.;Vägelings;ä;;;
12,73722;53,94228;126948;1;50779;SCHLUTOW;Watt sitt'n doa vör Vägelings up datt Mürk'n?;Vägelings;ä;;;
13,01298;53,95466;123272;1;50794;SEEDORF;Wat sitt'n doa von lüt Vägel bab'n up dei lüt Muä?;Vägel;ä;;;
13,27277;53,94539;122839;1;50805;BENTZIN;Wat sitten doar von'n Vägel bawen up dei lüt Mur'r.;Vägel;ä;;;"von'n: v scheint korrigiert, Apostroph eher unten; Vägel: e eher schwarzer Fleck/korrigiert"
13,52648;53,95007;119758;1;50818;RANZIN;Wat sitten doa föa Vögel? oben ub dei Mua? - (bed. Meuer).;Vögel;ö;;;"föa/Mua: a mit anderem Stift nachgezogen; Vögel: Vägel?"
13,84379;53,94673;121706;1;50830;LASSAN;Wat sitten dor för Vögel up dei Muhr?;Vögel;ö;;;in Zeile 35 geschrieben, händisch nummeriert
14,11814;53,94992;119402;1;50840;SALLENTHIN;Wat sitt'n doa föhr Vägel baben up dei Mua?;Vägel;ä;;;föhr: r eher ein Strich
14,44888;53,92636;372827;1;50844;MIEDZYZDROJE;Wat sitten doa vö Vögelkes boam up demm Muerke.;Vögelkes;ö;;;Muerke: letztes e sehr klein
14,68184;53,94979;166218;1;50850;SIEROSLAW;Wat sittä daä väh Vögelken bawen up dem Murkä?;Vögelken;ö;;;Murkä: ä relativ dick/korrigiert
14,96722;53,94149;160805;1;50872;BEDZIESZEWO;Wat sitta daoa föa Vögel baowen upp dem Muakä?;Vögel;ö;;;Vögel: eher Vö gel
15,25298;53,95664;152451;1;50892;SKALIN;Wat sitte da vo Vöagel bawen up de Muhe?;Vöagel;öa;;;"da: d scheint korrigiert; bawen: n mit anderem Stift angehängt; Muhe: h scheint korrigiert"
16,06838;52,22589;371330;1;5091;BORUJA;Wos sitzen do fer Vogelchen uben uf dan Meuerchin?;Vogelchen;o;;;
14,00155;54,05033;121439;1;50973;KOSEROW;Wat sitten doa föe Vögel up de Muer?;Vögel;ö;;;doa: a uneindeutig, aber laut Karte 177
14,99104;54,0761;375421;1;50986;TRZESACZ;Watt sittĕ då fö Vöagelkes båwen upp dem Muĕkĕ?;Vöagelkes;öa;;;"Vöagelkes: a oben drüber geschrieben; Muĕkĕ: zweites e korrigiert"
16,37426376;53,74533931;535428;1;51;BAERWALDE;Wǎt sittä då fö̆ Vöǐgelkä̌s ǔp dä lǚttkä Muä̌?;Vöǐgelkä̌s;öǐ;;;
12,42509;53,61075;124127;1;51012;HOHEN WANGELIN;Watt siddn doar för Vägelings babm up datt Mürk'n?;Vägelings;ä;;;
12,76144;53,62274;126691;1;51030;RITTERMANNSHAGEN;Wat sitten dohr för Vägelkens baben up dat Müerken?;Vägelkens;ä;;;
13,02205;53,61154;125926;1;51048;TARNOW;Wad sidd'n doa vöa lütt Vägel bab'm up dei lütt Mua.;Vägel;ä;;;
13,29078;53,6072;119736;1;51065;TROLLENHAGEN;Wat sit'n doa föa lütt (Vöägelkens) Vöagel boahne up dat (Müaken) Muah?;Vöägelkens;öä;Alternativform: Vöagel;;
13,59619;53,60763;122300;1;51081;BROHM;Watt sitt'n dohr (doa) för (föa) lütt'n Vö̱g'l bo̱b'n upp de lütt Muhr (Mua)?;Vö̱g'l;ö̱;;;
13,85179;53,63346;122516;1;51089;EICHHOF;Wat sitt'n doa föa Vögel upp de Mua;Vögel;ö;;;
14,22326;53,63391;124389;1;51098;GEGENSEE;Wat sitten doar för Vögelkens boaben up dat Müerken?;Vögelkens;ö;;;
18,96931;54,01376;149312;1;511;KRASNIEWO;Wat sette dar vorr Vägel baowe opp dem Murke.;Vägel;ä;;;
14,4674;53,62998;370671;1;51101;DROGORADZ;Wat sitten doa vör Vögel oben up dem Murchen.;Vögel;ö;;;
14,68877;53,61758;151848;1;51112;BUDZIEN;Wat sitten doan för Vögelkens up de Muer.;Vögelkens;ö;;;
14,96392;53,60041;148666;1;51123;KRZYWICE;Wat sitte͡ä doe͡ä va͡o Väujelke͡ä ba͡owen up de͡ä Müeke͡ä?;Väujelke͡ä;äu;;;
15,24763056;53,60343749;534969;1;51135;PLANTIKOW;Wat sittĕ doa fä Voigelkes bo͜awen upp de Muĕkĕ;Voigelkes;oi;;;"sittĕ: Breve relativ blass; fä: ä vermutlich korrigiert; Voigelkes: o evtl. korrigiert, Diakritikum über erstes e durchgestrichen; bo͜awen: Bogen nicht sicher, wenn dann sehr klein; upp: u-Kringel sehr blass; Muĕkĕ: zweites Breve relativ blass"
13,11085;54,58538;123952;1;51143;KLOSTER;Wat sitt'n doe för lüdde Väögel up dei lüdde Mue?;Väögel;äö;;;
13,28792;54,62108;123059;1;51146;WIEK;Wat sitt'n do͡a fö͡a lütte͡a Vägel up dē͡i lütte͡a Mu͡a.;Vägel;ä;;;
13,56522303;54,57388681;534486;1;51162;NARDEVITZ;Watt sidd'n do'a vö'ä lütte Vägel bab'm up dei lütte Mu'a.;Vägel;ä;;;
12,68295;54,43348;121702;1;51170;ZINGST;Wat sitt'n doă föă Vœg'l bab'n upp dei lütt Muă?;Vœg'l;œ;;;
12,98011;54,42297;121774;1;51173;WENDISCH LANGENDORF;Wat sitt'n doe(r) vöe(r) Vä͡ögel up dei lütt Muh'r?;Vä͡ögel;ä͡ö;;;
13,27661545;54,44308095;534484;1;51179;WￃﾜSTENEI;Wat sitten dor för Vägelings baben up dat Murken.;Vägelings;ä;;;
13,5274187;54,48608929;534498;1;51188;SAISER;Watt sünd doă vonnă Vä̆glings bab'm ubb datt Müeking;Vä̆glings;ä̆;;;
12,41813;54,37908;123911;1;51191;AHRENSHOOP;Wat sitt'n doă vöă Vö͡ägel up dei Muă?;Vö͡ägel;ö͡ä;;;
15,49407;52,46538;386879;1;5122;GORZYCA;Was sitzen da für Vigelchen uben uff dem Mäuerchen?;Vigelchen;i;;;
13,62026447;54,341066;534456;1;51232;NEU-REDDEVITZ;Wat sitten do vör Vägel baben up dei lütte Mua?;Vägel;ä;;;
12,46549;54,29792;121141;1;51243;LANGENDAMM;Watt sidd'n doa föhr lüdd Vägel ba'm up dei lüdd Mua?;Vägel;ä;;;
12,73823;54,29537;120295;1;51257;REDEBAS;Watt sittn dor von Vägelken bam up dat Muhrken?;Vägelken;ä;;;
12,9835;54,29259;119600;1;51267;PￃﾜTTE;Wat sitt'n doa vör lüdde Vägel ub dei lüdde Mua;Vägel;ä;;;
13,27492;54,29783;119890;1;51277;POSERITZ;Wât sîtn dōâ fȫâ lü̂ttâ Vȫgêl bām'n ûp dei lü̂ddâ Mūâ?;Vȫgêl;ȫ;;;
13,71408;54,27487;125431;1;51288;THIESSOW;Wat sitten dor för Vägelings baben upp dei Mur.;Vägelings;ä;;;
15,73422;52,43536;364952;1;5130;RANSKO;Wos sitzen do für Vögelchen uben uf dom̄ Mauerchen?;Vögelchen;ö;;;
12,43765;54,09324;126602;1;51346;REPPELIN;Wat sit'n doe vöe lütt Vägel bab'n up dei lütt Mue.;Vägel;ä;;;
12,70461;54,13797;119845;1;51355;KAVELSDORF;Wat sitt'n doh föh Vägelken bahm up dat Müreken.;Vägelken;ä;;;
12,99069;54,12609;124930;1;51370;MￃﾜGGENWALDE;Watt sittn doa föa Vögel babem upp dei lütt Mua.;Vögel;ö;;;
13,30351;54,11602;121011;1;51387;STEFFENSHAGEN;Wat sitten doa för Väglings baben up dat Mührken?;Väglings;ä;;;
16,0794131;52,42180477;371464;1;5139;GRUDNA;Was sitzen da fier Vöjelchen obem uf dem Meuerchen?;Vöjelchen;öj;;;"uf: aus auf korrigiert; Meuerchen: n relativ klein"
13,57063;54,11847;121289;1;51397;VIEROW;Wat sit'n doa vöa lütt Vögel bab'n up dei lütt Mua;Vögel;ö;;;
13,83497;54,11263;117776;1;51409;KARLSHAGEN;Wat sitt'n dor för lütte Vägel bab'n up dei lütte Muer?;Vägel;ä;;;
16,28958;52,43847;374041;1;5141;BRODY;Wos sitzen do für Vöguchen uben uf dem Mäuerchen?;Vöguchen;ö;;;uf: u aus a korrigiert/nicht eindeutig, laut Karte 144 uf
15,26498;54,09104;370277;1;51413;TRZEBUSZ;Wat sitte dåe va Vögelkes båwen up de kleine Müe?;Vögelkes;ö;;;
12,46486;53,44792;121139;1;51539;KISSEROW;Wat sitt'n dor för lütt Vägel bab'n up dei lütt Muhr?;Vägel;ä;;;
12,76122;53,48309;123888;1;51549;FEDEROW;Wat sitt'n doa föa Vägel baben up dei lütte Mur?;Vägel;ä;;;
13,03182;53,45295;126064;1;51561;KLEIN VIELEN;Wat siten doar föer Vägelken baben up dei Muer?;Vägelken;ä;;;
13,27173;53,46608;120836;1;51571;HOLLDORF;Wat sitt'n doa föa Vögel baben up de Mua?;Vögel;ö;;;
13,58904;53,4611;126257;1;51584;WOLDEGK;Wat sitt'n doa von'n lütt Vå̈gel båbm up de lütt Mua?;Vå̈gel;å̈;;;
13,85194;53,44356;118055;1;51598;TREBENOW;Watt sitt'n doa va Vögelk'n boaben up det Muak'n?;Vögelk'n;ö;;;
14,13887;53,47114;119973;1;51611;ROSSOW;Wat setten dor va Vögel boben op de Mua.;Vögel;ö;;;
14,41164;53,45193;159352;1;51624;WAWELNICA;Wat sitt'n doa föh klein Fögel boabn up de klein Muh(r)?;Fögel;ö;;;"sitt'n: zweites t korrigiert, ursprünglicher Buchstabe vermutlich durchegstrichen & t oben drüber geschrieben; boabn: kleiner vertikaler Strich zwischen b und n aber vermutlich Fehler"
