Ort::Longitude;Ort::Latitude;Ort::REDE_GIDs;Ort::Sprache;Bogennummer;Ort::Name;Transliteration WS 36;Wortform WS 36;Stammvokal WS 36;Stammvokal Überprüfung;Kategorie;Anmerkungen WS36
6,34277;50,06311;94965;1;10029;RINGHUSCHEID;Wat setzen doa fir Vi=elcher op där Mäuerchen.;Vi=elcher;i;;Diminutiv;
6,58295;50,04663;95722;1;10044;MALBERG;Waht setzen eloh fier Figelcher ohwen ob dem Meierchen.;Figelcher;i;;Diminutiv;
15,49524;53,11481;150069;1;1009;NOWY KLUKOM;Wat sitta daue vä kle|an Vöga bowa up dä klena Mu|e?;Vöga;ö;;Plural;
15,78185;53,08719;531796;1;1018;LASKO K CHOSZCZNA;Wat sitta do fö Vögakas bowa up dem Müeka?;Vögakas;ö;;Diminutiv;
6,84042;50,09033;99147;1;10215;PANTENBURG;Wat sötzen boa fürn Vigel ob der Mauer.;Vigel;i;;Plural;
16,08349;53,12516;159464;1;1023;GOLIN;Wat sitte do vo Vögelkes bowen up dem Müheke.;Vögelkes;ö;;Diminutiv;
7,07928;50,09451;97954;1;10230;BEUREN;Bat setzen do fer Vigelcher, owen of demm Mäureche? ;Vigelcher;i;;Diminutiv;
7,34404;50,10303;98462;1;10259;MÖRSDORF;Bat setze elo füa Völche owe uf dem Mäuerche.;Völche;ö;;Diminutiv;
7,633;50,12291;94920;1;10275;BADENHARD;Wat sitze do fer Völcher owe uf dem Meierche.;Völcher;ö;;Diminutiv;
16,39581;53,11234;531178;1;1029;NIEKURSKO;Wat sitto daue vä Vöja bauwo up dem Müüeko?;Vöja;ö;j;unklar;
7,88739;50,1322;95227;1;10300;WELTEROD;Was sitze do vär Velerger uwe uf d'm Mäjerge.;Velerger;e;;Diminutiv;
8,14118;50,13996;96664;1;10315;BLEIDENSTADT;Wa(o)s sitze do fir Vilercher owe uff dem Meierche? ;Vilercher;i;;Diminutiv;
6,05347;50,20267;11144;1;10335;ESPELER;Watt sitze do fürr Vijellche howen ob dem Miërchen.;Vijellche;ij;;Diminutiv;
16,63215;53,09276;376330;1;1035;STOBNO;Wat sitto daue fä Vögakos bauwo up dem Müka?;Vögakos;ö;;Diminutiv;
6,31001;50,22124;95212;1;10351;BRANDSCHEID;Wad setzen dou die Vigelcher owen ob dem Meierchen.;Vigelcher;i;;Diminutiv;
6,55753;50,21722;97121;1;10368;BÜDESHEIM;Wat sētzen dao fürr Vielcher o̊fen ob demm Meuerchen?;Vielcher;ie;;Diminutiv;
6,7955;50,23069;97404;1;10381;WALDKÖNIGEN;Wat setzen elôh für Vüjelcher elowen ob dem Möüerchen?;Vüjelcher;üj;;Diminutiv;
17,19502;53,11046;370259;1;1050;KROSTKOWO;Wat site daue ve Vogel bau wen up de Müe;Vogel;o;;Plural;
7,0778;50,26048;95268;1;10584;KALENBORN;Bad setzen do für Vigelger owwen ob dem Mäurichgen.;Vigelger;i;;Diminutiv;
7,34445;50,2728;96687;1;10601;GAPPENACH;Bat setzen da für Vigelche owe of dem Meierche. ;Vigelche;i;;;
7,61816;50,28044;101126;1;10621;RHENS;Wat setze do fur Vuelcher owe of dem Mäuerche?;Vuelcher;ue;;;
7,87712;50,29247;96321;1;10649;ATTENHAUSEN;Wot setze do fär Vilcher owe uff dem Mäierche?;Vilcher;i;;;
8,10998;50,31601;94966;1;10663;HERINGEN;Wos sitze do fir Vilercher of dor Mauer?;Vilercher;i;;;
6,28038;50,38149;11763;1;10690;HONSFELD;Wat setzen do för Vügelcher ofen ob dat Mürchen?;Vügelcher;ü;;;
6,54324;50,3815;135306;1;10697;DAHLEM;Wat setzen do für Vöggelcher oven opp dem Mürche.;Vöggelcher;ö;;;
6,80584;50,41498;95727;1;10709;AREMBERG;Watt setzen do für Vüggelchen ofen ob dem Möuerchen.;Vüggelchen;ü;;;
7,05945;50,41231;96260;1;10736;HOHENLEIMBACH;Bat setzn do für Väjelcher owe ob dem Mäureche?;Väjelcher;äj;;;
8,54797;50,9931;100720;1;10857;HATZFELD (EDER);Woß setze do für Vöelcher owe off dem Merche?;Vöelcher;öe;;;
10,4237421;50,7188194;542256;1;10974;HAINDORF;Bas setze da föur Vögele obe of den Mührle?;Vögele;ö;;;
18,9051;53,70548;373879;1;110;ROZPEDZINY;Wat sitte do vor Vöjelkes bowen up dem Murke?;Vöjelkes;öj;;;
10,72904373;50,77061604;542173;1;11132;SCHWARZWALD;Woâs sitzt do för a Välchen uâben uff dâm Müârchen.;Välchen;ä;;;
10,96938;50,75547;139789;1;11149;WIPFRA;Was seetzen do ver Veelchen uben offen Miwerchen.;Veelchen;ee;;;
11,22809;50,76235;136781;1;11180;REMDA;Was setznen do ver Veg'lchen off d'r Mauer.;Veg'lchen;e;;;
11,50488;50,7536;141792;1;11197;ZEUTSCH;Was sitzen do fer Vöglichen um uff dann Mäurichen?;Vöglichen;ö;;;Mäurichen: oder Meirichen? (ei steht unter äu)
11,73363;50,77235;142209;1;11212;BREITENHAIN;Was sätzen do fer Vuglich uhm uf dām Mäuerl?;Vuglich;u;;;
12,01318;50,78588;139629;1;11230;BURKERSDORF;Wos sitzen do für Vugel uben uf dem Mäurichen?;Vugel;u;;;
12,24437;50,77289;139540;1;11252;SEELINGSTￃﾄDT;Wos sitzen do für Vügele uben auf dem Mäuerle.;Vügele;ü;;;
10,42573;50,91165;142683;1;11262;SEEBACH;Bas sitzen do ver Völichern uben uf oubern Mürchen.;Völichern;ö;;;
17,45996751;53,22049833;534921;1;1133;DEBENKE;Wat sitte daue ve Vögelkes ob de Mühe.;Vögelkes;ö;;;
17,73634;53,22735;148600;1;1139;GLISZCZ;Watt sÿttä daua fa Vögelkes bowen up dem Müäkä.;Vögelkes;ö;;;
10,68407;50,91991;138852;1;11467;BOILSTￃﾄDT;Was sötzen do färe Vögelchen off dähn Mührchen?;Vögelchen;ö;;;
10,93186;50,92027;142811;1;11485;INGERSLEBEN;Was setzna do ver Veilchen uoben ofd'n Miwerchen?;Veilchen;ei;;;
18,26662;53,22211;375151;1;1150;CZARZE;Wat sette doe va Voegelkes bowe ope Mie.;Voegelkes;oe;;;
11,20701;50,91984;139765;1;11515;GUTENDORF;Was setzen dort far Fohle uf d'r Mau'r.;Fohle;oh;;;
11,46177;50,93317;138476;1;11539;KLEINSCHWABHAUSEN;Was setzen da färr Vegelchen uben uff'n Mauerchen?;Vegelchen;e;;;
11,74837;50,93578;136839;1;11568;THALBￃﾜRGEL;Was sitzen da fer Vegelchen uben uf den Meierchen.;Vegelchen;e;;;
18,56976;53,2111;373923;1;1157;BIELCZYNY;Was sitzet doo für Vögela owa uff'm Mäuerle?;Vögela;ö;;;
12,01155;50,92981;138178;1;11586;BAD KￃﾖSTRITZ;Wos sitzen do far Vugelchen ūm uf dan Meierchen?;Vugelchen;u;;;
12,26812;50,94846;141924;1;11607;LUMPZIG;Wos sitz'n do fr Vögelchen uum uff'n Meierchen?;Vögelchen;ö;;;
18,85888;53,17872;160911;1;1162;SIERAKOWO;Wat sötte doa ve Vägelkes boawen op dem Mueke?;Vägelkes;ä;;;
10,74168;50,23953;88799;1;11645;GLEISMUTHHAUSEN;Wos sitzen do füa Vüegala do duem auf dan Mäuerla?;Vüegala;üe;;;
11,20975;50,24786;92402;1;11673;MITWITZ;Wos sitzen do̰ fe Vögl ubm auf dem Mäuerle;Vögl;ö;;;
10,4955;50,24929;79021;1;11763;AUB;Bos sitzn dò für Vügalich um auf dos Mäuerla?;Vügalich;ü;;;
15,50003;53,29161;147552;1;1178;SOKOLINIEC;Wat sitta daue ve Vöge up de Mue.;Vöge;ö;;;
11,00025;50,2494;85535;1;11805;SEIDMANNSDORF;Wos sitzn doh f'r Vüȃgelȃ uȃm uf dȃrn Meuȃrlȃ?;Vüȃgelȃ;üȃ;;;
11,47316;50,26759;81384;1;11825;WALLENFELS;Wos sitzn dou fe Vüögl auf den Mäuerla.;Vüögl;üö;;;
11,76361;50,27631;84316;1;11844;NEUDORF;Wo's sitzen do-u fr Vöchela uhm a̽fm Mäuerla?;Vöchela;ö;;;
12,0103;50,28274;87879;1;11864;DRAISENDORF;Wõs sitz'n do fer Vigala um af'm Meierla?;Vigala;i;;;
12,28319;50,27688;141286;1;11881;SOHL;Wos sitz'n dau fa viëgerle uom af dern meierle?;viëgerle;ië;;;
10,49026;50,41091;142488;1;11896;SￃﾜLZDORF;Bous setze doa för Vögelich obe of's Mäuerle? -;Vögelich;ö;;;
15,85412;53,25859;370665;1;1192;DEBSKO;Wat sitt dauê fe a Vöjakê bauwe up dem Müêkê.;Vöjakê;öj;;;
10,97928;50,40853;138479;1;11927;BACHFELD;Wos sitzen do für Vügela drum uf'n Mäuerla?;Vügela;ü;;;
16,12236;53,27292;163085;1;1197;PLOCICZNO;Wat sitta doa fe Vöge ka boaven op dem Müeke;Vöge;ö;;;
16,30259;53,26242;148733;1;1203;NAKIELNO;Wat sitta dau fä Vögakjas bauwa up dem Mükja?;Vögakjas;ö;;;
10,73533;50,42423;141347;1;12037;HILDBURGHAUSEN;Was sitz'n da ōm f'r Vögele uff dan̄ Mäuerle?;Vögele;ö;;;
11,24222;50,44197;140391;1;12070;NEUENBAU;Wös sitzen da f'r Vügele um uf dan̄ Mäuerle.;Vügele;ü;;;
16,62174662;53,26616634;541572;1;1208;WISSULKE (WIESIￃﾓￅﾁKA);Watt sitta daue fä Vögakäs bauwä upp däm Müekä?;Vögakäs;ö;;;
11,50062;50,42866;136850;1;12085;GRUMBACH;Wos sitzen do får Vegålå ufm off dånn Meierlå?;Vegålå;e;;;
11,76687;50,44079;138073;1;12104;FRￃﾖSSEN;Wos sitzen da-u for Veggele uhm off'n Meierle?;Veggele;e;;;
12,0079;50,43389;142268;1;12125;SCHWAND;Wos sitzen do ferr Vegel uem off dere Mauer.;Vegel;e;;;
12,28579;50,43672;140507;1;12148;KOTTENGRￃﾜN;Wos sitzen do ver Vügele, drum ofm Mäuerle.;Vügele;ü;;;
16,90232;53,26649;371585;1;1215;PARUSZKA;Watt sittä dauhä fa Voegel upp dem̄ Müekä?;Voegel;oe;;;
10,41715;50,57103;137045;1;12153;MEININGEN;Bas setze da für Vögele obe off dam Mäuerle?;Vögele;ö;;;
10,71167;50,55906;137465;1;12167;ALTENDAMBACH;Wos setzä doä für Vögöla, oba off dann Mäuörla.;Vögöla;ö;;;
10,96068;50,56467;137776;1;12184;ALTENFELD;Wos sitze doe ver Vögele uf der Mauer?;Vögele;ö;;;
11,21968;50,60225;142205;1;12341;ROHRBACH;Was setzn dua fer Välign uom of dan Mäuerchn.;Välign;ä;;;
11,47786231;50,58586587;542249;1;12371;ST. JACOB BEI LEUTENBERG;Wos sitzen 'n do far Vegel um uff dän Meierle.;Vegel;e;;;
11,76828;50,60092;136605;1;12390;NEUNDORF (BEI SCHLEIZ);Wos sitzen do f'r Viegelle ub'n uf'm Meierle?;Viegelle;ie;;;
12,0133;50,59065;138329;1;12410;EBERSGRￃﾜN;Wos sitzen denn do af den Meierle far Vegele?;Vegele;e;;;
12,28681029;50,61279344;542252;1;12428;ROITZSCHAU/ROTSCHAU;Woß sitzn do fier Vögelle uom̄ dan̄ Meierla?;Vögelle;ö;;;
11,01356;50,08352;83929;1;12496;HORSDORF;Wos sitz'n dou fe Vögela oem auf m Mäuela?;Vögela;ö;;;
11,52863;50,0917;90390;1;12529;KￃﾖDNITZ;Wos sitzn do fe Vigela um auf dä Mauern;Vigela;i;;;
11,78865;50,09627;73525;1;12556;KORNBACH;Wŏs sitzn dō fŏ Vīgala ūm aufn Mäuerla.;Vīgala;ī;;;
12,01162;50,11446;92759;1;12572;HABNITH;Wos sitzen für Vögela uam af dean Mäuerla?;Vögela;ö;;;
10,47912;50,0693;92995;1;12594;UCHENHOFEN;Wos sitzt dort för a Vögela auf denn Mäuerle.;Vögela;ö;;;
10,75411;50,07607;81117;1;12616;REUTERSBRUNN;Wos sitzn de für Vögellich uoba auf den Mäuerla?;Vögellich;ö;;;
11,23885;50,08397;87919;1;12656;WEISMAIN;Wos sen do fe Vögela auf dem Mäuerla?;Vögela;ö;;;
15,56066;53,43452;375822;1;1278;INSKO;Wat sitta dŏĕ̆ fĕ vögakas bo͡awa up dĕm mūĕ̆ka?;vögakas;ö;;;
15,82821;53,44244;374696;1;1287;KONOTOP;Wat sitta daue fä Vögakas bauwa op dem Müeka?;Vögakas;ö;;;
12,54606;50,95499;139318;1;12876;LOHMA;Wos sitzen do fer Vögelchen u'm uf dan Meierchen?;Vögelchen;ö;;;
12,79845622;50,93588982;542291;1;12898;HEIERSDORF;Wås sitzen denn fr Vögel of dar Mauer?;Vögel;ö;;;
13,03963;50,94183;140816;1;12921;SACHSENBURG;Wos sitz'n salt om fo Vögelchen ouff dann Mäuerch'n?;Vögelchen;ö;;;
13,31425;50,9658;138353;1;12942;ROTHENFURTH;Wås sizzen då fer Vogeln oben uff den Mäuerchen?;Vogeln;o;;;
16,0857;53,43147;153188;1;1296;ZABIN;Wat sitta daue väh Vöagaka bauwa up de Mühe?;Vöagaka;öa;;;
13,61631;50,94387;138765;1;12969;BORLAS;Wos setzt do va Vögelchn obben offn dän Meierchn?;Vögelchn;ö;;;
13,85701;50,95464;140821;1;13005;DOHNA;Wos sitzen do for Vogeln uhm uff'n Mauern.;Vogeln;o;;;
14,13042;50,93992;142852;1;13019;PORSCHDORF;Was sitzen da ver Vögelchen off dem Mäuerchen?;Vögelchen;ö;;;
12,51314844;50,4441744;542319;1;13047;MORGENRￃﾖTHE;Wos sitzen do für Vögele uben auf dem Mäuerle?;Vögele;ö;;;
12,80099;50,47348;140498;1;13054;RITTERSGRￃﾜN;Wos sitzen do fer Vögelä drum off dän Meierlä.;Vögelä;ö;;;
16,93735;53,43084;374882;1;1315;KAMIEN;Wat sitte dauä fo Vugel bauwen ub demm Müettche?;Vugel;u;;;
12,54046;50,61237;139321;1;13169;SAUPERSDORF;Wos sitzen do fer Vögele uben offen Meierle?;Vögele;ö;;;
12,800879;50,61883463;542348;1;13187;KￃﾜHNHEIDE;Wos sitzen do fr Vugelà drum uf dan Meierla?;Vugelà;u;;;
13,06058;50,62587;138641;1;13210;HIMMELMￃﾜHLE;Wos sitzn dä do für Vugeln do ub'm off dann Meiărlă.;Vugeln;u;;;
13,30128;50,59763;139696;1;13226;RￃﾜBENAU;Wos sitzen do für Vugerle auf den Mäuerlä?;Vugerle;u;;;
12,54647;50,76709;139438;1;13269;THURM;Was sitzen da fer Vegelchen uben uff den Meirichen?;Vegelchen;e;;;
12,7795;50,77904;142276;1;13286;URSPRUNG;Wos sitzen do fer Vugeln ubn uff dar klenn Mauer;Vugeln;u;;;
15,51756;53,76575;160646;1;133;SOSNOWO;Watt sitta doaa va Veugelkes upp de Muake;Veugelkes;eu;;;
13,05066;50,78027;138434;1;13317;DITTMANNSDORF;Wos sitzn do für Vuglchn ubn (uhm) auf dm Moiarchn?;Vuglchn;u;;;
13,31924;50,79728;142819;1;13340;GROSSHARTMANNSDORF;Wos sidzn do fia kleene Vogel öbn uffn Meierchn?;Vogel;o;;;
13,56587;50,80319;140851;1;13355;REICHENAU;Was für Vogeln sitzen salt uff der Mauer?;Vogeln;o;;;
13,85538;50,78575;139047;1;13372;LIEBENAU;Woas sitzen do fer Vogeln uben uff'm Meierchen?;Vogeln;o;;;
17,75795578;53,42095415;534933;1;1338;DZIDNO;Wat sitte dauhe fa Vojel bauwen up dä Müje.;Vojel;oj;;;
15,72674275;50,77629276;542404;1;13529;WANG-BRￃﾜCKENBERG;Woas sitza do für Vegarlan duba uf'm Meierla?;Vegarlan;e;;;
15,95486;50,78753;389165;1;13543;PISARZOWICE;Was sitza do ferr Vogel uba uff dam Mäuerla?;Vogel;o;;;
16,20743;50,75691;386686;1;13559;BOGUSZOW-GORCE;Woas sitza do fer Vegerla uba uff'm Mäuerla?;Vegerla;e;;;
14,65276544;50,9556005;542439;1;13655;NIEDERLEUTERSDORF/LEUTERSDORF;Was sötzen do fer klintschche Vogel uff dar klenn Mauer?;Vogel;o;;;
14,90152069;50,94685019;542448;1;13678;ROHNAU (-);Woas sitzen do fŏr kleene Vogel uben uf dan Maüerchen?;Vogel;o;;;
15,44277;50,95309;386289;1;13700;REBISZￃﾓW;Wos sitza do fer Vägerla uba uf dam Mäuerla?;Vägerla;ä;;;
15,69243;50,94016;529888;1;13719;SIEDLECIN;Woas sitza durtn firr Vogerla uff im (statt dem) Meuerla.;Vogerla;o;;;
15,97695;50,9281;385883;1;13727;MYSLOW;Wo͡as sitza do fir Vögerla uba uff dam̄ Mäuerla?;Vögerla;ö;;;
16,24996;50,94262;391578;1;13745;JUGOWA;Woas sitza denn do virr Vögerla duba uf dam Mäuerla.;Vögerla;ö;;;
16,47306;50,57075;386406;1;13830;WLODOWICE;Wos setza do für Vögalan druwa off dam Mäuala?;Vögalan;ö;;;
17,01494;50,57111;388750;1;13869;BIERNACICE;Wuos sitza do fir Fiägerla uba uf dar klenn Mauer.;Fiägerla;iä;;;
17,28777;50,56603;391919;1;13887;RZYMIANY;Wos sitzen do für Vögerla duben uf dam Mäuerla?;Vögerla;ö;;;
17,54127;50,56379;388785;1;13898;SZADURCZYCE;Wo͡as sitzen do fer Vegerle uben uff dam̄ Mäuerle. (klinn' Mauer.);Vegerle;e;;;
16,75132;50,60111;390808;1;13929;STOSZOWICE;Wos sitza do farr Vögarla uba uf dam Mauerla.;Vögarla;ö;;;
16,49574;50,74669;367140;1;13996;LUTOMIA GORNA;Woas sitza do firr Vägerla uba uf dam Mäuerla.;Vägerla;ä;;;
16,7247;50,74663;388492;1;14023;ROZTOCZNIK;Wos sitza do fer Vögela uba uf dam Mäuerla.;Vögela;ö;;;
15,53822;53,61301;158526;1;1403;DOBIESZEWO;Wat sitta dåa va Vögelke båwa up dä Mua?;Vögelke;ö;;;
16,98938;50,73384;366619;1;14034;LIPOWA;Woas sitza do fr Vögerla uba uff damm Mäuerla?;Vögerla;ö;;;
17,51417;50,74342;389581;1;14074;MICHALOW;Wos sitzen do fur Vogelchen uben uf'm Mäuerchen?;Vogelchen;o;;;
17,78334;50,70421;392718;1;14092;KARCZOW;Wos sitzen do für Vögelchen uben uf dam Mäuerchen.;Vögelchen;ö;;;
17,2612;50,75422;386194;1;14159;JUTRZYNA;Wos sitzen do fur Vögelchen uben uf dam Mäuerchen?;Vögelchen;ö;;;
15,82664;53,61641;375806;1;1417;RYDZEWO;Wat sittĕ daĕ fäĕ Veugelkes bawen upp dĕm Müĕkĕ?;Veugelkes;eu;;;
17,00388;50,90846;391860;1;14234;BRZOZA;Woas sitzen do firr Vögirla uben uf dam Mäuirla?;Vögirla;ö;;;
17,27996;50,91595;388449;1;14250;JACZKOWICE;Wos sitzen do fir Fögel uben uf dam Mäuerchen?;Fögel;ö;;;
17,51786;50,89571;369484;1;14275;PIASTOWICE;Wos sitzen do fer Vögele uf'n Mäuerle?;Vögele;ö;;;
16,5052;50,92217;392235;1;14305;BOZANOW;Wuo̳s sitza do für Vögela uba uf damm Mäuerla.;Vögela;ö;;;
16,09713;53,5926;151328;1;1432;RZEPOWO;Wat sitta daue fä Vögaka bauwa up dem Müheka?;Vögaka;ö;;;
16,75854;50,92697;385748;1;14321;ROGOW SOBOCKI;Woas sitza do fer Vögerla durt druba uf dam Mäuerla.;Vögerla;ö;;;
16,69625742;50,24949279;541497;1;14382;WￃﾖLFELSDORF (WILKANￃﾓW);Wos setzan do für Vöjala of dam Mäuala.;Vöjala;öj;;;
16,3881;53,58605;372645;1;1442;LUBOWO;Wat sitte dô͞e fe Vögelkes bowe up dem Müëke?;Vögelkes;ö;;;
18,02571486;50,04538313;540642;1;14449;THRￃﾖM (TREBOM);Woos seitze do fürr Vögelen ofe off dam Maierle?;Vögelen;ö;;;
16,43333;50,40879;391058;1;14458;SZCZYTNA;Wos setza do fr Vöjalan uwa of m Mäuerla?;Vöjalan;öj;;;
16,73068;50,40811;388518;1;14471;JASZKOWA GORNA;Wos setza do fer Vöjalan uwa of dam Meiala?;Vöjalan;öj;;;
17,26018;50,38899;387458;1;14486;NADZIEJOW;Wos setza do für Vögala uba of dam Mäuarla?;Vögala;ö;;;
15,86239;53,77752;373286;1;145;SMARDZKO;Wat sitte doae va Voeugelkes boowen up dem Müeke?;Voeugelkes;oeu;;;
17,51572;50,40154;365314;1;14505;PIORUNKOWICE;Wos sitza do vir Vögala uben uf'm Meuerla?;Vögala;ö;;;
16,64922303;53,57923598;541580;1;1451;STEINFORTH (BRODￅﾹCE);Watt sittä douä voa Vuojjeljes bowen upp dem Mühäjä.;Vuojjeljes;uoj;;;
17,00516;50,27139;366235;1;14537;BIELICE;Wos setza do für Vöjala owa of dam Maierla?;Vöjala;öj;;;
19,02622;50,30465;528282;1;14560;SIEMIANOWICE SLASKIE;Wos sitza do ver Vegarlan uf dam Meierla?;Vegarlan;e;;;
16,90083;53,59936;146871;1;1461;WEGORZEWO SZCZECINECKIE;Wat sittä dauä fä Vögelkes bauwen up dem Müäkä.;Vögelkes;ö;;;WS 36: hier WS 35
7,1428;49,58714;97519;1;14613;NOHFELDEN;Wet setze do for Veelcher uwe ouff dem Meierche?;Veelcher;ee;;;
7,436449875;49,61119749;534301;1;14635;ERZWEILER;Was setze do fēr Völcher (a)uf dem Meierche.;Völcher;ö;;;
7,69526;49,62895;99617;1;14670;NUSSBACH;Wăß sitze (hocke) do färr Vélchèr ŏwe uff'm Meierche?;Vélchèr;é;;;
7,94492;49,62669;97006;1;14693;DANNENFELS;Waß hocken do vorre Völcher owe uff dem Mäuerche?;Völcher;ö;;;
8,20454;49,63649;98182;1;14724;MONSHEIM;Waß sitzen do vor Völger owe uf dem Mäuerche?;Völger;ö;;;
6,6329076;49,73705783;534212;1;14752;SANKT MATTHIAS;Wat sötzen do för Vigelcher off dämm Meierchen?;Vigelcher;i;;;
6,89034;49,75266;97643;1;14955;BESCHEID;Wat sötzen e loa fier Vigelcher e lowen off dem Mauerchn?;Vigelcher;i;;;
7,16681;49,75594;96587;1;14971;ALLENBACH;Wat setze elo for Vēlcher uwe of d'm Meierche?;Vēlcher;ē;;;
18,31669;53,6553;152200;1;1499;STARA RZEKA;Wat sitta doa va Väjeljes boawen upp dea Muadjas?;Väjeljes;äj;;;
7,39191;49,77036;101007;1;14999;BERSCHWEILER BEI KIRN;Watt sitze lort vour Velercher ouwe auf dem Meierche?;Velercher;e;;;
7,64796;49,7846;98789;1;15018;BAD SOBERNHEIM;Was sitze do forr Vehlcher uwe uf dem Meierche?;Vehlcher;eh;;;
7,92068;49,79459;98807;1;15042;NEU-BAMBERG;Was sitze do vor Vöhlercher uff dem Meierche? ;Vöhlercher;öh;;;
8,19083;49,80215;100524;1;15066;BECHTOLSHEIM;Wos sitze do vorne Völercher uff dem Mäuerche.;Völercher;ö;;;
6,35877;49,85133;96333;1;15088;BOLLENDORF;Wat sĕzen elo͜a fir Viegelcher uwen ob dem Măierchen?;Viegelcher;ie;;;
6,62928;49,90606;99873;1;15096;PREIST;Wat sötzen elo für Vigel ofen ob dem Meierchen?;Vigel;i;;;
6,88064;49,90937;100611;1;15118;POHLBACH;Wat setzen e lo für Vigelcher owen off däm Meierchen?;Vigelcher;i;;;
7,12694;49,9156;98569;1;15137;KAUTENBACH;Wat setzen lao für Völcher off dem Mäuerchen?;Völcher;ö;;;
7,40287;49,94174;100656;1;15334;KIRCHBERG (HUNSRÜCK);Watt sitze lo for Vählcher ue uff dem Meierche?;Vählcher;äh;;;
7,64098;49,98645;96652;1;15349;ELLERN (HUNSRÜCK);Waß sitze do for Välcher ue uff d'm Mäuerche?;Välcher;ä;;;
21,39751921;55,00008085;541593;1;1536;HEIDLAUKEN (BUGORKI);Wat hucke da fer Vägelkis bo͜awe op'm Muerki?;Vägelkis;ä;;;
7,89616;49,96901;99926;1;15365;BINGEN AM RHEIN;Was sitze do for Velcher uwe uff de Mauer? dem Maierche?;Velcher;e;;;
8,1754;49,98368;94365;1;15394;FINTHEN;Was sitze do for Vögelcher obe uf dem Mäuerche? ;Vögelcher;ö;;;
21,69458052;55,04244719;534942;1;1540;HEINRICHSWALDE;Wat settn da fer Vägelkis bawe opp dem Murke.;Vägelkis;ä;;;
14,08782256;50,79454917;541288;1;15418;SCHNEEBERG (SNￄﾚￅﾽNￃﾍK);Wos sitzn do fir kleene Voohl obn of da klenn Maua?;Voohl;ooh;;;
13,57030177;50,62249964;542632;1;15503;ZETTEL (SEDLO);Wos sitz'n do für Vogln ub'n uff dan Meier'chen.;Vogln;o;;;
21,99049945;55,02117866;522795;1;1552;PAZUIZEN;Wat hucke da far Vägelkis bawe opet Muhrke?;Vägelkis;ä;;;
13,86383504;50,62849859;542678;1;15538;WISTERSCHAN (BYSTￅﾘANY);Wos sitzn do fir Vogeln uhm off 'n Meierchen?;Vogeln;o;;;
14,12005467;50,63121237;542690;1;15550;MALSCHEN (MALEￄﾌOV);Wos sitz'n dou far Vougln ubn uff'n Mairich'n?;Vougln;ou;;;
14,08715095;50,50156837;542767;1;15638;LUKAWETZ (LUKAVEC);Wos sitzn dou fr Vougln ubm uf dan Majerle?;Vougln;ou;;;
22,25700873;55,00557634;522784;1;1565;GIERVER LAUKEN;Watt hucke da värr Vägelkes bawe opp dem Muurke?;Vägelkes;ä;;;
14,78356188;50,53120776;542813;1;15681;NEUDORF (VRCHBￄﾚLA);Woos sitznen dôô vr Vogln (Vögelchen nicht!) off dan Mojerle?;Vogln;o;;;
14,60808505;50,45343095;542817;1;15685;GASTORF (HOￅﾠTKA);Wos sitzen dou fr Vougln ubn uf dar Mauer.;Vougln;ou;;;
14,37491447;50,45239746;542822;1;15690;WEGSTￃﾄDTL (ￅﾠTￄﾚTￃﾍ);Wos sitzn dou fr Vougln ubn ufn Mejerle?;Vougln;ou;;;
22,59096608;55,07130157;522772;1;1571;SCHMALLENINGKEN;Wat hukke do͜a farre Vägelkes bo͜awe opp dem Muurke?;Vägelkes;ä;;;
14,36367041;50,96533327;542853;1;15725;NIXDORF (MIKULￃﾁￅﾠOVICE);Wos sitzn dou fr klejno Vougl drubn off dahn Mäuorchl?;Vougl;ou;;;
19,96594881;54,93887292;541600;1;1573;GROￃﾟ DIRSCHKEIM (DONSKOYE);Wat sette da va Vägelkes bowe obbem Muake.;Vägelkes;ä;;;
15,17855469;50,94940265;542878;1;15751;RￃﾜCKERSDORF (DOLNￃﾍ ￅﾘASNICE);Wos sötzn do ver vogl ubm ofm meuerchn?;vogl;o;;;
20,25705523;54,95056245;540919;1;1578;RANTAU (ZAOSTROV'YE);Watt sèttè da va Vägelkens boawe opp dem Muacke.;Vägelkens;ä;;;
16,09538;53,76262;370788;1;158;POLCZYN-ZDROJ;Watt sitte dɑe vŏ Vöjelkes bɑwen upp dem Müɾke?;Vöjelkes;öj;;;"Vöjelkes: j korrigiert aus g; Müɾke: oder Mürke?"
20,51939251;54,91991342;541603;1;1580;SCHULSTEIN (VOL'NOE);Wat hucke da fa Vögelkes boawa op dem Muake?;Vögelkes;ö;;;
14,37790266;50,79284652;542974;1;15807;KAMNITZ-NEUDￃﾖRFL (KAMENICKￃﾁ NOVￃﾁ Vￃﾍ;Wos sitzn denn dou vie klintsche Vougl uffn Meiachl?;Vougl;ou;;;
14,63295874;50,77707134;542975;1;15824;ZWICKAU (CVIKOV);Wo(a)s se(i)tzn dou vr Vogl ubn of dan Mäuerle?;Vogl;o;;;
14,93221691;50,77197058;542985;1;15847;CHRISTOPHSGRUND (KRYￅﾠTOFOVA ￃﾚDOLￃﾍ);Wo͜as sötzen ok do för klejne Vugel uf dar klenn Mauer.;Vugel;u;;;
15,15829159;50,77890432;541010;1;15858;GRￃﾄNZENDORF (HRANIￄﾌￃﾁ);Wo͜as sitzn dou vr Vougl off dän Mäuerle.;Vougl;ou;;;
