"";"Bogennummer";"Ort..Name";"Ort..Longitude";"Ort..Latitude";"Typ"
"150";2436;"KOWARREN (ZAOZERNOYE)";"21.82957764";"54.3617094";"o | ö"
"151";24431;"KONNEFELD";"9.63006";"51.04594";"o | ö"
"152";2452;"KLESCHOWEN (KUTUSOWO)";"22.13331286";"54.34995769";"o | ö"
"153";24695;"WATTENBACH";"9.59177";"51.21072";"o | ö"
"154";2494;"SARUNY";"20.36688";"54.27806";"o | ö"
"155";24942;"SPEELE";"9.56267";"51.37759";"o | ö"
"156";2507;"WOJCIECHY";"20.66778";"54.26158";"o | ö"
"157";25179;"ESEBECK";"9.84441";"51.56385";"o | ö"
"158";2602;"MACIEJOWIETA";"22.66316";"54.29125";"o | ö"
"159";2676;"RYGARBY";"20.97559";"54.24857";"o | ö"
"160";26763;"POLL";"6.99248";"50.9154";"o | ö"
"161";2691;"KOLWINY";"21.22078";"54.22234";"o | ö"
"162";27025;"FAULMERT";"7.52408";"50.94416";"o | ö"
"163";27038;"HAHNSEIFEN";"7.76182";"50.96107";"o | ö"
"164";27150;"WIESTHAL";"9.42905";"50.03327";"o | ö"
"165";27244;"HEDDERNHEIM";"8.64714";"50.16176";"o | ö"
"166";2746;"CHELCHY";"22.3755";"54.1671";"o | ö"
"167";27461;"OBERNDORF";"9.47236";"50.1902";"o | ö"
"168";27469;"ROSSBACH";"9.68792";"50.24181";"o | ö"
"169";2762;"WILKOWO";"19.53293";"54.15703";"o | ö"
"170";27765;"ULMBACH";"9.42231";"50.36852";"o | ö"
"171";27775;"EICHENRIED";"9.6511";"50.39612";"o | ö"
"172";2781;"KARWINY";"19.82948";"54.1413";"o | ö"
"173";28045;"ALTENSCHLIRF";"9.38635";"50.53509";"o | ö"
"174";28063;"FULDA";"9.67469";"50.55356";"o | ö"
"175";28080;"RUPSROTH";"9.93294";"50.55401";"o | ö"
"176";2817;"MAWRY";"20.36457";"54.08463";"o | ö"
"177";2827;"SARNOWO";"20.66023";"54.12332";"o | ö"
"178";28330;"SCHWARZ";"9.42007";"50.7215";"o | ö"
"179";28358;"RASDORF";"9.89733";"50.71974";"o | ö"
"180";28369;"WIESENTHAL";"10.16738";"50.70277";"o | ö"
"181";28589;"NEUSTADT (HESSEN)";"9.11693";"50.85178";"o | ö"
"182";28640;"HERFA";"9.92366";"50.8871";"o | ö"
"183";2923;"FIJEWO";"19.75882";"53.49803";"o | ö"
"184";2935;"GROￃﾟ KOSCHLAU";"19.98230035";"53.32705066";"o | ö"
"185";2955;"LIKSAJNY";"19.79497";"53.81492";"o | ö"
"186";2962;"MOLZA";"20.06956";"53.7834";"o | ö"
"187";2970;"WARKALY";"20.32869";"53.80238";"o | ö"
"188";300;"MONTAUERWEIDE";"18.94320745";"53.86393989";"o | ö"
"189";3069;"RYCHLIKI";"19.52713";"53.98486";"o | ö"
"190";3083;"CHOJNIK";"19.80014";"53.96474";"o | ö"
"191";3093;"KSIAZNIK";"20.07338";"53.96624";"o | ö"
"192";3111;"GLOTOWO";"20.36658";"53.95943";"o | ö"
"193";312;"RYMAN";"15.54345";"53.93552";"o | ö"
"194";3122;"DERC";"20.64327";"53.94733";"o | ö"
"195";31695;"HELTERSBERG";"7.71516";"49.31178";"o | ö"
"196";31800;"CALMESWEILER";"6.95094";"49.41341";"o | ö"
"197";31824;"STEINBACH BEI OTTWEILER";"7.21036";"49.40694";"o | ö"
"198";32019;"DIETSCHWEILER";"7.453633274";"49.44090624";"o | ö"
"199";32040;"SIEGELBACH";"7.69141";"49.47033";"o | ö"
"200";32053;"ALSENBORN";"7.938705171";"49.49097128";"o | ö"
"201";32067;"ERPOLZHEIM";"8.22634";"49.48944";"o | ö"
"202";324;"PODWILCZE";"15.82486";"53.93499";"o | ö"
"203";3254;"JURKOWO";"21.20504";"54.0744";"o | ö"
"204";3267;"POZARKI";"21.49172";"54.03376";"o | ö"
"205";3272;"GAWLIKI WIELKIE";"22.10641";"54.0154";"o | ö"
"206";3280;"SWIETAJNO";"22.3218";"53.99686";"o | ö"
"207";3301;"BARSCHKEN";"21.20448314";"55.71965786";"o | ö"
"208";33064;"DAHN";"7.77869";"49.15063";"o | ö"
"209";33159;"MALSTATT";"6.97751";"49.24585";"o | ö"
"210";3318;"DEEGELN";"21.48403217";"55.55113505";"o | ö"
"211";3342;"PILLKOPPEN";"20.92690302";"55.23177528";"o | ö"
"212";33741;"LANGEN (HESSEN)";"8.66668";"49.98671";"o | ö"
"213";33849;"ALTLUSSHEIM";"8.49951";"49.30106";"o | ö"
"214";3387;"SASSENHￃﾖHE (AUGSGIRREN)";"22.28508079";"55.1405652";"o | ö"
"215";3424;"BEIERSTEDT";"10.85747";"52.07227";"o | ö"
"216";34838;"RￃﾖCKINGEN";"10.55891";"49.05667";"o | ö"
"217";35011;"GIMPERTSHAUSEN";"11.56796";"49.10204";"o | ö"
"218";35046;"ALTENTHANN";"12.30395";"49.09295";"o | ö"
"219";351;"SMECINO";"16.41182";"53.94692";"o | ö"
"220";3516;"BORNUM";"10.59503";"52.0891";"o | ö"
"221";35524;"OBERREICHENBACH";"10.76904";"49.58998";"o | ö"
"222";35544;"BUCKENHOF";"11.04964";"49.59343";"o | ö"
"223";3558;"BECKENDORF";"11.15611";"52.09298";"o | ö"
"224";356;"PORST";"16.6593432";"53.9295732";"o | ö"
"225";35729;"MￃﾜHLHAUSEN";"10.77547";"49.75347";"o | ö"
"226";35762;"MOGGAST";"11.26105";"49.76878";"o | ö"
"227";35843;"TￃﾜTSCHENGEREUTH";"10.77167";"49.90142";"o | ö"
"228";3592;"PRESTER";"11.6759";"52.10371";"o | ö"
"229";3609;"DALCHAU";"11.98839";"52.1129";"o | ö"
"230";3614;"SCHWEINITZ";"12.19377";"52.10792";"o | ö"
"231";36272;"ÖDSBACH";"8.08784";"48.49713";"o | ö"
"232";36282;"WANGENBOURG";"7.30732";"48.6228";"o | ö"
"233";36334;"RUPRECHTSAU";"7.800596219";"48.61004415";"o | ö"
"234";3634;"BERGE";"12.79568";"52.62028";"o | ö"
"235";3649;"HERMSDORF";"13.31752";"52.6149";"o | ö"
"236";36594;"BAD ROTENFELS";"8.30895";"48.81087";"o | ö"
"237";366;"PRZERADZ";"16.97152";"53.91653";"o | ö"
"238";3664;"BIRKHOLZ";"13.57455";"52.62656";"o | ö"
"239";36789;"GOERSDORF";"7.76782";"48.95111";"o | ö"
"240";36842;"NEUBURGWEIER";"8.26776";"48.96981";"o | ö"
"241";36880;"BISCHOFFINGEN";"7.62537";"48.10625";"o | ö"
"242";36898;"MALECK";"7.88416";"48.12924";"o | ö"
"243";37025;"SCHMIEHEIM";"7.85658";"48.27938";"o | ö"
"244";3711;"WARNICK (WARNIKI)";"14.6799315";"52.59997004";"o | ö"
"245";37119;"BUCHENBERG";"8.37655";"48.16035";"o | ö"
"246";38169;"DENNACH";"8.55523";"48.82296";"o | ö"
"247";38655;"VÖLLKOFEN";"9.38609";"48.01005";"o | ö"
"248";38666;"REICHENBACH";"9.61467";"48.01934";"o | ö"
"249";38682;"MITTELBUCH";"9.88168";"48.04583";"o | ö"
"250";3871;"DREETZ";"12.46028";"52.80289";"o | ö"
"251";38720;"KICKLINGEN";"10.59756";"48.568";"o | ö"
"252";3880;"BRUNNE";"12.72901";"52.77304";"o | ö"
"253";3887;"SOMMERFELD";"13.03193";"52.80287";"o | ö"
"254";38912;"OBERGLAIM";"12.11336";"48.60961";"o | ö"
"255";3896;"MALZ";"13.2942";"52.80213";"o | ö"
"256";3901;"STOLZENHAGEN";"14.10557";"52.94874";"o | ö"
"257";39103;"IRSCHING";"11.57629";"48.76108";"o | ö"
"258";3919;"TRAMPE";"13.83613";"52.77805";"o | ö"
"259";3931;"NEUREETZ";"14.14217";"52.78127";"o | ö"
"260";3944;"KURZYCKO";"14.46705";"52.76029";"o | ö"
"261";39503;"ZORNEDING";"11.82207";"48.08316";"o | ö"
"262";39509;"ALBACHING";"12.11102";"48.11149";"o | ö"
"263";39667;"UNTERSCHLEISSHEIM";"11.56857";"48.27277";"o | ö"
"264";39673;"MOOSINNING";"11.84372";"48.27687";"o | ö"
"265";39742;"GALLENBACH";"11.09634";"48.41371";"o | ö"
"266";40137;"RANOLDSBERG";"12.33456";"48.30807";"o | ö"
"267";40155;"GUMPERSDORF";"12.87181";"48.27722";"o | ö"
"268";40191;"VILSBIBURG";"12.35586";"48.44847";"o | ö"
"269";40597;"LINDAU (BODENSEE)";"9.68397";"47.54611";"o | ö"
"270";40613;"RATHOLZ";"10.13498";"47.56238";"o | ö"
"271";40637;"ESCHBACH";"8.18086";"47.6336";"o | ö"
"272";40655;"ERZINGEN";"8.42011";"47.66108";"o | ö"
"273";40757;"SCHIENEN";"8.90035";"47.68774";"o | ö"
"274";40771;"WOLLMATINGEN";"9.146804618";"47.69228556";"o | ö"
"275";40798;"OBEREISENBACH";"9.64125";"47.6819";"o | ö"
"276";40807;"RATZENRIED";"9.89935";"47.72211";"o | ö"
"277";40844;"MÜNCHINGEN";"8.39596";"47.82501";"o | ö"
"278";40863;"TENGEN";"8.66036";"47.81721";"o | ö"
"279";4093;"KRￃﾄNZLIN";"12.74485";"52.92901";"o | ö"
"280";41018;"EIGELTINGEN";"8.8974";"47.85806";"o | ö"
"281";4102;"SEEBECK";"13.01943";"52.93953";"o | ö"
"282";41049;"ILLMENSEE";"9.37456";"47.86209";"o | ö"
"283";41064;"ZIEGELBACH";"9.86355";"47.89058";"o | ö"
"284";41076;"MARIA STEINBACH";"10.13795";"47.88954";"o | ö"
"285";41114;"ÖFINGEN";"8.63525";"47.99144";"o | ö"
"286";4112;"KLEIN-MUTZ";"13.28074";"52.96653";"o | ö"
"287";4119;"GROSS DￃﾖLLN";"13.52861";"52.99313";"o | ö"
"288";4123;"SENFTENHￃﾜTTE";"13.85918";"52.933";"o | ö"
"289";41245;"LIPBURG";"7.65665";"47.78685";"o | ö"
"290";41262;"UTZENFELD";"7.91301";"47.80054";"o | ö"
"291";41309;"FELDKIRCH";"7.64962";"47.93629";"o | ö"
"292";41336;"KAPPEL";"7.90831";"47.96423";"o | ö"
"293";4142;"STOKI";"14.35655";"52.94545";"o | ö"
"294";4152;"STOLECZNA";"14.65982";"52.93143";"o | ö"
"295";41598;"LÖRRACH";"7.66409";"47.61258";"o | ö"
"296";41623;"HÜTTEN";"7.94873";"47.62902";"o | ö"
"297";4171;"OKUNIE";"15.23687";"52.94023";"o | ö"
"298";41819;"OLLARZRIED";"10.36106";"47.90072";"o | ö"
"299";41948;"REICHERSBEUERN";"11.63273";"47.76683";"o | ö"
"300";41953;"PARSBERG";"11.86487";"47.78497";"o | ö"
"301";41969;"ASCHAU IM CHIEMGAU-NIEDERASCHAU";"12.32437868";"47.7804255";"o | ö"
"302";41971;"BETZIGAU";"10.37842";"47.73522";"o | ö"
"303";42070;"EGGSTￃﾄTT";"12.3808";"47.92824";"o | ö"
"304";42084;"KIRCHANSCHￃﾖRING";"12.83494";"47.95304";"o | ö"
"305";42469;"SCHWARZENBACH AN DER PIELACH";"15.38244";"47.94787";"o | ö"
"306";42470;"LEHENROTTE";"15.55216";"47.96124";"o | ö"
"307";42520;"SCHNEEBERGDￃﾖRFL";"15.87681701";"47.77801293";"o | ö"
"308";42527;"MOLLRAM";"16.08847";"47.75818";"o | ö"
"309";42571;"MASSING";"15.54487109";"47.59687437";"o | ö"
"310";42573;"SEMMERING";"15.82957";"47.63272";"o | ö"
"311";42637;"NICKELSDORF";"17.06908";"47.94045";"o | ö"
"312";42688;"ANDAU";"17.03243";"47.77548";"o | ö"
"313";42691;"WIESEN";"16.33758";"47.73828";"o | ö"
"314";42701;"BAUMGARTEN";"16.5";"47.74";"o | ö"
"315";42722;"HORITSCHON";"16.54986";"47.5862";"o | ö"
"316";42748;"FRASNACHT";"9.40477";"47.52836";"o | ö"
"317";42850;"BIZAU";"9.92969";"47.36918";"o | ö"
"318";42856;"RIEZLERN";"10.18618";"47.35752";"o | ö"
"319";4293;"BRIELOW";"12.53709";"52.46053";"o | ö"
"320";42933;"BUCHBODEN";"9.95159";"47.24486";"o | ö"
"321";42977;"SCHRUNS";"9.91962";"47.0796";"o | ö"
"322";4306;"DEETZ";"12.77535";"52.44648";"o | ö"
"323";4321;"FAHRLAND";"13.01356";"52.46797";"o | ö"
"324";4329;"STEGLITZ";"13.31884";"52.45754";"o | ö"
"325";4338;"KￃﾖPENICK-KIETZ";"13.57597707";"52.44726789";"o | ö"
"326";43381;"SANKT MARTIN AM TENNENGEBIRGE";"13.38096";"47.46482";"o | ö"
"327";43391;"ASSACH";"13.83698";"47.42669";"o | ö"
"328";4347;"HERZFELDE";"13.85729";"52.48105";"o | ö"
"329";43480;"SANKT MICHAEL IN OBERSTEIERMARK";"15.02024";"47.33684";"o | ö"
"330";43489;"SANKT OSWALD";"14.50683";"47.27613";"o | ö"
"331";43544;"GRATWEIN";"15.31842";"47.12932";"o | ö"
"332";4357;"TEMPELBERG";"14.16203";"52.44962";"o | ö"
"333";4364;"DￃﾖBBERIN";"14.37014";"52.44265";"o | ö"
"334";43662;"SANKT KATHREIN AM OFFENEGG";"15.57706";"47.30103";"o | ö"
"335";43715;"STUBENBERG";"15.80046";"47.24372";"o | ö"
"336";4377;"PAMIECIN";"14.66362";"52.45044";"o | ö"
"337";44308;"EBERNDORF";"14.64";"46.59";"o | ö"
"338";44333;"PALDAU";"15.79639";"46.94074";"o | ö"
"339";44433;"LANGEGG";"15.53005787";"46.65028558";"o | ö"
"340";44610;"WITTENWIL";"8.92158";"47.50308";"o | ö"
"341";44771;"PIETERLEN";"7.33682";"47.17484";"o | ö"
"342";44796;"MERZLIGEN";"7.24963";"47.08695";"o | ö"
"343";44851;"ZIEFEN";"7.70742";"47.43095";"o | ö"
"344";44858;"ANWIL";"7.94157";"47.45097";"o | ö"
"345";44888;"UMIKEN";"8.19271";"47.48341";"o | ö"
"346";44994;"GÄNSBRUNNEN";"7.46811";"47.26233";"o | ö"
"347";45009;"OENSINGEN";"7.71686";"47.29035";"o | ö"
"348";45022;"MÜHLETHAL";"7.98008";"47.30166";"o | ö"
"349";45192;"MÜLCHI";"7.47711";"47.10073";"o | ö"
"350";4527;"RￃﾄDEL";"12.74891";"52.28544";"o | ö"
"351";45279;"HILDISRIEDEN";"8.22909";"47.15072";"o | ö"
"352";45312;"BLEUEN";"7.75229";"47.11468";"o | ö"
"353";45345;"DIELSDORF";"8.45336";"47.48282";"o | ö"
"354";4539;"WILDENBRUCH";"13.06389";"52.28482";"o | ö"
"355";45474;"BODEN BEI FISCHENTHAL";"8.933650889";"47.34867219";"o | ö"
"356";4549;"LￃﾖWENBRUCH";"13.31588";"52.29388";"o | ö"
"357";45492;"DICKEN BEI DEGERSHEIM";"9.19226";"47.33685";"o | ö"
"358";45501;"BONSTETTEN";"8.46842";"47.315";"o | ö"
"359";45529;"RIEDIKON";"8.7118";"47.33293";"o | ö"
"360";4560;"DEUTSCH WUSTERHAUSEN";"13.58802";"52.29504";"o | ö"
"361";45627;"STARKENBACH";"9.24974";"47.18569";"o | ö"
"362";45692;"SÜRI";"7.26899";"46.91951";"o | ö"
"363";45694;"COURLEVON";"7.11169";"46.89102";"o | ö"
"364";45734;"DENTENBERG";"7.53639";"46.9425";"o | ö"
"365";45764;"OBERFRITTENBACH";"7.77862";"46.95165";"o | ö"
"366";45863;"GURZELEN";"7.53347";"46.77956";"o | ö"
"367";45878;"LINDEN (OBERLANGENEGG)";"7.778154595";"46.78695117";"o | ö"
"368";4590;"KUNICE";"14.65486";"52.26578";"o | ö"
"369";4595;"MIERCZANY";"14.92745";"52.28483";"o | ö"
"370";45962;"ENTSCHWIL";"7.55173";"46.61887";"o | ö"
"371";46009;"ULRICHEN";"8.30435";"46.50637";"o | ö"
"372";46021;"ILLGAU";"8.72369";"46.98729";"o | ö"
"373";46026;"ENGI";"9.15179";"46.98481";"o | ö"
"374";46038;"LINTHAL";"8.99894";"46.91957";"o | ö"
"375";46040;"ENGELBERG";"8.40439";"46.82098";"o | ö"
"376";46048;"VALENDAS";"9.28213";"46.78757";"o | ö"
"377";46051;"CAMANA";"9.2905";"46.66809";"o | ö"
"378";46055;"NUFENEN";"9.2436";"46.53889";"o | ö"
"379";46059;"FANAS";"9.66534";"46.98498";"o | ö"
"380";46073;"FELSBERG";"9.47688";"46.84455";"o | ö"
"381";46079;"FIDERIS";"9.74271";"46.91529";"o | ö"
"382";46083;"KLOSTERS";"9.88017";"46.88004";"o | ö"
