"";"Bogennummer";"Ort..Name";"Ort..Longitude";"Ort..Latitude";"Typ"
"383";46391;"POPPENBÜLL";"8.76123";"54.36107";"o | ö"
"384";46430;"OWSCHLAG";"9.60329";"54.39392";"o | ö"
"385";46443;"HOLTSEE";"9.85497";"54.39931";"o | ö"
"386";46481;"STAKENDORF";"10.42395";"54.38844";"o | ö"
"387";46492;"BEHRENSDORF (OSTSEE)";"10.60371";"54.34619";"o | ö"
"388";465;"OKUNINO";"16.95143";"54.06604";"o | ö"
"389";46554;"SULSDORF";"11.04304";"54.45888";"o | ö"
"390";46570;"STABERDORF";"11.27372";"54.4157";"o | ö"
"391";46637;"ALTE KIRCHE";"8.59403";"54.51596";"o | ö"
"392";46652;"SOLLERUPFELD";"9.29715";"54.56549";"o | ö"
"393";46666;"NEUBEREND";"9.53279";"54.55137";"o | ö"
"394";46687;"DAMP";"10.01569";"54.58425";"o | ö"
"395";46693;"WESTERMARKELSDORF";"11.05568";"54.5229";"o | ö"
"396";46784;"GROSSENWIEHE";"9.25023";"54.71004";"o | ö"
"397";46798;"ESTRUP";"9.53735";"54.71602";"o | ö"
"398";46806;"WIPPENDORF";"9.82753";"54.7088";"o | ö"
"399";46823;"MAASHOLM";"9.99077";"54.684";"o | ö"
"400";46924;"BEKEN (BￃﾆKKEN)";"9.527650699";"54.88239225";"o | ö"
"401";47154;"ADELHEIDE";"8.60779032";"53.01070805";"o | ö"
"402";47171;"DREYE";"8.8805";"53.0151";"o | ö"
"403";47183;"ALLERDORF";"9.196856353";"53.02650299";"o | ö"
"404";47219;"LOHE";"7.78056";"53.14718";"o | ö"
"405";47224;"BURGFELDE";"7.985741345";"53.15868334";"o | ö"
"406";47235;"MOORHAUSEN";"8.32018";"53.17327";"o | ö"
"407";47370;"BARDENFLETH";"8.5663";"53.17486";"o | ö"
"408";4738;"NIEDERWERBIG";"12.78651";"52.11314";"o | ö"
"409";474;"KRAMARZYNY";"17.25621";"54.06601";"o | ö"
"410";47402;"MITTELBAUER";"8.842222062";"53.18391576";"o | ö"
"411";47422;"NEUENBÜLSTEDT";"9.14746";"53.2099";"o | ö"
"412";47470;"JADERBOLLENHAGEN";"8.300590806";"53.32493665";"o | ö"
"413";47598;"OFFENWARDENERMOOR";"8.56993";"53.34549";"o | ö"
"414";47612;"PADDEWISCH";"8.86492";"53.35456";"o | ö"
"415";47670;"WIESEDE";"7.7709";"53.44988";"o | ö"
"416";4770;"EGSDORF";"13.58801";"52.13116";"o | ö"
"417";478;"PRADZONKA";"17.54883";"54.03056";"o | ö"
"418";47840;"KￃﾜKELￃﾜHN";"10.73902";"54.25873";"o | ö"
"419";47861;"SIGGENEBEN";"11.0513";"54.2567";"o | ö"
"420";47885;"EDEMANNSWISCH";"9.00073";"54.19265";"o | ö"
"421";4789;"BRIESCHT";"14.12444";"52.10684";"o | ö"
"422";47893;"OESTERBORSTEL";"9.309525305";"54.20670884";"o | ö"
"423";47916;"WARDER";"9.88642";"54.21312";"o | ö"
"424";47952;"MUCHELN";"10.44134";"54.24809";"o | ö"
"425";48096;"GRￃﾖMITZ";"10.95855";"54.15122";"o | ö"
"426";48098;"FRIEDRICHSKOOG";"8.8805";"54.0062";"o | ö"
"427";48105;"BARLTERALTENDEICH";"9.03523";"54.02143";"o | ö"
"428";4813;"KLOPOT";"14.70338";"52.1319";"o | ö"
"429";48141;"EHNDORF";"9.8945";"54.05265";"o | ö"
"430";48156;"GￃﾖNNEBEK";"10.17854";"54.0485";"o | ö"
"431";48233;"BRUNSBÜTTELERHAFEN";"9.11080098";"53.89052151";"o | ö"
"432";48239;"BROKDORF";"9.33008";"53.86164";"o | ö"
"433";4824;"RADOMICKO";"14.96435";"52.1209";"o | ö"
"434";48247;"ALTENBRUCH";"8.77311";"53.82372";"o | ö"
"435";48383;"WÜPPELS";"7.97986";"53.63678";"o | ö"
"436";48401;"FLÖGELN";"8.80591";"53.66003";"o | ö"
"437";48477;"IFFENS";"8.330792544";"53.53273255";"o | ö"
"438";48507;"HÖNAU-LINDORF";"9.1253";"53.53544";"o | ö"
"439";48516;"GRAAL-MￃﾜRITZ";"12.23798";"54.2492";"o | ö"
"440";48522;"RERIK";"11.61406";"54.10586";"o | ö"
"441";486;"NIEDAMOWO";"18.09229";"54.0637";"o | ö"
"442";48675;"STRUKDORF";"10.48741";"53.91971";"o | ö"
"443";48702;"SEREETZ";"10.73453";"53.91976";"o | ö"
"444";48716;"GROSS VOIGTSHAGEN";"11.03609";"53.92008";"o | ö"
"445";48726;"BECKERWITZ";"11.33016";"53.9304";"o | ö"
"446";48738;"STEINHAUSEN";"11.60462";"53.94318";"o | ö"
"447";48765;"WIENDORF";"12.1512";"53.94766";"o | ö"
"448";48790;"RETHWISCH";"9.59053";"53.86975";"o | ö"
"449";48800;"LENTFￃﾖHRDEN";"9.88862";"53.87033";"o | ö"
"450";48812;"TODESFELDE";"10.17638";"53.89247";"o | ö"
"451";49022;"KLEINBODEN";"10.44713";"53.75756";"o | ö"
"452";49043;"CAMPOW";"10.76242";"53.75636";"o | ö"
"453";49108;"NEUHOF";"11.61879";"53.77558";"o | ö"
"454";49122;"WARNOW";"11.88526";"53.78539";"o | ö"
"455";49140;"GￃﾜSTROW";"12.17296";"53.79677";"o | ö"
"456";49146;"DROCHTERSEN";"9.38137";"53.71165";"o | ö"
"457";49338;"WETTENBOSTEL";"10.2827";"53.0747";"o | ö"
"458";49498;"DANNENBERG (ELBE)";"11.09034";"53.09668";"o | ö"
"459";495;"JAROSZEWY";"18.35818";"54.02938";"o | ö"
"460";49509;"BREETZ";"11.38051";"53.1086";"o | ö"
"461";49534;"LￃﾜBZOW";"11.90134";"53.10669";"o | ö"
"462";49579;"OLLSEN";"10.00938";"53.22233";"o | ö"
"463";49587;"WESTERGELLERSEN";"10.2488";"53.23284";"o | ö"
"464";49605;"BARSKAMP";"10.78385";"53.24416";"o | ö"
"465";49727;"WENDHAUSEN";"10.56531";"53.25038";"o | ö"
"466";49752;"JESSENITZ";"11.0857";"53.26914";"o | ö"
"467";49767;"GLAISIN";"11.36676";"53.27885";"o | ö"
"468";49778;"NEESE";"11.62817";"53.26261";"o | ö"
"469";49794;"PAMPIN";"11.86397";"53.26081";"o | ö"
"470";49802;"GRABOW";"12.17074";"53.26531";"o | ö"
"471";49821;"REGESBOSTEL";"9.64625";"53.379";"o | ö"
"472";49828;"TￃﾖTENSEN";"9.92661";"53.40705";"o | ö"
"473";49857;"JULIUSBURG";"10.50596";"53.41658";"o | ö"
"474";49881;"SETZIN";"11.08244";"53.41108";"o | ö"
"475";49898;"NEUHOF";"11.60438";"53.39799";"o | ö"
"476";50027;"MORAAS";"11.30189";"53.42238";"o | ö"
"477";50058;"PAARSCH";"11.93249";"53.42748";"o | ö"
"478";50068;"BARKOW";"12.17807";"53.46472";"o | ö"
"479";50073;"SCHWINGE";"9.38434";"53.5502";"o | ö"
"480";50087;"WISCH";"9.652825404";"53.56253675";"o | ö"
"481";50130;"WILLINGHUSEN";"10.20487";"53.56222";"o | ö"
"482";50321;"LEHMRADE";"10.75137";"53.59484";"o | ö"
"483";50332;"DRￃﾖNNEWITZ";"11.04085";"53.58655";"o | ö"
"484";50357;"KLADOW";"11.60408";"53.616";"o | ö"
"485";50365;"HOHEN PRITZ";"11.88883";"53.63207";"o | ö"
"486";50377;"JELLEN";"12.14767";"53.62344";"o | ö"
"487";50471;"BELLIN";"14.11661";"53.73703";"o | ö"
"488";50523;"RETZOW";"12.72318";"53.77769";"o | ö"
"489";50538;"HOHENBOLLENTIN";"13.02051";"53.78904";"o | ö"
"490";50552;"GOLCHEN";"13.27783";"53.79124";"o | ö"
"491";50567;"STRIPPOW";"13.56356";"53.78446";"o | ö"
"492";50575;"ROSENHAGEN";"13.80867";"53.8054";"o | ö"
"493";50604;"DRZEWICA";"14.96696";"53.79514";"o | ö"
"494";50622;"LISOWO";"15.24598";"53.77514";"o | ö"
"495";50765;"GROSS RIDSENOW";"12.44997";"53.95967";"o | ö"
"496";50794;"SEEDORF";"13.01298";"53.95466";"o | ö"
"497";50805;"BENTZIN";"13.27277";"53.94539";"o | ö"
"498";50818;"RANZIN";"13.52648";"53.95007";"o | ö"
"499";50840;"SALLENTHIN";"14.11814";"53.94992";"o | ö"
"500";50872;"BEDZIESZEWO";"14.96722";"53.94149";"o | ö"
"501";50892;"SKALIN";"15.25298";"53.95664";"o | ö"
"502";50973;"KOSEROW";"14.00155";"54.05033";"o | ö"
"503";50986;"TRZESACZ";"14.99104";"54.0761";"o | ö"
"504";51012;"HOHEN WANGELIN";"12.42509";"53.61075";"o | ö"
"505";51030;"RITTERMANNSHAGEN";"12.76144";"53.62274";"o | ö"
"506";51048;"TARNOW";"13.02205";"53.61154";"o | ö"
"507";51065;"TROLLENHAGEN";"13.29078";"53.6072";"o | ö"
"508";511;"KRASNIEWO";"18.96931";"54.01376";"o | ö"
"509";51101;"DROGORADZ";"14.4674";"53.62998";"o | ö"
"510";51112;"BUDZIEN";"14.68877";"53.61758";"o | ö"
"511";51123;"KRZYWICE";"14.96392";"53.60041";"o | ö"
"512";51135;"PLANTIKOW";"15.24763056";"53.60343749";"o | ö"
"513";51143;"KLOSTER";"13.11085";"54.58538";"o | ö"
"514";51146;"WIEK";"13.28792";"54.62108";"o | ö"
"515";51162;"NARDEVITZ";"13.56522303";"54.57388681";"o | ö"
"516";51170;"ZINGST";"12.68295";"54.43348";"o | ö"
"517";51179;"WￃﾜSTENEI";"13.27661545";"54.44308095";"o | ö"
"518";51188;"SAISER";"13.5274187";"54.48608929";"o | ö"
"519";51191;"AHRENSHOOP";"12.41813";"54.37908";"o | ö"
"520";51232;"NEU-REDDEVITZ";"13.62026447";"54.341066";"o | ö"
"521";51243;"LANGENDAMM";"12.46549";"54.29792";"o | ö"
"522";51257;"REDEBAS";"12.73823";"54.29537";"o | ö"
"523";51267;"PￃﾜTTE";"12.9835";"54.29259";"o | ö"
"524";51288;"THIESSOW";"13.71408";"54.27487";"o | ö"
"525";51346;"REPPELIN";"12.43765";"54.09324";"o | ö"
"526";51355;"KAVELSDORF";"12.70461";"54.13797";"o | ö"
"527";51370;"MￃﾜGGENWALDE";"12.99069";"54.12609";"o | ö"
"528";51387;"STEFFENSHAGEN";"13.30351";"54.11602";"o | ö"
"529";5139;"GRUDNA";"16.0794131";"52.42180477";"o | ö"
"530";51397;"VIEROW";"13.57063";"54.11847";"o | ö"
"531";51409;"KARLSHAGEN";"13.83497";"54.11263";"o | ö"
"532";51413;"TRZEBUSZ";"15.26498";"54.09104";"o | ö"
"533";51539;"KISSEROW";"12.46486";"53.44792";"o | ö"
"534";51549;"FEDEROW";"12.76122";"53.48309";"o | ö"
"535";51561;"KLEIN VIELEN";"13.03182";"53.45295";"o | ö"
"536";51571;"HOLLDORF";"13.27173";"53.46608";"o | ö"
"537";51584;"WOLDEGK";"13.58904";"53.4611";"o | ö"
"538";51611;"ROSSOW";"14.13887";"53.47114";"o | ö"
"539";51624;"WAWELNICA";"14.41164";"53.45193";"o | ö"
"540";51646;"DABROWICA";"14.97193";"53.46528";"o | ö"
"541";51661;"BOBROWNIKI";"15.25306";"53.43581";"o | ö"
"542";51805;"GRABOW";"12.44102";"53.27919";"o | ö"
"543";51832;"AHRENSBERG";"13.03296";"53.25606";"o | ö"
"544";51838;"HASSELFￃﾖRDE";"13.3029";"53.2842";"o | ö"
"545";51850;"BUCHENHAIN";"13.54424";"53.30994";"o | ö"
"546";51866;"RￃﾖPERSDORF";"13.84477";"53.28114";"o | ö"
"547";51877;"GRￃﾜNZ";"14.13241";"53.28371";"o | ö"
"548";51893;"PARGOW (PARGOWO)";"14.43338106";"53.28316465";"o | ö"
"549";51906;"ZELISLAWIEC";"14.66837";"53.27475";"o | ö"
"550";51934;"ZUKOWO";"15.21516";"53.28013";"o | ö"
"551";5203;"NEKIELKA";"17.38455";"52.39588";"o | ö"
"552";52070;"WALLITZ";"12.77328";"53.11997";"o | ö"
"553";52086;"BARSDORF";"13.28954";"53.105";"o | ö"
"554";52095;"PETERSDORF";"13.60041";"53.09193";"o | ö"
"555";5210;"SKWIERZYNA";"15.50421";"52.59839";"o | ö"
"556";52113;"PASSOW";"14.11807";"53.14367";"o | ö"
"557";52139;"BANIE";"14.66334";"53.1004";"o | ö"
"558";52154;"OBROMINO";"14.94711";"53.11395";"o | ö"
"559";52169;"BRZEZINA";"15.25253";"53.11642";"o | ö"
"560";52276;"BAGICZ";"15.6967";"54.19204";"o | ö"
"561";52278;"LASIN KOSZALINSKI";"15.81503";"54.21792";"o | ö"
"562";52311;"SIECIEMIN";"16.41486";"54.24551";"o | ö"
"563";52374;"SZKLANA GORA";"18.39091";"54.21134";"o | ö"
"564";52396;"SKOWARCZ";"18.67887";"54.18428";"o | ö"
"565";52440;"DEEP (CZAJCZE)";"16.15028383";"54.27992847";"o | ö"
"566";52463;"BIALECINO";"16.65424";"54.25478";"o | ö"
"567";52478;"BRONOWO";"17.00801";"54.25951";"o | ö"
"568";52484;"REDDIES";"17.23401871";"54.25062158";"o | ö"
"569";52578;"BAD RￃﾜGENWALDE";"16.42491688";"54.4259439";"o | ö"
"570";5259;"PRUSIM";"16.01367";"52.57974";"o | ö"
"571";52600;"RADOSLAW";"16.67668";"54.41802";"o | ö"
"572";52700;"LOSINO";"17.00751";"54.41566";"o | ö"
"573";52766;"ROWY";"17.052";"54.66557";"o | ö"
"574";52816;"HELA";"18.80748416";"54.60167012";"o | ö"
"575";52819;"JAROSLAWIEC";"16.5494";"54.54194";"o | ö"
"576";52825;"KROLOWSTRAND (KRￃﾓLEWICE)";"16.670111";"54.55003532";"o | ö"
"577";52854;"DRZEZEWO";"17.27697";"54.57363";"o | ö"
"578";52865;"NIEBEDZINO";"17.6264";"54.57747";"o | ö"
"579";52881;"LUZINO";"18.14279";"54.55982";"o | ö"
"580";52887;"POGORZE";"18.48418";"54.56662";"o | ö"
"581";5291;"GORKI NOTECKIE";"15.49686";"52.7877";"o | ö"
"582";52913;"WLADYSLAWOWO";"18.39509";"54.79759";"o | ö"
"583";52927;"ZELAZNA";"17.86227";"54.72452";"o | ö"
"584";52936;"TYLOWO";"18.12618";"54.71236";"o | ö"
"585";5305;"RAPIN";"15.82514";"52.78224";"o | ö"
"586";5315;"PILKA";"16.05691";"52.79024";"o | ö"
"587";5316;"RZECIN";"16.29826";"52.76573";"o | ö"
"588";5322;"TARNOWKO";"16.59704";"52.77659";"o | ö"
"589";5386;"LUBICZ";"15.52076";"52.95685";"o | ö"
"590";5397;"SLONOW";"15.77898";"52.93321";"o | ö"
"591";5409;"MARIENBUSCH";"16.33038893";"52.91989184";"o | ö"
"592";5421;"OSTROWKI";"16.9233";"52.91973";"o | ö"
"593";54871;"NEUARAD (ARADU NOU)";"21.32027551";"46.15373743";"o | ö"
"594";549;"PRZECMINO";"15.52373";"54.11856";"o | ö"
"595";5491;"BRZEZNO";"16.61572";"52.90771";"o | ö"
"596";-55359;"KIEBITZTAL (KUZNICA)";"18.39830334";"51.46576252";"o | ö"
"597";584;"DUNOWO";"16.10326";"54.10839";"o | ö"
"598";6074;"OBERTOPFSTEDT";"10.94926";"51.24899";"o | ö"
"599";6168;"REHBACH";"12.27689";"51.27301";"o | ö"
"600";6359;"HACKPFￃﾜFFEL";"11.20275";"51.41916";"o | ö"
"601";6472;"STOLBERG (HARZ)";"10.95504";"51.57345";"o | ö"
"602";6577;"WALKENRIED";"10.61756";"51.58536";"o | ö"
"603";6656;"DREHLITZ";"11.96531";"51.60326";"o | ö"
"604";6682;"RAMSIN";"12.23652";"51.61112";"o | ö"
"605";6793;"RIEFENSBEEK";"10.38537";"51.75371";"o | ö"
"606";6831;"GRￃﾖNA";"11.69886";"51.76418";"o | ö"
"607";688;"PREGOWO ZULAWSKIE";"18.95682";"54.15681";"o | ö"
"608";6891;"DANSTEDT";"10.88689";"51.91415";"o | ö"
"609";6960;"ABBENRODE";"10.62543";"51.92932";"o | ö"
"610";6981;"EMERSLEBEN";"11.13702";"51.92874";"o | ö"
"611";7007;"EICKENDORF";"11.67388";"51.94703";"o | ö"
"612";7022;"KￃﾄMERITZ";"11.97232";"51.95485";"o | ö"
"613";7253;"RUHLAND";"13.86415";"51.45586";"o | ö"
"614";7263;"LAUTA";"14.10951";"51.46191";"o | ö"
"615";7427;"DOLLENCHEN";"13.86232";"51.60726";"o | ö"
"616";743;"RUDKI";"16.36258";"53.40347";"o | ö"
"617";7435;"PETERSHAIN/NEUPETERSHAIN";"14.16587394";"51.61108465";"o | ö"
"618";748;"BUDY";"16.64428";"53.39298";"o | ö"
"619";7596;"SCHLABENDORF";"13.82084";"51.80669";"o | ö"
"620";7688;"STRAACH";"12.59595";"51.95429";"o | ö"
"621";769;"NOWY DWOR";"17.46743";"53.37996";"o | ö"
"622";7696;"RAHNSDORF";"12.78451";"51.94368";"o | ö"
"623";7747;"TREPPENDORF";"13.85842";"51.9372";"o | ö"
"624";803;"LUNAWY MALE";"18.59262";"53.37403";"o | ö"
"625";880;"STRZECZONA";"17.21995";"53.57517";"o | ö"
"626";899;"IWIEC";"18.07074";"53.54121";"o | ö"
"627";906;"BUSNIA";"18.58805";"53.53014";"o | ö"
"628";920;"LISIE KATY";"18.83909";"53.52267";"o | ö"
"629";930;"GOCZALKI";"19.18069";"53.50608";"o | ö"
"630";9739;"KAMIEN";"17.57838";"51.40108";"o | ö"
"631";983;"GROMADEN";"17.42103998";"53.05104088";"o | ö"
"632";984;"FRIEDBERG";"17.72070827";"53.06923401";"o | ö"
"633";990;"WALOWNICA";"17.99966399";"53.03340784";"o | ö"
"634";994;"KABAT";"18.26158";"53.05159";"o | ö"
"635";1552;"PAZUIZEN";"21.99049945";"55.02117866";"o | ö"
"636";41275;"SCHLUCHSEE - BLASIWALD";"8.177056956";"47.79865784";"o | ö"
"637";41296;"OBERENTZEN";"7.37872";"47.94354";"o | ö"
"638";45067;"MEISTERSCHWANDEN";"8.22892";"47.295";"o | ö"
"639";45195;"EIGENTHAL";"8.21008";"47.00992";"o | ö"
"640";45299;"WILLISAU";"7.99288";"47.12224";"o | ö"
"641";45644;"REICHENBURG";"8.97469";"47.17031";"o | ö"
"642";46017;"GERSAU";"8.52515";"46.99078";"o | ö"
"643";2727;"BUDZISKA";"22.08998";"54.1819";"o | ö"
"644";49322;"BROCHDORF";"9.68499";"53.04779";"o | ö"
"645";41963;"KIRCHDORF AM INN";"12.10834";"47.77873";"o | ö"
"646";47907;"HAMWEDDEL";"9.62152";"54.18985";"o | ö"
"647";5025;"Louisenfelde";"18.5419";"52.776";"o | ö"
"648";9386;"Woischowitz";"17.0402";"51.0675";"o | ö"
"649";5445;"WIELKA NIESZAWKA";"18.5077095";"52.9962692";"o | ö"
"650";12410;"EBERSGRￃﾜN";"12.0133";"50.59065";"o | e"
"651";14635;"ERZWEILER";"7.436449875";"49.61119749";"o | e"
"652";14971;"ALLENBACH";"7.16681";"49.75594";"o | e"
"653";1499;"STARA RZEKA";"18.31669";"53.6553";"o | e"
"654";15018;"BAD SOBERNHEIM";"7.64796";"49.7846";"o | e"
"655";15334;"KIRCHBERG (HUNSRÜCK)";"7.40287";"49.94174";"o | e"
"656";1536;"HEIDLAUKEN (BUGORKI)";"21.39751921";"55.00008085";"o | e"
"657";1580;"SCHULSTEIN (VOL'NOE)";"20.51939251";"54.91991342";"o | e"
"658";1654;"POSTNICKEN (ZALIVNOE)";"20.82988029";"54.91975148";"o | e"
"659";1683;"KREUZINGEN (BOL'SHAKOVO)";"21.65075358";"54.87658737";"o | e"
"660";1698;"BUTTKUHNEN (POKROVSKOE)";"21.94586611";"54.83695164";"o | e"
"661";1733;"ROTTENEN (RAKTINO)";"19.98061971";"54.80011714";"o | e"
"662";17876;"SOLLOWITZ (SALAVICE)";"15.48846857";"49.33208877";"o | e"
"663";17940;"CZERNOWITZ (ￄﾌERNOVICE)";"16.63439555";"49.18723537";"o | e"
"664";17967;"SUB-LECHNITZ (LECHNICA)";"20.40843205";"49.38054456";"o | e"
"665";18101;"HOHENFURTH (VYￅﾠￅﾠￃﾍ BROD)";"14.31207319";"48.6157219";"o | e"
"666";18132;"HUMMELN (HOMOLE)";"14.42805572";"48.93731559";"o | e"
"667";18144;"GROSS-RADISCHEN";"15.12159";"48.9312";"o | e"
"668";1829;"RUDSZEN (POLTAVSKOE)";"22.5167";"54.8167";"o | e"
"669";18296;"BAD GROSSPERTHOLZ";"14.8248";"48.62922";"o | e"
"670";18359;"WALDKIRCHEN";"15.35237";"48.93926";"o | e"
"671";18367;"SCHILTERN (ￅﾠTￃﾍTARY)";"15.84398284";"48.93495691";"o | e"
"672";18407;"TￃﾖSTITZ (TￄﾚￅﾠETICE)";"16.15731666";"48.88788008";"o | e"
"673";18432;"DIETMANNS";"15.3815";"48.79309";"o | e"
"674";18441;"SCHIRMANNSREITH";"15.63866";"48.77886";"o | e"
"675";18508;"GERSTENFELD (JEￄﾌMENIￅﾠTￄﾚ)";"16.13160996";"48.7465636";"o | e"
"676";18525;"FRANZEN";"15.39468";"48.61876";"o | e"
"677";18559;"ASPERSDORF";"16.09658";"48.58647";"o | e"
"678";18607;"DAMNITZ (DAMNICE)";"16.37348031";"48.91950827";"o | e"
"679";18672;"STￃﾜTZENHOFEN";"16.61147";"48.74191";"o | e"
"680";18707;"WILFERSDORF";"16.64461";"48.58654";"o | e"
"681";18716;"PALTERNDORF";"16.81931";"48.58918";"o | e"
"682";18786;"SANKT GEORGEN BEI OBERNBERG AM INN";"13.33412";"48.29152";"o | e"
"683";1895;"KￃﾖNIGLICH DAMERAU";"21.33071539";"54.71800592";"o | e"
"684";19080;"GUTAU";"14.61282";"48.41729";"o | e"
"685";19096;"TRAUNSTEIN";"15.11597";"48.4355";"o | e"
"686";19154;"AMSTETTEN";"14.87066";"48.12448";"o | e"
"687";19225;"STEYREGG";"14.37301";"48.28577";"o | e"
"688";19311;"GNEIXENDORF";"15.61839";"48.43843";"o | e"
"689";19334;"OBERHAUTZENTAL";"16.12987";"48.44154";"o | e"
"690";19419;"WￃﾜRMLA";"15.85976";"48.25537";"o | e"
"691";19429;"RIED AM RIEDERBERG";"16.07034";"48.25642";"o | e"
"692";19479;"MANK";"15.34061";"48.11103";"o | e"
"693";1956;"PATERSORT (BEREGOVOE)";"20.15361676";"54.5820861";"o | e"
"694";19607;"RAGGENDORF";"16.65674";"48.39499";"o | e"
"695";19640;"GRￃﾜNAU (GRINAVA)";"17.24752517";"48.27003479";"o | e"
"696";19642;"20. BEZIRK-BRIGITTENAU";"16.37347";"48.23057";"o | e"
"697";19667;"BIEDERMANNSDORF";"16.34608";"48.08334";"o | e"
"698";19705;"MISCHDORF BEI PRESSBURG (NOVￃﾉ KOￅﾠAR";"17.27654171";"48.0994024";"o | e"
"699";19823;"VORDERFAGER";"13.12175";"47.77639";"o | e"
"700";19993;"WￃﾖRSCHACHWALD";"14.07582046";"47.55789937";"o | e"
"701";20005;"TRATTENBACH";"14.34035";"47.92138";"o | e"
"702";20019;"YBBSITZ";"14.89384";"47.94794";"o | e"
"703";20023;"GAMING";"15.08807";"47.92901";"o | e"
"704";20049;"MARIAZELL";"15.31803";"47.77347";"o | e"
"705";20051;"NEUHAUS";"15.18285";"47.78945";"o | e"
"706";20065;"WENG";"14.50272";"47.59723";"o | e"
"707";20067;"LAINBACH";"14.76884";"47.63452";"o | e"
"708";20069;"GOLLRAD";"15.30481";"47.65106";"o | e"
"709";2081;"EYDTKAU (EYDTKUHNEN)";"22.73599317";"54.63812267";"o | e"
"710";2127;"KLEIN NUHR (SUKHODOL'YE)";"21.27474769";"54.57882765";"o | e"
"711";2225;"MORITTEN (OKTJABRSKOE)";"20.44948952";"54.44766449";"o | e"
"712";2242;"NAUNIENEN";"20.70648261";"54.44337509";"o | e"
"713";2426;"GROￃﾟ PENTLACK (KAMENKA)";"21.56653326";"54.36655007";"o | e"
"714";24360;"BOTTENDORF";"8.81166";"51.02736";"o | e"
"715";24380;"BERGFREIHEIT";"9.09777";"51.04852";"o | e"
"716";24412;"ROPPERSHAIN";"9.35252";"51.03159";"o | e"
"717";24659;"BUHLEN";"9.08456";"51.18648";"o | e"
"718";24677;"METZE";"9.33089";"51.20406";"o | e"
"719";2474;"PIERZCHALY";"19.83808";"54.29556";"o | e"
"720";2482;"PETERSWALDE (PIOTROWIEC)";"20.09813884";"54.30449343";"o | e"
"721";2586;"JURKISZKI";"22.36881";"54.311";"o | e"
"722";282;"ZOLNA";"17.24179";"53.90401";"o | e"
"723";28346;"GROSSENMOOR";"9.65184";"50.70307";"o | e"
"724";285;"KOSOBUDY";"17.75803";"53.87662";"o | e"
"725";28605;"NEUKIRCHEN";"9.34378";"50.87003";"o | e"
"726";2906;"ZABROWO";"19.46122";"53.6373";"o | e"
"727";3058;"ZYNDAKI";"21.17506";"53.91539";"o | e"
"728";31677;"BATTWEILER";"7.46276";"49.27843";"o | e"
"729";31789;"BECKINGEN";"6.70066";"49.39426";"o | e"
"730";32119;"OBERLÖSTERN";"6.92447";"49.57302";"o | e"
"731";33055;"ROPPEVILLER";"7.5068";"49.10219";"o | e"
"732";33126;"GUINKIRCHEN";"6.44747";"49.20661";"o | e"
"733";33185;"NIEDERWÜRZBACH";"7.19974";"49.24303";"o | e"
"734";33614;"TRAISA";"8.69787";"49.8339";"o | e"
"735";33725;"RÜSSELSHEIM";"8.41048";"49.9948";"o | e"
"736";34447;"BERGHAUSEN";"8.52712";"49.00389";"o | e"
"737";34566;"GRABEN";"8.48928";"49.16535";"o | e"
"738";36084;"COLMAR";"7.36359";"48.08198";"o | e"
"739";36277;"TURQUESTEIN-BLANCRUPT";"7.09516";"48.56921";"o | e"
"740";36489;"BOIS DE CHÊNE";"7.26992";"48.75755";"o | e"
"741";36823;"SIEGEN";"8.04269";"48.95814";"o | e"
"742";3688;"RINGENWALDE";"14.14088";"52.61704";"o | e"
"743";37007;"BINDERNHEIM";"7.60713";"48.28366";"o | e"
"744";3703;"LEHMANNSHￃﾖFEL";"14.42838597";"52.59654716";"o | e"
"745";38640;"ROHRDORF";"9.10207";"48.01811";"o | e"
"746";39116;"SIEGENBURG";"11.84985";"48.75567";"o | e"
"747";3965;"HEINERSDORF";"15.20762904";"52.77160384";"o | e"
"748";40202;"GANGKOFEN";"12.56337";"48.4371";"o | e"
"749";40308;"WALCHSING";"13.07675";"48.60848";"o | e"
"750";40785;"KLUFTERN";"9.40004";"47.69278";"o | e"
"751";41098;"HUBERTSHOFEN";"8.38827";"47.96002";"o | e"
"752";41566;"RANSPACH-LE-BAS";"7.44726";"47.58851";"o | e"
"753";41653;"LARGITZEN";"7.1873";"47.56163";"o | e"
"754";42472;"THAL";"15.90216";"47.92604";"o | e"
"755";42477;"GRILLENBERG";"16.08669";"47.92652";"o | e"
"756";42532;"FREIN AN DER MￃﾜRZ";"15.48478";"47.74201";"o | e"
"757";42587;"FEISTRITZ AM WECHSEL";"16.05379";"47.59927";"o | e"
"758";42612;"GLEICHENBACH";"16.29922";"47.56108";"o | e"
"759";42635;"WEIDEN AM SEE";"16.86813";"47.92623";"o | e"
"760";42647;"STOTZING";"16.54389";"47.90702";"o | e"
"761";42706;"APETLON";"16.83099";"47.74316";"o | e"
"762";43303;"HOCHFILZEN";"12.61808";"47.46972";"o | e"
"763";43315;"WERFEN";"13.18832";"47.47773";"o | e"
"764";43457;"KALWANG";"14.7566";"47.42758";"o | e"
"765";43462;"HAFENDORF";"15.31902";"47.45635";"o | e"
"766";43497;"FROHNLEITEN";"15.32683";"47.27106";"o | e"
"767";43530;"TEUFENBACH";"14.35911";"47.12854";"o | e"
"768";43640;"SALMANNSDORF";"16.32252";"47.40965";"o | e"
"769";43756;"EGGERSDORF";"15.59967";"47.12305";"o | e"
