"";"Bogennummer";"Ort..Name";"Ort..Longitude";"Ort..Latitude";"Typ"
"393";3887;"SOMMERFELD";"13.03193";"52.80287";"o | ö"
"394";4102;"SEEBECK";"13.01943";"52.93953";"o | ö"
"395";52079;"MENZ";"13.05007";"53.10241";"o | ö"
"396";51832;"AHRENSBERG";"13.03296";"53.25606";"o | ö"
"397";51561;"KLEIN VIELEN";"13.03182";"53.45295";"o | ö"
"398";51048;"TARNOW";"13.02205";"53.61154";"o | ö"
"399";50794;"SEEDORF";"13.01298";"53.95466";"o | ö"
"400";51370;"MￃﾜGGENWALDE";"12.99069";"54.12609";"o | ö"
"401";51267;"PￃﾜTTE";"12.9835";"54.29259";"o | ö"
"402";51173;"WENDISCH LANGENDORF";"12.98011";"54.42297";"o | ö"
"403";51143;"KLOSTER";"13.11085";"54.58538";"o | ö"
"404";19859;"KUCHL";"13.14376";"47.62566";"o | ö"
"405";7721;"WAHLSDORF";"13.32707";"51.95556";"o | ö"
"406";4549;"LￃﾖWENBRUCH";"13.31588";"52.29388";"o | ö"
"407";4329;"STEGLITZ";"13.31884";"52.45754";"o | ö"
"408";3649;"HERMSDORF";"13.31752";"52.6149";"o | ö"
"409";3896;"MALZ";"13.2942";"52.80213";"o | ö"
"410";4112;"KLEIN-MUTZ";"13.28074";"52.96653";"o | ö"
"411";52086;"BARSDORF";"13.28954";"53.105";"o | ö"
"412";51838;"HASSELFￃﾖRDE";"13.3029";"53.2842";"o | ö"
"413";51571;"HOLLDORF";"13.27173";"53.46608";"o | ö"
"414";51065;"TROLLENHAGEN";"13.29078";"53.6072";"o | ö"
"415";50552;"GOLCHEN";"13.27783";"53.79124";"o | ö"
"416";50805;"BENTZIN";"13.27277";"53.94539";"o | ö"
"417";51387;"STEFFENSHAGEN";"13.30351";"54.11602";"o | ö"
"418";51179;"WￃﾜSTENEI";"13.27661545";"54.44308095";"o | ö"
"419";51146;"WIEK";"13.28792";"54.62108";"o | ö"
"420";4338;"KￃﾖPENICK-KIETZ";"13.57597707";"52.44726789";"o | ö"
"421";3664;"BIRKHOLZ";"13.57455";"52.62656";"o | ö"
"422";3906;"PRENDEN";"13.55547";"52.78887";"o | ö"
"423";4119;"GROSS DￃﾖLLN";"13.52861";"52.99313";"o | ö"
"424";52095;"PETERSDORF";"13.60041";"53.09193";"o | ö"
"425";51850;"BUCHENHAIN";"13.54424";"53.30994";"o | ö"
"426";51584;"WOLDEGK";"13.58904";"53.4611";"o | ö"
"427";51081;"BROHM";"13.59619";"53.60763";"o | ö"
"428";50567;"STRIPPOW";"13.56356";"53.78446";"o | ö"
"429";50818;"RANZIN";"13.52648";"53.95007";"o | ö"
"430";51397;"VIEROW";"13.57063";"54.11847";"o | ö"
"431";51232;"NEU-REDDEVITZ";"13.62026447";"54.341066";"o | ö"
"432";51188;"SAISER";"13.5274187";"54.48608929";"o | ö"
"433";51162;"NARDEVITZ";"13.56522303";"54.57388681";"o | ö"
"434";18058;"HIRSCHBERGEN (HIRￅﾠPERKY/JELENI)";"13.87892421";"48.81591509";"o | ö"
"435";44124;"VILLACH";"13.84913";"46.61814";"o | ö"
"436";7427;"DOLLENCHEN";"13.86232";"51.60726";"o | ö"
"437";7596;"SCHLABENDORF";"13.82084";"51.80669";"o | ö"
"438";7747;"TREPPENDORF";"13.85842";"51.9372";"o | ö"
"439";4608;"ALT STAHNSDORF";"13.88034";"52.28599";"o | ö"
"440";4347;"HERZFELDE";"13.85729";"52.48105";"o | ö"
"441";3677;"GIELSDORF";"13.86407";"52.61048";"o | ö"
"442";3919;"TRAMPE";"13.83613";"52.77805";"o | ö"
"443";4123;"SENFTENHￃﾜTTE";"13.85918";"52.933";"o | ö"
"444";52103;"FLIETH-STEGELITZ";"13.84882";"53.12741";"o | ö"
"445";51866;"RￃﾖPERSDORF";"13.84477";"53.28114";"o | ö"
"446";51598;"TREBENOW";"13.85194";"53.44356";"o | ö"
"447";51089;"EICHHOF";"13.85179";"53.63346";"o | ö"
"448";50575;"ROSENHAGEN";"13.80867";"53.8054";"o | ö"
"449";50830;"LASSAN";"13.84379";"53.94673";"o | ö"
"450";51409;"KARLSHAGEN";"13.83497";"54.11263";"o | ö"
"451";51288;"THIESSOW";"13.71408";"54.27487";"o | ö"
"452";43391;"ASSACH";"13.83698";"47.42669";"o | ö"
"453";19947;"STEYRLING";"14.13035";"47.80539";"o | ö"
"454";44162;"SUETSCHACH";"14.15621";"46.52731";"o | ö"
"455";44142;"SCHIEFLING";"14.09615";"46.6028";"o | ö"
"456";7435;"PETERSHAIN/NEUPETERSHAIN";"14.16587394";"51.61108465";"o | ö"
"457";7758;"SACROW";"14.11383";"51.94887";"o | ö"
"458";4789;"BRIESCHT";"14.12444";"52.10684";"o | ö"
"459";4357;"TEMPELBERG";"14.16203";"52.44962";"o | ö"
"460";3901;"STOLZENHAGEN";"14.10557";"52.94874";"o | ö"
"461";52113;"PASSOW";"14.11807";"53.14367";"o | ö"
"462";51877;"GRￃﾜNZ";"14.13241";"53.28371";"o | ö"
"463";51098;"GEGENSEE";"14.22326";"53.63391";"o | ö"
"464";50471;"BELLIN";"14.11661";"53.73703";"o | ö"
"465";50840;"SALLENTHIN";"14.11814";"53.94992";"o | ö"
"466";50973;"KOSEROW";"14.00155";"54.05033";"o | ö"
"467";43393;"DONNERSBACH";"14.12842";"47.46558";"o | ö"
"468";16751;"PRAG-SMICHOW (SMￃﾍCHOV)";"14.38722099";"50.064376";"o | ö"
"469";4800;"GROSS BRIESEN";"14.38034";"52.11292";"o | ö"
"470";4584;"HOHENWALDE";"14.43839";"52.28346";"o | ö"
"471";4364;"DￃﾖBBERIN";"14.37014";"52.44265";"o | ö"
"472";3944;"KURZYCKO";"14.46705";"52.76029";"o | ö"
"473";4142;"STOKI";"14.35655";"52.94545";"o | ö"
"474";52129;"WIDUCHOWA";"14.39068";"53.12647";"o | ö"
"475";51893;"PARGOW (PARGOWO)";"14.43338106";"53.28316465";"o | ö"
"476";51624;"WAWELNICA";"14.41164";"53.45193";"o | ö"
"477";51101;"DROGORADZ";"14.4674";"53.62998";"o | ö"
"478";50719;"LUBIN";"14.43155";"53.8679";"o | ö"
"479";50844;"MIEDZYZDROJE";"14.44888";"53.92636";"o | ö"
"480";43530;"TEUFENBACH";"14.35911";"47.12854";"o | ö"
"481";18135;"RUDOLFSTADT (RUDOLFOV)";"14.53884842";"48.99293587";"o | ö"
"482";44320;"BAD EISENKAPPEL";"14.59311";"46.48725";"o | ö"
"483";44308;"EBERNDORF";"14.64";"46.59";"o | ö"
"484";8981;"EICHWEGE";"14.63221067";"51.60563723";"o | ö"
"485";4590;"KUNICE";"14.65486";"52.26578";"o | ö"
"486";4377;"PAMIECIN";"14.66362";"52.45044";"o | ö"
"487";3949;"GRZYMIRADZ";"14.6936";"52.787";"o | ö"
"488";4152;"STOLECZNA";"14.65982";"52.93143";"o | ö"
"489";52139;"BANIE";"14.66334";"53.1004";"o | ö"
"490";51906;"ZELISLAWIEC";"14.66837";"53.27475";"o | ö"
"491";51637;"BERGLAND";"14.72090065";"53.45884507";"o | ö"
"492";51112;"BUDZIEN";"14.68877";"53.61758";"o | ö"
"493";50583;"SINIECHOWO";"14.66308";"53.79171";"o | ö"
"494";50850;"SIEROSLAW";"14.68184";"53.94979";"o | ö"
"495";43455;"TREGLWANG";"14.59176";"47.47537";"o | ö"
"496";18210;"WEISSENBACH (VYSNￃﾉ)";"14.86460492";"48.79093469";"o | ö"
"497";44314;"SANKT MARGARETHEN";"14.83890934";"46.59443582";"o | ö"
"498";4824;"RADOMICKO";"14.96435";"52.1209";"o | ö"
"499";4388;"GRABNO";"14.93236";"52.42916";"o | ö"
"500";3722;"ZASZCZYTOWO";"14.95374";"52.62138";"o | ö"
"501";4161;"GLAZOW";"14.92963";"52.96688";"o | ö"
"502";52154;"OBROMINO";"14.94711";"53.11395";"o | ö"
"503";51918;"SLOTNICA";"14.94955";"53.28654";"o | ö"
"504";51646;"DABROWICA";"14.97193";"53.46528";"o | ö"
"505";51123;"KRZYWICE";"14.96392";"53.60041";"o | ö"
"506";50604;"DRZEWICA";"14.96696";"53.79514";"o | ö"
"507";50986;"TRZESACZ";"14.99104";"54.0761";"o | ö"
"508";19163;"WIESELBURG";"15.13802";"48.13043";"o | ö"
"509";18218;"LANGSCHWARZA";"15.11402";"48.77595";"o | ö"
"510";4400;"TRZEMESZNO LUBUSKIE";"15.25601";"52.43521";"o | ö"
"511";3744;"RUDNICA";"15.18918";"52.60977";"o | ö"
"512";3965;"HEINERSDORF";"15.20762904";"52.77160384";"o | ö"
"513";4171;"OKUNIE";"15.23687";"52.94023";"o | ö"
"514";51934;"ZUKOWO";"15.21516";"53.28013";"o | ö"
"515";51661;"BOBROWNIKI";"15.25306";"53.43581";"o | ö"
"516";51135;"PLANTIKOW";"15.24763056";"53.60343749";"o | ö"
"517";50892;"SKALIN";"15.25298";"53.95664";"o | ö"
"518";51413;"TRZEBUSZ";"15.26498";"54.09104";"o | ö"
"519";43480;"SANKT MICHAEL IN OBERSTEIERMARK";"15.02024";"47.33684";"o | ö"
"520";42469;"SCHWARZENBACH AN DER PIELACH";"15.38244";"47.94787";"o | ö"
"521";19401;"SCHￃﾖNBￃﾜHEL AN DER DONAU";"15.37381";"48.25755";"o | ö"
"522";19301;"ELS";"15.37385";"48.44265";"o | ö"
"523";17854;"IRSCHING (JIￅﾘￃﾍN)";"15.46916346";"49.43296588";"o | ö"
"524";5210;"SKWIERZYNA";"15.50421";"52.59839";"o | ö"
"525";5291;"GORKI NOTECKIE";"15.49686";"52.7877";"o | ö"
"526";5386;"LUBICZ";"15.52076";"52.95685";"o | ö"
"527";1009;"NOWY KLUKOM";"15.49524";"53.11481";"o | ö"
"528";1178;"SOKOLINIEC";"15.50003";"53.29161";"o | ö"
"529";1403;"DOBIESZEWO";"15.53822";"53.61301";"o | ö"
"530";133;"SOSNOWO";"15.51756";"53.76575";"o | ö"
"531";312;"RYMAN";"15.54345";"53.93552";"o | ö"
"532";549;"PRZECMINO";"15.52373";"54.11856";"o | ö"
"533";52276;"BAGICZ";"15.6967";"54.19204";"o | ö"
"534";43462;"HAFENDORF";"15.31902";"47.45635";"o | ö"
"535";42532;"FREIN AN DER MￃﾜRZ";"15.48478";"47.74201";"o | ö"
"536";42470;"LEHENROTTE";"15.55216";"47.96124";"o | ö"
"537";19404;"KARLSTETTEN";"15.56514";"48.25859";"o | ö"
"538";18364;"HAFNERLUDEN (LUBNICE)";"15.61331894";"48.93919862";"o | ö"
"539";44433;"LANGEGG";"15.53005787";"46.65028558";"o | ö"
"540";5305;"RAPIN";"15.82514";"52.78224";"o | ö"
"541";5397;"SLONOW";"15.77898";"52.93321";"o | ö"
"542";1018;"LASKO K CHOSZCZNA";"15.78185";"53.08719";"o | ö"
"543";1192;"DEBSKO";"15.85412";"53.25859";"o | ö"
"544";1287;"KONOTOP";"15.82821";"53.44244";"o | ö"
"545";1417;"RYDZEWO";"15.82664";"53.61641";"o | ö"
"546";145;"SMARDZKO";"15.86239";"53.77752";"o | ö"
"547";324;"PODWILCZE";"15.82486";"53.93499";"o | ö"
"548";52278;"LASIN KOSZALINSKI";"15.81503";"54.21792";"o | ö"
"549";43576;"FOCHNITZ";"15.54737076";"47.46487161";"o | ö"
"550";42571;"MASSING";"15.54487109";"47.59687437";"o | ö"
"551";19492;"STOLLBERG-SIEDLUNG";"15.862";"48.08457";"o | ö"
"552";18454;"HOFERN";"15.90257";"48.77849";"o | ö"
"553";5139;"GRUDNA";"16.0794131";"52.42180477";"o | ö"
"554";44425;"RATSCHENDORF";"15.81757";"46.74348";"o | ö"
"555";5315;"PILKA";"16.05691";"52.79024";"o | ö"
"556";5402;"HUTA SZKLANA";"16.06064";"52.92128";"o | ö"
"557";1197;"PLOCICZNO";"16.12236";"53.27292";"o | ö"
"558";1296;"ZABIN";"16.0857";"53.43147";"o | ö"
"559";1432;"RZEPOWO";"16.09713";"53.5926";"o | ö"
"560";584;"DUNOWO";"16.10326";"54.10839";"o | ö"
"561";52440;"DEEP (CZAJCZE)";"16.15028383";"54.27992847";"o | ö"
"562";43715;"STUBENBERG";"15.80046";"47.24372";"o | ö"
"563";19429;"RIED AM RIEDERBERG";"16.07034";"48.25642";"o | ö"
"564";18508;"GERSTENFELD (JEￄﾌMENIￅﾠTￄﾚ)";"16.13160996";"48.7465636";"o | ö"
"565";5316;"RZECIN";"16.29826";"52.76573";"o | ö"
"566";5409;"MARIENBUSCH";"16.33038893";"52.91989184";"o | ö"
"567";1029;"NIEKURSKO";"16.39581";"53.11234";"o | ö"
"568";1203;"NAKIELNO";"16.30259";"53.26242";"o | ö"
"569";743;"RUDKI";"16.36258";"53.40347";"o | ö"
"570";1442;"LUBOWO";"16.3881";"53.58605";"o | ö"
"571";351;"SMECINO";"16.41182";"53.94692";"o | ö"
"572";52311;"SIECIEMIN";"16.41486";"54.24551";"o | ö"
"573";52578;"BAD RￃﾜGENWALDE";"16.42491688";"54.4259439";"o | ö"
"574";52819;"JAROSLAWIEC";"16.5494";"54.54194";"o | ö"
"575";43633;"EHRENSCHACHEN";"16.06044";"47.41082";"o | ö"
"576";42691;"WIESEN";"16.33758";"47.73828";"o | ö"
"577";42640;"SIEGERSDORF";"16.35122";"47.9008";"o | ö"
"578";19642;"20. BEZIRK-BRIGITTENAU";"16.37347";"48.23057";"o | ö"
"579";18701;"PYHRA";"16.38001";"48.59086";"o | ö"
"580";5322;"TARNOWKO";"16.59704";"52.77659";"o | ö"
"581";5491;"BRZEZNO";"16.61572";"52.90771";"o | ö"
"582";1035;"STOBNO";"16.63215";"53.09276";"o | ö"
"583";1208;"WISSULKE (WIESIￃﾓￅﾁKA)";"16.62174662";"53.26616634";"o | ö"
"584";748;"BUDY";"16.64428";"53.39298";"o | ö"
"585";180;"GALOWO";"16.69276";"53.74786";"o | ö"
"586";52600;"RADOSLAW";"16.67668";"54.41802";"o | ö"
"587";52825;"KROLOWSTRAND (KRￃﾓLEWICE)";"16.670111";"54.55003532";"o | ö"
"588";43699;"SIGET IN DER WART";"16.27994";"47.26125";"o | ö"
"589";19646;"RAASDORF";"16.56927";"48.24529";"o | ö"
"590";18707;"WILFERSDORF";"16.64461";"48.58654";"o | ö"
"591";17961;"WOIKOWITZ (VOJKOVICE)";"16.60669491";"49.05257221";"o | ö"
"592";17940;"CZERNOWITZ (ￄﾌERNOVICE)";"16.63439555";"49.18723537";"o | ö"
"593";14382;"WￃﾖLFELSDORF (WILKANￃﾓW)";"16.69625742";"50.24949279";"o | ö"
"594";1215;"PARUSZKA";"16.90232";"53.26649";"o | ö"
"595";1315;"KAMIEN";"16.93735";"53.43084";"o | ö"
"596";1461;"WEGORZEWO SZCZECINECKIE";"16.90083";"53.59936";"o | ö"
"597";185;"JELNIA";"16.96984";"53.75059";"o | ö"
"598";366;"PRZERADZ";"16.97152";"53.91653";"o | ö"
"599";52478;"BRONOWO";"17.00801";"54.25951";"o | ö"
"600";52700;"LOSINO";"17.00751";"54.41566";"o | ö"
"601";42722;"HORITSCHON";"16.54986";"47.5862";"o | ö"
"602";19726;"ROHRAU";"16.85904";"48.06596";"o | ö"
"603";18686;"BERNHARDSTHAL";"16.86919";"48.69199";"o | ö"
"604";14537;"BIELICE";"17.00516";"50.27139";"o | ö"
"605";760;"ZAKRZEWO";"17.14489";"53.41264";"o | ö"
"606";880;"STRZECZONA";"17.21995";"53.57517";"o | ö"
"607";74;"GWIEZDZIN";"17.1932";"53.7362";"o | ö"
"608";282;"ZOLNA";"17.24179";"53.90401";"o | ö"
"609";474;"KRAMARZYNY";"17.25621";"54.06601";"o | ö"
"610";52484;"REDDIES";"17.23401871";"54.25062158";"o | ö"
"611";52854;"DRZEZEWO";"17.27697";"54.57363";"o | ö"
"612";42688;"ANDAU";"17.03243";"47.77548";"o | ö"
"613";5203;"NEKIELKA";"17.38455";"52.39588";"o | ö"
"614";5374;"GROￃﾟ GOLLE (GOLASZEWO)";"17.43005305";"52.73629599";"o | ö"
"615";1133;"DEBENKE";"17.45996751";"53.22049833";"o | ö"
"616";83;"CHARZYKOWY";"17.51084";"53.73196";"o | ö"
"617";478;"PRADZONKA";"17.54883";"54.03056";"o | ö"
"618";52722;"KARWEN";"17.54646141";"54.39174082";"o | ö"
"619";984;"FRIEDBERG";"17.72070827";"53.06923401";"o | ö"
"620";895;"JELENCZ";"17.74635";"53.55745";"o | ö"
"621";52353;"Sullenschin";"17.766667";"54.233333";"o | ö"
"622";52896;"BIALOGORA";"17.95796";"54.81679";"o | ö"
"623";17713;"PUNKENDORF (BOￅﾇKOV)";"17.68215393";"49.60602071";"o | ö"
"624";17659;"BERNHAU (BARNOV)";"17.6829573";"49.73318935";"o | ö"
"625";17012;"LOBENSTEIN (ￃﾚVALNO)";"17.74608647";"50.0470232";"o | ö"
"626";16949;"RAUSEN (RUSￃﾍN)";"17.73660283";"50.20995029";"o | ö"
"627";990;"WALOWNICA";"17.99966399";"53.03340784";"o | ö"
"628";899;"IWIEC";"18.07074";"53.54121";"o | ö"
"629";52936;"TYLOWO";"18.12618";"54.71236";"o | ö"
"630";52905;"KARWENBRUCH";"18.19225506";"54.81148685";"o | ö"
"631";17726;"HALBENDORF (POLOUVSￃﾍ)";"17.89790677";"49.58061423";"o | ö"
"632";994;"KABAT";"18.26158";"53.05159";"o | ö"
"633";291;"LUBICHOWO";"18.40028";"53.85127";"o | ö"
"634";495;"JAROSZEWY";"18.35818";"54.02938";"o | ö"
"635";52374;"SZKLANA GORA";"18.39091";"54.21134";"o | ö"
"636";52887;"POGORZE";"18.48418";"54.56662";"o | ö"
"637";52913;"WLADYSLAWOWO";"18.39509";"54.79759";"o | ö"
"638";-55359;"KIEBITZTAL (KUZNICA)";"18.39830334";"51.46576252";"o | ö"
"639";1157;"BIELCZYNY";"18.56976";"53.2111";"o | ö"
"640";803;"LUNAWY MALE";"18.59262";"53.37403";"o | ö"
"641";503;"SZPEGAWSK";"18.60845";"54.00516";"o | ö"
"642";52755;"HEUBUDE (STOGI)";"18.70762807";"54.36152213";"o | ö"
"643";52816;"HELA";"18.80748416";"54.60167012";"o | ö"
"644";1162;"SIERAKOWO";"18.85888";"53.17872";"o | ö"
"645";920;"LISIE KATY";"18.83909";"53.52267";"o | ö"
"646";110;"ROZPEDZINY";"18.9051";"53.70548";"o | ö"
"647";300;"MONTAUERWEIDE";"18.94320745";"53.86393989";"o | ö"
"648";511;"KRASNIEWO";"18.96931";"54.01376";"o | ö"
"649";688;"PREGOWO ZULAWSKIE";"18.95682";"54.15681";"o | ö"
"650";18767;"KRICKERHￃﾄU (HANDLOVￃﾁ)";"18.75578607";"48.72212455";"o | ö"
"651";54906;"BRZEZNO";"19.05";"52.85";"o | ö"
"652";54909;"ZBOJENKO";"19.13162";"53.01324";"o | ö"
"653";821;"BUKOWIEC";"19.15258";"53.34825";"o | ö"
"654";99;"TRUMIEJKI";"19.16906";"53.67605";"o | ö"
"655";52428;"OBERLAKENDORF (SOLNICA GￃﾓRNA)";"19.21999587";"54.17994204";"o | ö"
"656";2996;"BUCZNIK";"19.4496";"53.83722";"o | ö"
"657";3069;"RYCHLIKI";"19.52713";"53.98486";"o | ö"
"658";2762;"WILKOWO";"19.53293";"54.15703";"o | ö"
"659";2923;"FIJEWO";"19.75882";"53.49803";"o | ö"
"660";2916;"STANOWO";"19.76793";"53.66096";"o | ö"
"661";2955;"LIKSAJNY";"19.79497";"53.81492";"o | ö"
"662";3083;"CHOJNIK";"19.80014";"53.96474";"o | ö"
"663";2781;"KARWINY";"19.82948";"54.1413";"o | ö"
"664";2474;"PIERZCHALY";"19.83808";"54.29556";"o | ö"
"665";2204;"LEYSUHNEN (ￅﾠￄﾌUKINO)";"19.84999981";"54.46997869";"o | ö"
"666";1953;"PILLAU";"19.90818698";"54.64428333";"o | ö"
"667";1733;"ROTTENEN (RAKTINO)";"19.98061971";"54.80011714";"o | ö"
"668";1573;"GROￃﾟ DIRSCHKEIM (DONSKOYE)";"19.96594881";"54.93887292";"o | ö"
"669";54912;"SIEMIATKOWO";"20.03035";"52.88059";"o | ö"
"670";2962;"MOLZA";"20.06956";"53.7834";"o | ö"
"671";3093;"KSIAZNIK";"20.07338";"53.96624";"o | ö"
"672";2800;"KRZYKALY";"20.09633";"54.14074";"o | ö"
"673";2482;"PETERSWALDE (PIOTROWIEC)";"20.09813884";"54.30449343";"o | ö"
"674";2216;"HERMSDORF (POGRANIￄﾌNYJ)";"20.17466577";"54.43254804";"o | ö"
"675";1956;"PATERSORT (BEREGOVOE)";"20.15361676";"54.5820861";"o | ö"
"676";1741;"POJERSTIETEN (KOLODCY)";"20.16992129";"54.80001676";"o | ö"
"677";2970;"WARKALY";"20.32869";"53.80238";"o | ö"
"678";3111;"GLOTOWO";"20.36658";"53.95943";"o | ö"
"679";2817;"MAWRY";"20.36457";"54.08463";"o | ö"
"680";2494;"SARUNY";"20.36688";"54.27806";"o | ö"
"681";2225;"MORITTEN (OKTJABRSKOE)";"20.44948952";"54.44766449";"o | ö"
"682";1747;"BEYDRITTEN (PERVOMAJSKIJ)";"20.50003508";"54.76991096";"o | ö"
"683";1580;"SCHULSTEIN (VOL'NOE)";"20.51939251";"54.91991342";"o | ö"
"684";3122;"DERC";"20.64327";"53.94733";"o | ö"
"685";2507;"WOJCIECHY";"20.66778";"54.26158";"o | ö"
"686";2242;"NAUNIENEN";"20.70648261";"54.44337509";"o | ö"
"687";1977;"FUCHSBERG (SEMￃﾋNOVO)";"20.75395508";"54.59520723";"o | ö"
"688";1654;"POSTNICKEN (ZALIVNOE)";"20.82988029";"54.91975148";"o | ö"
"689";3364;"ROSITTEN (RYBACHIY)";"20.85374118";"55.15623681";"o | ö"
"690";2846;"LEDLAWKI";"20.94413";"54.10143";"o | ö"
"691";2676;"RYGARBY";"20.97559";"54.24857";"o | ö"
"692";2398;"MERTENSDORF (TJOMKINO)";"20.99338566";"54.40519107";"o | ö"
"693";1987;"PREGELSWALDE (-)";"21.02997097";"54.6200058";"o | ö"
"694";1772;"GROￃﾟ GOLDBACH (SLAVINSK)";"21.08440964";"54.75089788";"o | ö"
"695";1664;"LABAGIENEN/HAFFWINKEL (ZALIVINO)";"21.06375338";"54.89622754";"o | ö"
"696";3343;"KARKELN";"21.26894734";"55.19209992";"o | ö"
"697";3309;"DITTAUEN";"21.28926499";"55.59351795";"o | ö"
"698";3301;"BARSCHKEN";"21.20448314";"55.71965786";"o | ö"
"699";17993;"DURELSDORF (TVAROￅﾽNￃﾁ)";"20.4730914";"49.08532369";"o | ö"
"700";3254;"JURKOWO";"21.20504";"54.0744";"o | ö"
"701";2127;"KLEIN NUHR (SUKHODOL'YE)";"21.27474769";"54.57882765";"o | ö"
"702";1895;"KￃﾖNIGLICH DAMERAU";"21.33071539";"54.71800592";"o | ö"
"703";1588;"ALT SUSIMILKEN (TARASSOWKA)";"21.36986045";"54.92959481";"o | ö"
"704";1536;"HEIDLAUKEN (BUGORKI)";"21.39751921";"55.00008085";"o | ö"
"705";3345;"DￃﾜNEN (ACKMENISCHKEN)";"21.42381135";"55.21041379";"o | ö"
"706";3318;"DEEGELN";"21.48403217";"55.55113505";"o | ö"
"707";3304;"DAWILLEN";"21.36403742";"55.68662072";"o | ö"
"708";3267;"POZARKI";"21.49172";"54.03376";"o | ö"
"709";2703;"SROKOWO";"21.52149";"54.21336";"o | ö"
"710";2426;"GROￃﾟ PENTLACK (KAMENKA)";"21.56653326";"54.36655007";"o | ö"
"711";2135;"SKUNGIRREN (PEN'KI)";"21.62013419";"54.57005281";"o | ö"
"712";1540;"HEINRICHSWALDE";"21.69458052";"55.04244719";"o | ö"
"713";3351;"PLEINE";"21.72199295";"55.21450357";"o | ö"
"714";18010;"METZENSEIFEN (MEDZEV)";"20.90633397";"48.71071744";"o | ö"
"715";2715;"STREGIEL";"21.84831";"54.19826";"o | ö"
"716";2436;"KOWARREN (ZAOZERNOYE)";"21.82957764";"54.3617094";"o | ö"
"717";2145;"KURSCHEN (KUZ'MINO)";"21.88330517";"54.51668997";"o | ö"
"718";1919;"GROￃﾟ GERLAUKEN (VJAZOVKA)";"21.93005406";"54.69998961";"o | ö"
"719";1698;"BUTTKUHNEN (POKROVSKOE)";"21.94586611";"54.83695164";"o | ö"
"720";1552;"PAZUIZEN";"21.99049945";"55.02117866";"o | ö"
"721";3272;"GAWLIKI WIELKIE";"22.10641";"54.0154";"o | ö"
"722";2727;"BUDZISKA";"22.08998";"54.1819";"o | ö"
"723";2452;"KLESCHOWEN (KUTUSOWO)";"22.13331286";"54.34995769";"o | ö"
"724";2161;"KALNEN (-)";"22.16975911";"54.52012092";"o | ö"
"725";1924;"PAKALLNISCHKEN (SUVOROVO)";"22.21995783";"54.67997099";"o | ö"
"726";1708;"BALTRUSCHATSCHEN (JAKOVLEVO)";"22.22011308";"54.8699569";"o | ö"
"727";3387;"SASSENHￃﾖHE (AUGSGIRREN)";"22.28508079";"55.1405652";"o | ö"
"728";3280;"SWIETAJNO";"22.3218";"53.99686";"o | ö"
"729";2746;"CHELCHY";"22.3755";"54.1671";"o | ö"
"730";2586;"JURKISZKI";"22.36881";"54.311";"o | ö"
"731";2067;"ENSKEMEN (-)";"22.50016715";"54.62991219";"o | ö"
"732";1829;"RUDSZEN (POLTAVSKOE)";"22.5167";"54.8167";"o | ö"
"733";1626;"TULPENINGKEN (ZAREￄﾌNOE)";"22.56764471";"54.97028491";"o | ö"
"734";1571;"SCHMALLENINGKEN";"22.59096608";"55.07130157";"o | ö"
"735";54871;"NEUARAD (ARADU NOU)";"21.32027551";"46.15373743";"o | ö"
"736";2900;"BORAWSKIE";"22.62853";"54.10033";"o | ö"
"737";2602;"MACIEJOWIETA";"22.66316";"54.29125";"o | ö"
"738";2338;"WENSLOWISCHKEN (VOZNESENSKOYE)";"22.66645761";"54.4857982";"o | ö"
"739";1842;"WARUPￃﾖNEN (FￃﾋDOROVKA)";"22.81669606";"54.80000132";"o | ö"
"740";1628;"WISBORIENEN (LIVNY)";"22.74958463";"54.93330301";"o | ö"
"741";54901;"ZAROBKA";"23.07752";"51.34296";"o | ö"
"742";23261;"KESSEL";"6.07057";"51.70749";"o | ö"
"743";23271;"KEHRUM";"6.33914";"51.70982";"o | ö"
"744";33159;"MALSTATT";"6.97751";"49.24585";"o | ö"
"745";36065;"HOHRODBERG";"7.14395868";"48.07027814";"o | ö"
"746";36277;"TURQUESTEIN-BLANCRUPT";"7.09516";"48.56921";"o | ö"
"747";36737;"ALTWILLER";"6.98122";"48.93023";"o | ö"
"748";41365;"RIMBACH-PRÈS-GUEBWILLER";"7.15658";"47.90483";"o | ö"
"749";41653;"LARGITZEN";"7.1873";"47.56163";"o | ö"
"750";5025;"Louisenfelde";"18.5419";"52.776";"o | ö"
"751";9386;"Woischowitz";"17.0402";"51.0675";"o | ö"
"752";5445;"WIELKA NIESZAWKA";"18.5077095";"52.9962692";"o | ö"
"753";41566;"RANSPACH-LE-BAS";"7.44726";"47.58851";"o | e"
"754";36489;"BOIS DE CHÊNE";"7.26992";"48.75755";"o | e"
"755";46129;"AGARN";"7.66359";"46.29695";"o | e"
"756";33185;"NIEDERWÜRZBACH";"7.19974";"49.24303";"o | e"
"757";31824;"STEINBACH BEI OTTWEILER";"7.21036";"49.40694";"o | e"
"758";14971;"ALLENBACH";"7.16681";"49.75594";"o | e"
"759";46142;"SAAS GRUND";"7.93672";"46.12324";"o | e"
"760";41245;"LIPBURG";"7.65665";"47.78685";"o | e"
"761";36525;"WILSHAUSEN";"7.55068";"48.7751";"o | e"
"762";33055;"ROPPEVILLER";"7.5068";"49.10219";"o | e"
"763";31677;"BATTWEILER";"7.46276";"49.27843";"o | e"
