Ort::REDE_GIDs;Ort::Longitude;Ort::Latitude;Ort::Erhebung;Ort::Sprache;Bogennummer;Ort::Name;WS16: Adjektivform Positiv;WS16: Stammvokal Positiv;WS16: Adjektivform Komparativ;WS16: Stammvokal Komparativ;Transliteration WS16
98188;8,59958;50,66884;1;1;28278;KRUMBACH;gruß;u;grüßer;ü;Du seist noch neat gruß genunk, üm a Flasch Weih aus se träanke, De moißt noach a Enn woahse ean grüßer wärn.
372827;14,44888;53,92636;1;1;50844;MIEDZYZDROJE;grot;o;gröter;ö;Du büss nonich grot genauch um ein Flasch Wien uttudrink’n, du mußt nnoch ne In wassen u gröter warn.
94965;6,34277;50,06311;2;1;10029;RINGHUSCHEID;grugs;u;grießer;ie;Du boas noa net grugs je genuh, firen Fläsch Weng auszudroanken, du mus discht noah ehn Änn waßen oahn grußer jäe.
95722;6,58295;50,04663;2;1;10044;MALBERG;gruß;u;grießer;ie;Dau baß noch net gruß geno(o)g, um en Flasch Wein auszudränken, dau mooß escht noch en Enn woaßen en grießer geen.
150069;15,49524;53,11481;2;1;1009;NOWY KLUKOM;grot;o;grötte;ö;Du bist no ne grot (:o kurz) noch, üm’n Flasch Wi|an utthotrinka, du mußt  e|esta no e|a Inn wassa o grötte waara.
531796;15,78185;53,08719;1;1;1018;LASKO K CHOSZCZNA;grot;o;gröte ;ö;Du bist no ni grot noach, üm an Flasch Win uttudrinke, Du must esta no a In wassa un gröte ware.
99147;6,84042;50,09033;2;1;10215;PANTENBURG;gruß ;u;grußer;u;Dou baß noch nöt gruß genug, für en Flasch Wen aus se trönken, dou moß noch ä wenig grußer jen.
159464;16,08349;53,12516;1;1;1023;GOLIN;grot;o;grötte;ö;Du bist no nie grot nōch, üm en Flasch Wièh ut to drinken, Du mußd eeste no e Inn wasse u grötte wāde.
97954;7,07928;50,09451;1;1;10230;BEUREN;gruß;u;grußer;u;Dau bos nach net gruß genog, fer en Flasch Weun aus’se trinke, dau mos nach woaßen un grußer wäre.
98462;7,34404;50,10303;1;1;10259;MÖRSDORF;gruß;u;griesa ;ie;Dau bes noch net gruß genog, füa Bodell Weun aus sä trinke, dau moß noch eh besche wose und griesa wärre.
94920;7,633;50,12291;1;1;10275;BADENHARD;groß;o;größer;ö;De bist noch net groß genug, em=en Flasch Weïn auszetrenke, de muß erst noch en En wase un größer were.
531178;16,39581;53,11234;1;1;1029;NIEKURSKO;grot;o;gröte;ö;Du bëst noch n'ni grot nuch, üm an Flasch Wio ut drinkjun, du must no a' Iun wasso ou gröte waro
95227;7,88739;50,1322;1;1;10300;WELTEROD;krus;u;greßer;e;Du bischt noch nett krus kenunk, em e Flasch Wei auszetrenke, du muscht ehrscht noch e Enn wakse en greßer werre.
96664;8,14118;50,13996;2;1;10315;BLEIDENSTADT;gruß;u;grüßer;ü;Du bist noch nitt gruß genunk, um e Flasch Wei(n) aus ze trinke, du mußt erscht noch e Stickelchewachse, unn grüßer warn.
11144;6,05347;50,20267;3;1;10335;ESPELER;gruss;u;grußer;u;Du bes no nitt gruss genuch, fürr eing' Fläsch Weng auszudronken, du muß no en End waßen, um grußer zu jenen.
376330;16,63215;53,09276;1;1;1035;STOBNO;grot;o;gröte;ö;Du büst no nee grot nug üm an Flasch Wio utto drinkon du must esto no an En wasso u gröte wahra.
95212;6,31001;50,22124;2;1;10351;BRANDSCHEID;grus ;u;grißen;i ;Dou baß nooch net grus genoug, um än Fläsch Ween auszutranken, dou muß erscht nouch en Ene wāßen un grißen gehn.
97121;6,55753;50,21722;1;1;10368;BÜDESHEIM;jrus;u;grüsser;ü;Dou baos nauch nätt jrus genoug, im ’nn Flaïsch Wing ouszetraonken, Dau mous escht nauch’n Enn waosen unn grüsser genn.
97404;6,7955;50,23069;2;1;10381;WALDKÖNIGEN;jruhß;uh;jruhser;uh;Dou bôs nôch net jruhß jenog, für en Flasch We-in üßsedrenken, Dou mohst ehscht nôch en Änn wôhßen on jruhser währen.
370259;17,19502;53,11046;1;1;1050;KROSTKOWO;grot;o;gröte;ö;Du büst no mi grot noch üm onn Flasch Mie utdrinke, du must este no a intke wase u. gröte wade.
95268;7,0778;50,26048;1;1;10584;KALENBORN;grus;u;gräter;ä;Dou bes noch net grus genog, uem en Flasch Weun oauszudrinken, dou mos üscht nach en Än woarsen un gräter wären.
96687;7,34445;50,2728;2;1;10601;GAPPENACH;gruß;u;grüßer;ü;Dau bes nach net gruß jenog, im en Flasch Wein aussedrenke, dau moß irscht nach en Enn woese on grüßer were.
101126;7,61816;50,28044;1;1;10621;RHENS;gruß;u;grüßer;ü;Dau best noch net gruß genog, om en Flasch Wein auszetrenke, Dau moßt ürscht noch e Enn wachse on grüßer were.
96321;7,87712;50,29247;1;1;10649;ATTENHAUSEN;gruß;u;grißer;i;Dou bist noch net gruß genunk, em̄ aa Flasch Wai ous ze trenke, dou mußt erscht noch e wenk wochse un grißer wern.
94966;8,10998;50,31601;1;1;10663;HERINGEN;gruß;u;grißer;i;Dou bist noch net gruß genung im en Flasch Wei auszedrinke, dou moßt noch e En'n woahse un grißer wern.
11763;6,28038;50,38149;3;1;10690;HONSFELD;jruß;u;jrußer;u;Du bes noch net jruß jenog um en Fleisch Wing uszetrenken, du moßt noch en End wahsen on jrußer jenn.
135306;6,54324;50,3815;3;1;10697;DAHLEM;grueß;ue;grueßer;ue;Du bes noch net grueß genog, öm en Flasch Weng ze drenke, du mos isch noch en En grueßer wäre.
95727;6,80584;50,41498;2;1;10709;AREMBERG;gruß;u;;;Dou best noch net gruß genog, öm en Flasch Weng uszutrenken.
96260;7,05945;50,41231;2;1;10736;HOHENLEIMBACH;greß;e;jrüßer;ü;Dau beß noch net jruß genog öm en Flasch Wein ußzetrinke, dau moß irscht noch jet wahße on jrüßer wärn.
100720;8,54797;50,9931;1;1;10857;HATZFELD (EDER);greß;e;grisser;i;De bess noch net greß genunk, um a Flasche Wei aus zu tronke, de mußt erscht noch a Enne wosse un grisser wern
542256;10,4237421;50,7188194;1;1;10974;HAINDORF;groß;o;grösser;ö;Dou bist noch net groß g'nung, öm äi Fläsche Win uhs ze=trenke, Dou moßt erst noch ä Än woas ou grösser wer.
373879;18,9051;53,70548;1;1;110;ROZPEDZINY;grot;o;gröter;ö;Du best noch nich grot genog om en Flasch Win uttodrinke, du mußt erscht noch en Eng wasse on gröter ware.
542173;10,72904373;50,77061604;1;1;11132;SCHWARZWALD;gruâß;uâ;größer;ö;De bist noch nich gruâß genung, em âne Flaschen Wien uszetrenken, de most noch a Eng woâchs on größer wâr.
139789;10,96938;50,75547;1;1;11149;WIPFRA;grueß;ue;grösser;ö;Du best noch nech grueß genungk ene Flasche Wien us zetrenken du most erscht noch ä Beschen woachse onn grösser wäre.
136781;11,22809;50,76235;1;1;11180;REMDA;gruß;u;gresser;e;D’ best noch nech gruß genung , em änne Flasche Wein ausz'trenken, d' mußt erscht noch â Ende wachse onn gresser wâre.
141792;11,50488;50,7536;1;1;11197;ZEUTSCH;gruß;u;gresser;e;Du bist nuch nich gruß genung, um ene Flosche Wein auszutrinken, du mußt erscht nuch e Enne wochse un gresser ware.
142209;11,73363;50,77235;1;1;11212;BREITENHAIN;gruß;u;grösser;ö;De best noch nech gruß genug, om ene Flasche Wein auszetränken, Du mußt erst noch ā Ende (ā Bössel) wachse un grösser wāre.
139629;12,01318;50,78588;1;1;11230;BURKERSDORF;gruß;u;grässer;ä;Du bist noch nich gruß genunk, um 'ne Flasche Wän auszutrinken, du mußt erst noech ne Enne wochse un grässer waern.
139540;12,24437;50,77289;1;1;11252;SEELINGSTￃﾄDT;gruß;u;grösser;ö;Du bist nuch nicht gruß genung um ane Flosche Wein auszutrinken, du mußt arst nuch ä End wachsen un grösser warn.
142683;10,42573;50,91165;1;1;11262;SEEBACH;gruß;u;grüßer;ü;Dou bist noch nich gruß genung, üm eine Flasche Wien uszukrinken, Dou mußt örschst en Ende wachs und grüßer wehr 
534921;17,45996751;53,22049833;2;1;1133;DEBENKE;grot;o;grötä;ö;Diu bist no ne grot nauch üm ehn Flasch Wiehä ühtutrinksche, diu mußt estä no a in wassä u grötä wadä.
148600;17,73634;53,22735;2;1;1139;GLISZCZ;grot;o;grätte;ä;Du bÿst no nÿ grot nauch üm ehn Flasch Wiä utdrinke du mußt est ä no eä ÿnn wasse u grätte wahrne
138852;10,68407;50,91991;1;1;11467;BOILSTￃﾄDT;gruß;u;grösser;ö;Dueh böst noch nöch gruß genung ähne Flaschen Wien uszetrinken, dueh moßt erscht än Ende woauchs un grösser wär.
142811;10,93186;50,92027;1;1;11485;INGERSLEBEN;gruoß;uo;gresser;e;"Du best noch nech gruoß genunk, em anne Flasche Wihn uszedrenken; du most erscht noch a Wilchen wuachse on gresser ware."
375151;18,26662;53,22211;1;1;1150;CZARZE;grot;o;groete;oe;Du best nach nech grot noch, dat du en Flasch Wien utdringst, du most este nach he en washe un groete ware.
139765;11,20701;50,91984;1;1;11515;GUTENDORF;gruß;u;größer;ö;Du best noch nech gruß geuunk anne Flasche Wein auszutrenk'n, du most erscht noch a Ecke wackse on̄ größer ware.
138476;11,46177;50,93317;1;1;11539;KLEINSCHWABHAUSEN;gruß;u;gräßer;ä;Du best nach nech gruß jenunk, em ānne Flasche Wein aussedrenken, Du mußt erscht nach ā Enge wackse on gräßer wāre.
136839;11,74837;50,93578;1;1;11568;THALBￃﾜRGEL;gruß;u;gräßer;ä;Du best noch nich gruß genung, em ene Flasche Wein auszutrinken, Du mußt erscht noch ä Enge wachse un gräßer wäre.
373923;18,56976;53,2111;1;1;1157;BIELCZYNY;groß;o;größer;ö;Du bisch noch nett groß gnuag, ei Flasch' Wei' aus z'trinket, du muasch ersch noo a Stückle wachse una größer werra.
138178;12,01155;50,92981;1;1;11586;BAD KￃﾖSTRITZ;gruß;u;gresser;e;Du bist no nich gruß genunk, en̄e Flosche Wein auszetrenken, De mußt erst noch a Wink wochse un gresser ware.
141924;12,26812;50,94846;77;1;11607;LUMPZIG;grunß;u;größer;ö;De bist noch nich grunß genung, um enne Flosche Wein auszetrenken, de mußt irscht noch e Ende wocksen un größer ware.
160911;18,85888;53,17872;1;1;1162;SIERAKOWO;grot;o;größer;ö;Du böst noch nöch grot naug öm ein Flasch Win utdrinke, du motst est noch wasse o gröte ware.
88799;10,74168;50,23953;4;1;11645;GLEISMUTHHAUSEN;grueß;ue;größr;ö;Du bist nuch net grueß genug um a Flaschn Wei rauszĕtrinken, du mußt arscht nuch wos wachs, äs da größr warscht.
92402;11,20975;50,24786;4;1;11673;MITWITZ;gruß;u;größer;ö;Du bist na̰ nich gruß genug, um a a Fleschen Wei auszetrinkn, du mußt erscht noh a weng wachs u. größer wärn.
79021;10,4955;50,24929;4;1;11763;AUB;gròß;ò ;größer;ö;Du bist noch net gròß gẽnunk, om a Flöscho Wei auszatrinkn. Du muß erst nuch a bisla woß un größer war.
147552;15,50003;53,29161;2;1;1178;SOKOLINIEC;grot;o;gröte;ö;Du bist no ni grot nog, um an Flasch Wien uttodrinken, du mußt no a In wassa u gröte wara.
85535;11,00025;50,2494;19;1;11805;SEIDMANNSDORF;gruaß;ua;gröss'r;ö;Du bist noch net gruaß g'nunk, üm â Flaschn Weih raus zâ trinkâ, Du mußt erscht noch â weng wacks und gröss'r wâhr.
81384;11,47316;50,26759;4;1;11825;WALLENFELS;gruoß;uo;größe ;ö ;Du bist nuch nḭḛt gruoß genunk, üm a Flăschn Wei auszatrinken, du mußt öscht nuch wos wăssn und größe wen.
84316;11,76361;50,27631;4;1;11844;NEUDORF;gruß;u;größer;ö;Do-u bist nuch nit gruß ganug, um a Flaschn Wei auszatrinkn, Do-u müßt erscht nuch wo-us wachsn und größer wärn.
87879;12,0103;50,28274;4;1;11864;DRAISENDORF;gruß;u;gréßer;é;Du bist nuch niăt gruß gănug, um ā Flåsch’n W̃ein auszătrink’n, du mußt erscht nuch wos wåchs’n und gréßer wèrn.
141286;12,28319;50,27688;1;1;11881;SOHL;grausz;au;gräissr;äi;Du bist nuani grausz genoug, um a flasch'n wei ausz'trinken, du möïszt ejerscht nua föserl wachsn u gräissr wärn.
142488;10,49026;50,41091;1;1;11896;SￃﾜLZDORF;grueß;ue;größer;ö ;Du bist noch net grueß genunk omm a Pflösche Wai rauszetrinke, du mußt erst noch a bißle woss on̄ größer war -
370665;15,85412;53,25859;2;1;1192;DEBSKO;grot;o;grötte;ö ;Du bist nô nî grot nooch, üm ann Flasch Wieê uttudrinke, du mußt ēêst nô a En wasse u grötte ware.
138479;10,97928;50,40853;1;1;11927;BACHFELD;gruß;u;grösser;ö;Du bist noch net su gruß genung, um a Flasch Wei auszutrinken, Du mußt erscht noch a Weng wachs un grösser wärn.
163085;16,12236;53,27292;2;1;1197;PLOCICZNO;grot;o;gröta;ö;Du büst noch ne grot noch, um een Flasch Wia uttodrinka, du mußt eista no a Enn wasse o gröta warn.
148733;16,30259;53,26242;1;1;1203;NAKIELNO;groot;oo;gröte;ö;Du bist no ne groot nug, ümm an Flasch Wieha to drinka, Du mußt ehst no a En wassa un gröte wara.
141347;10,73533;50,42423;1;1;12037;HILDBURGHAUSEN;groß;o;größßer;ö;Du bist noch nett groß g'nug, um a Flasch'n Wein ausz'trink'n, du mußt erst noch a Bisle wachs un größßer wår.
140391;11,24222;50,44197;1;1;12070;NEUENBAU;groß;o;grösser;ö;Du bist noch net groß g’nungk, üm ä Flasch Wei ausz'trinken, Du must ärst noch ä weng wachs un grösser war.
541572;16,62174662;53,26616634;1;1;1208;WISSULKE (WIESIￃﾓￅﾁKA);grot;o;gröte;ö;Du büst no ni grot nog, ümm an Flasch Wiä ut to drinkä, du mußt est no a Inn wassä u gröte warä.
136850;11,50062;50,42866;1;1;12085;GRUMBACH;gruß;u;großer;o ;Du bist nuch nett gruß genug, um å Flasch Wein auszåtrink'n, du mußt årscht nuch å End wachs’n un̄ großer wår.
138073;11,76687;50,44079;1;1;12104;FRￃﾖSSEN;gruß;u;grösser;ö;Dou bist nonich gruß genung, daß de e Flasch' Wei austrinken kohst, dou mißt ärscht nuch e Stick wachsen und grösser währn.
142268;12,0079;50,43389;1;1;12125;SCHWAND;gruß;u;gressr;e;Du bist noch nett gruß genunk ne Flasch Wei auszetrinkn, du mußt erscht noch e Stick wachsn un̄ gressr währn.
140507;12,28579;50,43672;1;1;12148;KOTTENGRￃﾜN;grueß;ue;grösser;ö;Du bist naet grueß genung, um e Flasch Wei auszetrinken, du muß erscht noch e Stück wachsen un grösser wern.
371585;16,90232;53,26649;1;1;1215;PARUSZKA;grot;o;gröhte;öh;Du büst no ni grot noch, datt du an Flasch Wiä uttodrinken, du must este no a Inke wasse u gröhte ware.
137045;10,41715;50,57103;1;1;12153;MEININGEN;grues;ue;grösser;ö;Du bist noch net grues genung, ömm ä Flasche Wei ausgetränke du musst erst noch e Stöck wass unn grösser wä.
137465;10,71167;50,55906;1;1;12167;ALTENDAMBACH;groß;o;größer;ö;Du bist noch net gruß gönung, om a Botell Wei auszötrenkä, du mußt noch abeßlä woös o größer wär.
137776;10,96068;50,56467;1;1;12184;ALTENFELD;groß;o;grösser;ö;Du bist nug nit groß genung, um a Flasch Wein zu trinke, du mußt erst nuch woß un grösser war.
142205;11,21968;50,60225;1;1;12341;ROHRBACH;gruoß;uo;größr;ö;De best noch nech gruoß genung, em äne Flasche Wein auszetrenkn, De mußt erscht noch a Ende wuagse un größr ware.
542249;11,47786231;50,58586587;1;1;12371;ST. JACOB BEI LEUTENBERG;gruß;u;gresser;e;Du bist nuch nich gruß genung, um äne Flasche Wein auszetrinken, Du mußt erscht nuch ä Ende wachse un gresser wäre.
136605;11,76828;50,60092;1;1;12390;NEUNDORF (BEI SCHLEIZ);gruß;u;grösser;ö;Dåu bist nunich gruß g'nuag, im e' Flasch' Wein ausz'trink'n. Dåu mußt erscht nuch e' End' wachs'n un' grösser wär'n. 
138329;12,0133;50,59065;1;1;12410;EBERSGRￃﾜN;groß;o;gresser;e;Du bist noch net groß genung, e Flasch Wei auszetrinken, du mußt erscht noch e Bissel wachsen u. gresser wern.
542252;12,28681029;50,61279344;1;1;12428;ROITZSCHAU/ROTSCHAU;grueß;ue;grässr;ä;Du bist noch nett grueß genung, im̄ene Flasch Wei auszatrinken. Du mußt erscht noch a Schtückl wassa un̄ grässr wern.
83929;11,01356;50,08352;4;1;12496;HORSDORF;groues;oue;größe;ö;Du bist nuch niht groues genug, üm a Flasch'n Wei' rauszetrinken, Du mußt escht nach a wengla wachs und größe wè.
90390;11,52863;50,0917;4;1;12529;KￃﾖDNITZ;gruß;u;grösser;ö;Du bist nonich gruß genug ast a Flaschn Wein austrinken kost, du mußt vre nuch a weng wachsa und grösser wern
73525;11,78865;50,09627;4;1;12556;KORNBACH;grūß;ū;größer;ö;Du bist nōaich grūß gănūg, um'r a Flaschn Weḭn auszatrinkn, du mußt erscht nuch a weng wachs'n und größer wern.
92759;12,01162;50,11446;4;1;12572;HABNITH;grauß;au;gräißa;äi;Du bist nu niat grauß gnoug, um a Flasche Wḛḭ asztrinkn, Du moußt öiescht nu wos wachsa und gräißa wern.
92995;10,47912;50,0693;4;1;12594;UCHENHOFEN;graß;a ;gößer;ö;"Du bist noch net graß genunk, ästa a Flaschn Wei raustrinkst; Du mußt erscht noch a bisla wachs un gößer wer."
81117;10,75411;50,07607;4;1;12616;REUTERSBRUNN;gruoß;uo;gröeßer;öe;Du bist nuch net gruoß ganueg, um a Flasche Wei zetrinke, du mußt erscht nuch a weng wachs un gröeßer wer.
87919;11,23885;50,08397;4;1;12656;WEISMAIN;grüß;ü;;;"Du bist nohnig ze grüß a Flasch'n Wei alla ze trink'n; Du mußt dich froh steeck und noch a Poor Glüs ess'n."
375822;15,56066;53,43452;1;1;1278;INSKO;grōd;ō;grötă̆;ö;Du büst no͡a nĕ grōd nōg, üm ān Flasch Wīan uttodrinka(n), du muhzt ēsta nŏă̆ a Inn wassa ŏ̆ grötă̆ wāra.
374696;15,82821;53,44244;1;1;1287;KONOTOP;grot;o;grötte;ö;Du bist no ne grot nôch, ümm an Flasch Wina uttodrinka, du mußt esta no a In wassa o grötte wara.
139318;12,54606;50,95499;1;1;12876;LOHMA;gruß;u;gresser;e;De bist noch nich gruß genungk, um'ne Flosche Wein auszetrenken, de mußt arrscht noch e Stickchen wochse un gresser ware.
542291;12,79845622;50,93588982;1;1;12898;HEIERSDORF;gruß;u;größer;ö;De bist noch nich gruß gnung, en Flåsch Wein auszétrinken, De mußt arscht noch en Ende {Stück} wochsen un größer warn.
140816;13,03963;50,94183;1;1;12921;SACHSENBURG;groß;o;gröss'a;ö;Du bist no' ni' groß gnung, um an Flosch' Wein auszotrinken, Du mußt erscht noch é Bissel wachs’n onn gröss'a wär'n.
138353;13,31425;50,9658;1;1;12942;ROTHENFURTH;gróß;ó;gresser;e;Du bist no ni gróß genung, dåß de enne Flåsch Wein ausdrinken kånnsd, du mußd arschd no e Ende wachsen, dåß de gresser werschd. 
153188;16,0857;53,43147;1;1;1296;ZABIN;grot;o;grötte;ö;Du bist nŏ ni grot nuag üm an Flasch Wina ut to drinka, du mußt esta noa Jnn wässa u grötte wara
138765;13,61631;50,94387;1;1;12969;BORLAS;gruß;u;;;Du bist noch nech gruß g'nug , um ene Flosche Wein aus z'trinkn.
140821;13,85701;50,95464;1;1;13005;DOHNA;grus;u;grässer;ä;Du bist eann ni grus genung, zuner (um en̄e) Flo͡asche Wein auszetrinken, du mußt arscht na ä̆ Ende wachsen und grässer wo͡ar'n.
142852;14,13042;50,93992;1;1;13019;PORSCHDORF;gruß;u;;;Du bist na ne gruß genung, um anne Flasche Wein auszetrinken, du mußt erscht na a Ende wachsen.
542319;12,51314844;50,4441744;1;1;13047;MORGENRￃﾖTHE;gruß;u;grösser;ö;Du bist nuch net gruß genug, um é Flasch' Wei auszutrinken, du mußt erst nuch à End' wachsen und grösser wä̀rn.
140498;12,80099;50,47348;1;1;13054;RITTERSGRￃﾜN;gruß;u;grösser;ö;Du bist noch nett gruß genung ä Flasch Wei auszetrinken, de mußt erscht noch ä Schtickel wachsen un grösser wärn.
374882;16,93735;53,43084;1;1;1315;KAMIEN;grot;o;gröte;ö;Du bist no ni grot noch, um en Flāsch Wiä äuttudrintsche, du mußt no estä a inn wasse u gröte warä.
139321;12,54046;50,61237;1;1;13169;SAUPERSDORF;gruß;u;grösser;ö;Du bist nach nett gruß genug, im a Flasch Wei auszutrinken, du mußt ärscht noch e Stick wachsen un grösser warn.
542348;12,800879;50,61883463;1;1;13187;KￃﾜHNHEIDE;gruß;u;grösser;ö;Du bist nach nett gruß genunk, um e Flásch Wei auszatrinkng, du mußt erscht nách a End wáchs'n un grösser wàhrn.
138641;13,06058;50,62587;1;1;13210;HIMMELMￃﾜHLE;gruß;u;grässăr;ä;Du bist noch nich gruß genung, um ană Floasch Wei auszutrink'n, Du mußt erscht noch a bissl woachsn un grässăr warn.
139696;13,30128;50,59763;1;1;13226;RￃﾜBENAU;gruß;u;größer;ö;Du bist noch nich gruß genung um ane Flasch Weih zutrinken, Du mußt noch a Stückel wachsen un größer warn.
139438;12,54647;50,76709;1;1;13269;THURM;gruß;u;grösser;ö;Du bist na nich gruß genung, um en̄e Flasche Wei' auszutrinken, Du mußt ierscht nuch e' En̄e wachsen un grösser wärn.
142276;12,7795;50,77904;1;1;13286;URSPRUNG;gruß;u;grässer;ä;Du bist na nich gruß genung, um enne Flasch Wein auszetrinken, Du mußt erscht noch e Stückel woachsen un grässer warn
160646;15,51756;53,76575;1;1;133;SOSNOWO;grot;o;gröta;ö;Du büst noch nich grot naug üm ein Flasch Wien uttaudrinken, du mußt eista noch a Inn wassa o gröta wara
138434;13,05066;50,78027;1;1;13317;DITTMANNSDORF;gruß;u;grässer;ä;Du best noch nech gruß genung, em an Flasch Wein auszatrinkn, Du mußt erscht noch a End wachsn on grässer war'n.
142819;13,31924;50,79728;1;1;13340;GROSSHARTMANNSDORF;gróß;ó;gressa;e;Du bisd nŏ nĭ gróß genung, um án Flŏsch Wein auszdrinkn, Du mußt ärschd nŏ ă Stickl wáchsn un gressa wahn.
140851;13,56587;50,80319;1;1;13355;REICHENAU;gruß;u;grässer;ä;Du bist na ni gruß genung, um eene Flosche Wein auszutrinken, Du mußt erscht na ä Bissel wochsen und grässer war'n.
139047;13,85538;50,78575;1;1;13372;LIEBENAU;gruß;u;grässer;ä;Du bist no ne gruß genung, um enne Flasche Wejn zu reeknieseln, Du mußt erscht no a Finkel wachsen und grässer war'n.
534933;17,75795578;53,42095415;2;1;1338;DZIDNO;grout;ou ;gröte;ö;Diu büst nŏ ni grout nauch, ümm ejn Flasch Wijä ut drinche, (će) diu mußt ejsta no a En wasse u gröte ware.
542404;15,72674275;50,77629276;1;1;13529;WANG-BRￃﾜCKENBERG;gruhs;uh;grisser;i;Du bist noch ne gruhs g'nung, doß d' kennt'st 'ne Floasche Wein aussaufa, Du mußt ärscht noch a Stickla wachsa an grisser warn.
389165;15,95486;50,78753;2;1;13543;PISARZOWICE;gruß;u;grisser;i;Du bist nooch neh gruß genung, um ann Flosche Wein auszutrinka, Du mußt arst nooch a Ende wachsa un grisser wahrn.
386686;16,20743;50,75691;1;1;13559;BOGUSZOW-GORCE;gruß;u;grisser;i;Du bist nōch ne gruß genung, um (im) an Floasche Wein auszutrinka, du mußt orscht nōch a Ende wachsa und grisser warn.
542439;14,65276544;50,9556005;1;1;13655;NIEDERLEUTERSDORF/LEUTERSDORF;gruß;u;grüsser;ü;Du böst na nö gruß genung, anne Flasche Wein auszetrinken, Du musst arscht na a Stebel wachsen u. grüsser warden
542448;14,90152069;50,94685019;1;1;13678;ROHNAU (-);gruhss;uh;grüsser;ü;Du bist noh ne gruhss gnung, doass de koanst an̄e Flosche Wein austrink'n, du muss irscht noh ĕ bissel wachsen u. grüsser wahrn.
386289;15,44277;50,95309;1;1;13700;REBISZￃﾓW;gruhß;uh;grisser;i;Du bist noch ne gruhß genung, um an Flosche Wein auszutrinka, du mußt arscht nohch a Ende wachsa an grisser wahrn.
529888;15,69243;50,94016;1;1;13719;SIEDLECIN;gruiß;ui;;;De bist nooch nä gruiß genung, dăß de kinnst an Flŏsche Wein aussaufa, de must nooch a bissel wachsa.
385883;15,97695;50,9281;1;1;13727;MYSLOW;gruß;u;grösser;ö;Du bist nooch nie gruß genung, um ann Flaschsche Wein auszutrinka, Du mußt arscht nooch a wing waksa an grösser waarn.
391578;16,24996;50,94262;1;1;13745;JUGOWA;gruß;u;grisser;i;Du bist no ni gruß genung, doß di kanst an Flosche Wein austrinka, Du mußt arscht nach a Ende wachsa u. grisser wahrn.
386406;16,47306;50,57075;1;1;13830;WLODOWICE;gruuß;uu;grisser;i;Du best no nie gruuß genung, doß de känndst a Floschn Wein austrenka, Du mußt erscht noch a Stecke wacksa on grisser ware.
388750;17,01494;50,57111;1;1;13869;BIERNACICE;;;grisser;i;Du bist noch zu klen daß di ene Flosche Wein austrinka kenst, Du must vor a Stikke grisser warn.
391919;17,28777;50,56603;1;1;13887;RZYMIANY;gruß;u;grisser;i;Du bis noch ne gruß genung im ene Flosche Wein auszutrinken, du mußt erscht noch a Stäcke wachsen u. grüsser warden.
388785;17,54127;50,56379;1;1;13898;SZADURCZYCE;gruß;u;grißer;i ;Du bist no' nich gruß genung, um anne Flosche Wein auszutrinken, du mußt erscht no a Ende wagsen und grisser warn.
390808;16,75132;50,60111;1;1;13929;STOSZOWICE;gruß;u;grißer;i;Du bist no nie gruß genung, um ene Flosche Wein auszutrinka, du mußt arscht no a Ende waksa und grißer warn.
367140;16,49574;50,74669;1;1;13996;LUTOMIA GORNA;gruß;u;grisser;i;Du bist noch nie gruß genung, um eene Flosche Wein auszutrinka, du mußt orscht noch a Ende wachsa u. grisser warn.
388492;16,7247;50,74663;1;1;14023;ROZTOCZNIK;grus;u;grüsser;ü;Du bist no nich grus genug um 'ne Flosche Wein auszutrinka, du must erst nōch a Stücke wagsa und grüsser wārn.
158526;15,53822;53,61301;1;1;1403;DOBIESZEWO;grot;o;gröta;ö;Du bist no ni grot naug, um eien Flasch Wien uttaudrinken, Du mußt no eista eia In wassa ua gröta wara.
366619;16,98938;50,73384;1;1;14034;LIPOWA;gruß;u;grisser;i;Du bist no nich gruß genung, um e Floasche Wein auszutrinka, Du mußt earst noch a Ende wagsa und grisser warn.
389581;17,51417;50,74342;1;1;14074;MICHALOW;gruß;u;;;Du bis no nich gruß genug, zum anne Flosche Wäin ouszutrinken.
392718;17,78334;50,70421;1;1;14092;KARCZOW;gruß;u;grißer;i;Du bist noch nich gruß genug um ene Flosche Wein auszutrinke, du mußt erst noch en Ende wacksen u. grißer warden.
386194;17,2612;50,75422;1;1;14159;JUTRZYNA;gruß;u;grüsser;ü;Du bist non̄ich gruß genug, um anne Flosche Wein auszutrinken, Du mußt orschte noch a Ende waksen und grüsser warden.
375806;15,82664;53,61641;1;1;1417;RYDZEWO;grōt;ō;grötě;ö;Du büst nǒ nĭ grōt naug, ü̆m ein Flasch Wiě ūttaudrinken, Du mußt eistě nǒ ǎ En wassĕ ǔ grötě warě.
391860;17,00388;50,90846;1;1;14234;BRZOZA;gruß;u;grißer;i;Du bist noch nich gruß ginung um ene Flosche Wein auszutrinken, Du mußt vorhar noch a Ende waksen und grißer warn.
388449;17,27996;50,91595;1;1;14250;JACZKOWICE;gruß;u;grißer;i;Du bist no nich gruß genug, im eene Flosche Wein auszutrinken, du mußt erste no a Ende wachsn und grißer wadn.
369484;17,51786;50,89571;1;1;14275;PIASTOWICE;gruß;u;grüßer;ü;Du bist no nich gruß genug, ane Flosche Wein auszutrinken, Du mußt irst noch a Stückel wachsen u grüßer warden.
