Ort::REDE_GIDs;Ort::Longitude;Ort::Latitude;Ort::Erhebung;Ort::Sprache;Bogennummer;Ort::Name;WS16: Adjektivform Positiv;WS16: Stammvokal Positiv;WS16: Adjektivform Komparativ;WS16: Stammvokal Komparativ;Transliteration WS16
547189;20,26734886;49,1223043;6;1;17981;NEU WALDDORF (NOVￃﾁ LESNￃﾁ);gruus;uu;greser;e;Du bëst noch nëch gruus genug um ajne Flosch Woᵢan alejn aostsutrënken du must noch woksn̥ ond greser warn.
547202;20,4730914;49,08532369;6;1;17993;DURELSDORF (TVAROￅﾽNￃﾁ);;;gresser;e;Du best nach zu klejn daß du sollst e Flasch Wein austrënkn, du mußt erscht wochsen and gresser werdn.
547208;20,58848476;49,02564128;6;1;17999;LEUTSCHAU (LEVOￄﾌA);gruß;u;grëßer;ë;Du best noch nëch gruß genug ëm e Flasch Wein auszutrënken, du mußt erscht noch e bëschen wochsen u. grëßer wërn.
161335;16,69276;53,74786;1;1;180;GALOWO;grot;o;grötte;ö;Deu büst noa nië grot nauch, üm 'n Flasch Wëin uttaudrinken, deu mußt eiste noa ä En wasse u grötte wade.
547205;20,56768978;48,94297995;6;1;18000;ZIPSER NEUDORF (SPIￅﾠSKￃﾁ NOVￃﾁ VES);gruss;u;grösser;ö;Du best noch nech gruss genug, um ejne Flasche Wain auszutrenken, du musst erscht noch etwos wachsn u. grösser wern.
547213;20,62;48,84;6;1;18001;WAGENDRÜSSEL (NÁLEPKOVO);gruss;u;grëssa;ë;Du pist noch nëch gruss genug oum a Flasch Bein auszutrinkn, du musst noch a bos bochsn ound grëssa bëan
547212;20,93372629;48,85146308;6;1;18003;GￃﾖLLNITZ (GELNICA);gruss;u;gressa;e;Du pist noch nech gruss genug, um a Flasch Bein auszutrinkn, du mußt e͡ascht noch a bóss bachsn und gressa bean.
547211;20,36687276;48,8196973;6;1;18004;DOBSCHAU (DOBￅﾠINￃﾁ);ruß;u;greßer;é;Du pest noch net ruß ganug a Flosch Bein auszutrinken, du mußt eas̱t a pissel bov̱hsen und greßer bearen.
547215;20,74010208;48,73016195;6;1;-18008;SCHMￃﾖLLNITZ (SMOLNￃﾍK);grús;ú;grésa ;é;Du pist nó nech grús genuck a Flasch Bein auszotrinkn, du musst noch a bós backsn unt grésa bean.
547217;20,90633397;48,71071744;6;1;18010;METZENSEIFEN (MEDZEV);grous;ou ;grösa;ö;Du pist noch neht genuk grous tos te a Flasch Bein künest aus trinkn du, mus noch abos baksen on grösa bein.
547220;13,59260046;48,96730053;6;1;18013;BUCHWALD (BUￄﾌINA);grouß;ou ;greßa;e;Du bist nou neït grouß gmua, daßt a Flouschn Wein austringazt, du muaßt erscht nou a weïng wouxn u. greßa wean.
547227;13,79494123;48,94551277;6;1;18018;SCHATTAWA (ZￃﾁTON);grouß;ou ;größa;ö;Du bist nejt grouß gnua, daß d' a Flouschn Wei austringa koust, du muaßt no a biße͜i wouchsn und größa wern.
547235;14,10381253;48,94718523;6;1;18028;ZABORSCH (ZￃﾁHORￃﾍ);groiß;oi;greßa;e;Du bist nõu neït groiß gmou, das d a Floschn Weï ausdringast, muaßt eascht nõu awẽing wogsn und greßa wen.
547295;13,87892421;48,81591509;6;1;18058;HIRSCHBERGEN (HIRￅﾠPERKY/JELENI);;;größa;ö;Du bist nou z'kloa, daß du a Floschn Weia austrinkst, du muaszt erscht woxn und größa wern.
547300;14,0740231;48,78213936;6;1;18064;HONETSCHLAG (HODￅﾇOV);groiß;oi;gressa;e;Du bist nou nit groiß gmua, daß d a Floschnn Weĩ austringast, du muast erscht noũ a weing wochsn u. gressa wen.
10301;13,84145;48,60522;7;1;18091;KOLLERSCHLAG;grois;oi;gresa;e;Du bist nu net grois gmua, um a floschn wei ausz'tringa, du muaßt nu a weng wogsn und gresa wen.
547504;14,10455829;48,64006942;6;1;18095;SANKT THOMA (SVATￃﾝ TOMￃﾁￅﾠ);groiß;oi;größer;ö;Du bist no net groiß gnua, a Floschn Wei ausztringa, du muaßt erscht no a weng wogsn und größer wean.
547512;14,31207319;48,6157219;6;1;18101;HOHENFURTH (VYￅﾠￅﾠￃﾍ BROD);gross;o;gresser;e;Du bist no nit gross gnua, um a Floschn Wei zan ausdringa, du muasst zscherst no wos wochsn und gresser wern.
547555;14,42805572;48,93731559;6;1;18132;HUMMELN (HOMOLE);groß;o;greßr;e;Du bist no zweng groß, dast a Floschn Wei austrinkst, du muast erst no a bisserl wochsn und greßr wern.
547559;14,53884842;48,99293587;6;1;18135;RUDOLFSTADT (RUDOLFOV);groß;o;größr;ö;Du bist no net groß g'nu, um a Floschn Wein ausztrinkn, du mußt no wos wochs'n und größr wern.
6784;15,12159;48,9312;7;1;18144;GROSS-RADISCHEN;groß;o;greßer;e;Du bist nu net groß gmui, um a Floschn Wẽi ausztrinka, du muißt nu a weng wachsn u. greßer werdn.
547572;14,35130255;48,78070398;6;1;18188;PRIETHAL (PRￃﾍDOLￃﾍ);groiß;oi;größa;ö;Du biẽt na (nau) nit groiß gmua, daß ’d a Floschn Wei(n) austringa kunnst, du muaßtnau wos woksn u. größa wearn.
547574;14,62222893;48,76157409;6;1;18192;GOLLNETSCHLAG (KLENￃﾍ);groiß;oi;greß(a);e;Du bist nau niht groiß gmua, daß d’ a Floschn Wä austring(a) kaust, du muaßt eg(a) nau a wajng, woxn u. greß(a) wehr.
547583;14,86460492;48,79093469;6;1;18210;WEISSENBACH (VYSNￃﾉ);;;größa;ö;Du bist nu zkloa um a Floschn Wei auszutrinka, du muaßt erscht wogsn und größa wearn.
1825;15,11402;48,77595;7;1;18218;LANGSCHWARZA;groß;o;großa;o;Du bist no nit groß gmui um a Floschn Wei ausztringa, du muißt erst no a weng wogsn und großa wirn.
541836;22,5167;54,8167;1;1;1829;RUDSZEN (POLTAVSKOE);grot;o;greter;e;Du best noch nicht grot genog, om ene Flasch Wien uttodrinke, du moßt erscht noch en End wackse un greter ware.
547611;14,60020725;48,61371164;7;1;18290;UNTERWALD;groass;oa;größa;ö;D bist nu nöt groass gnua, dass d’ a Flaschn Wein austrinka kannst, du muasst nu wachsn u. größa wean.
1213;14,8248;48,62922;7;1;18296;BAD GROSSPERTHOLZ;groß;o;gressa;e;"Du bist no nit groß gnua, um a Floschn Wei ausztrinkn, du muast erst no a bissl woachsn und gressa wern. 
"
9109;15,1154;48,63319;8;1;18310;OBERSTRAHLBACH;gross;o;größa;ö;Du bist nu nit gross gnus, daß d’a Flosch’n Wein austringa kunst, du mußt no a weng wogs’n u. größa wer’n.
8215;15,35237;48,93926;8;1;18359;WALDKIRCHEN;groß;o;greßa;e;Du bist nu net groß gnua, um a Floschn Wein ausz’trinka, du muaßt erst nu a wengerl wochsn und greßa werdn.
547669;15,61331894;48,93919862;6;1;18364;HAFNERLUDEN (LUBNICE);groß;o;größer;ö;Du bist no nit groß gnua, daß d’ a Floschn Wei austrinkst , du muaßt erst no a bißl woxn und größer werdn. 
540964;15,84398284;48,93495691;6;1;18367;SCHILTERN (ￅﾠTￃﾍTARY);gross;o;gresser;e;Du bist no nit gross gnui, doss d a Floschn Wein austrinka derfst, muisst erscht no wochsn un gresser wern.
547920;16,15731666;48,88788008;6;1;18407;TￃﾖSTITZ (TￄﾚￅﾠETICE);groß;o;greßa;e;Du bist nonit groß gmui, um a Floschn Wei ausztringa, du muist erscht no a bissal wogsn und greßa wern.
541847;22,81669606;54,80000132;1;1;1842;WARUPￃﾖNEN (FￃﾋDOROVKA);grot;o;gröter;ö;Du best noch nich grot genog, omm ene Flasch Wien ut tudrinke, du most erst noch en End wakse un gröter ware.
8704;15,3815;48,79309;8;1;18432;DIETMANNS;gros ;o;gressa;e;Du bist nu nid gros gmua, doß d’ a Floschn Wei ausdringa kunzt, du muaßt erascht nu a bißl woxn und gressa wearn.
6309;15,63866;48,77886;8;1;18441;SCHIRMANNSREITH;groß;o;greßa;e;Du bist no nit groß gnui, daß d’a Floschn Weiïn austringa kannst, dumuißt no a weng wogsn und greßa wean.
1855;15,90257;48,77849;8;1;18454;HOFERN;groß;o;gräßa;ä;Du bst no nit groß gnui, um a Floschn Wein aus z’tringa, du muißt erst no wogsn u. gräßa wer’n.
158846;16,96984;53,75059;1;1;185;JELNIA;grot;o;grötte;ö;Du bist no ni grot nug, um en Fasch Wien ut to drinken, du mußt no a Jnn wassa u grötte wara.
547955;16,13160996;48,7465636;8;1;18508;GERSTENFELD (JEￄﾌMENIￅﾠTￄﾚ);groß;o;greßa;e;Du bist no nit groß gnui dast a Floschn Weij ausdringa konst, du muist no a weni greßa wen.
2862;15,39468;48,61876;7;1;18525;FRANZEN;groß;o;ggreßa;e;Du bist nu ned groß gnua um a Flaschn Wein auszdringa, du muaßs erschd nu a wengl waxn und ggreßa wean.
7482;15,63736;48,62925;7;1;18534;ROSENBURG;groß;o;;;Du bist no nit groß gnua, als daß’o kunst a Flaschn Wein austrink’n, du muaßt er no a wengerl wach’sn.
6575;15,84912;48,58705;8;1;18554;OBERDÜRNBACH;groß;o;größa;ö;Du bist no net groß gmui, das d’ a Floschn Wei austrinkst, du muißt erscht no a weng wochsn und größa werdn.
6083;16,09658;48,58647;8;1;18559;ASPERSDORF;groß;o;greßa;e;Du bist nau net groß gmui, das’d a Floschn Wei(n) austrinkst, du muißt erscht nau woxn u. greßa wean.
547963;16,37348031;48,91950827;6;1;18607;DAMNITZ (DAMNICE);groß;o;gressa;e;Du bist no net groß gnui, daßt a Floschn Wei(n) austrinka konnst, du muißt erscht no a bissl wochsn und gressa werden.
548003;16,65177623;48,90542723;6;1;18627;TRACHT (STRACHOTￃﾍN);groß;o;;;Tu bist no nit su groß, daß d a Floschn Wei austrinkst, tu muißt trs zerscht vrdirnr und fleißi orbrtn.
548013;16,76723342;48,8738553;6;1;18637;SAITZ (ZAJECￃﾍ);groß;o;größr;ö;Du bist no nit groß gnui, därfst no nit a Floschn Wai austrinkn, du musst no größr werdn.
548015;16,38060332;48,75125755;6;1;18642;HￃﾖFLEIN AN DER THAYA (HEVLￃﾍN);groß;o;größa;ö;Du bist no net groß gnui, daßt a Floschn Wein austringa konst, do muißt no eha woxn und größa wean.
8827;16,61147;48,74191;8;1;18672;STￃﾜTZENHOFEN;groß;o;greßa;e;Du bist no nit groß gmui, das’d a Floschn Wei austrinkst, du muißt noscht a bißl wachsn und greßa wern.
8563;16,86919;48,69199;7;1;18686;BERNHARDSTHAL;gross;o;grössa;ö;Da bist no nit gross gmui um oa Floschn Wei(n) ausz’trinka, du muißsst erscht no wos wochs’n u. grössa wer’n.
1666;16,38001;48,59086;8;1;18701;PYHRA;groß;o;größer;ö;Du bist na nit groß gmui, um a Floschn Wei ausztrinka, du muißt erscht no a wengerl woksn u. größer werdn.
3395;16,64461;48,58654;7;1;18707;WILFERSDORF;groß;o;gressa;e;Du bist no net groß gnaa zum Ausdringa von aner Flosch’n Wei(n), du muaßt no a bißl woxn u. gressa w
2578;16,81931;48,58918;7;1;18716;PALTERNDORF;groß;o;greßa;e;Bist na (nou) nit groß gnua, dast d’a Floschn Weia austrinka kannst, müßt no a bissl woxn und greßa wean.
548032;18,75578607;48,72212455;6;1;18767;KRICKERHￃﾄU (HANDLOVￃﾁ);groß;o;größer;ö;"Du best net no genug groß zom a Wlasch Bain austrinken; du mußt noch bagsen ond größer bern."
548036;18,56458171;48,54111692;6;1;18774;HOCHWIESEN (VEL'Kￃﾉ POLE);gruß;u;größer;ö;Du best nou net ganug gruß, aß d a Flosch Bei austrinken konnst, du mußt nou äschtig bogsn und größer behn.
6302;13,33412;48,29152;8;1;18786;SANKT GEORGEN BEI OBERNBERG AM INN;groß;o;gressa;e;Du bist nu nöt groß gnua, daß d’ a flasch’n Wein ausdringast, du muaßt erscht nu a weng wacht’n u. gressa wern.
3260;12,87807;48,13026;7;1;18800;HOCHBURG;;;gresa;e;Du bist nu z’klao das a ao Flaschn Wei austrinka konnst, du murst nu wachsn und gresa wern.
2067;13,08331;48,12996;7;1;18805;PISCHELSDORF AM ENGELBACH;graoss;ao;;;Du bist nu nöt graoss gnua, dest a Flaschn Wei austringe kanst.
4511;13,88061;48,46514;8;1;18846;NIEDERKAPPEL;greoß;eo;greßa;e;Du bist nu nit greoß gmua, um a flaschn Wei ausztringa, du muast erst nu a weng wachsn u greßa wern,
5870;14,08545;48,45077;8;1;18855;NIEDERWALDKIRCHEN;;;greßa;e;Du bist nu z kloan, daß d a flaschn mögst austrinka, dū muaßt nū hübsch wachsn u. greßa wern.
6387;13,62778;48,27893;7;1;18902;DORF AN DER PRAM;graoß;ao;greßa;e;Du bist nu net graoß gnua daß d a Flaschn Wei austrinkst du muaßt zerscht nu wochsn u. greßa wern.
1824;13,83155;48,28803;7;1;18910;MICHAELNBACH;greaß;ea;größa;ö;"Du bist no nöt greaß gnua, daß ’d’a Flasch’n Wein austringast; du muaßt zerscht no a weng wåchsen & größa wern."
5939;14,10729;48,28632;8;1;18923;ALKOVEN;greoß;eo;greßá;e;du bist nu net greoß gnuá, dáß t á flåschn Wein tringá kunst, du muáßt erscht nu wåxn und greßá weán.
541892;21,33071539;54,71800592;1;1;1895;KￃﾖNIGLICH DAMERAU;grot;o;greta;e;Du best nach nicht grotgenog, em en Flasch Wien utdedrinken, du moßt eascht noch en End wasse on greta ware
8452;13,34042;48,12665;8;1;18984;ARNBERG;groâß;oâ;greßa;e;Du bist nu net groâß gnua, daßt a Flosch’n Wei azstringa kunnst, muaßt zerscht nu wox’n u. greßa wean.
8840;13,62036;48,11548;7;1;18987;RACKERING;greass;ea;greßa;e;Du bist nu net greass gnua a Flaschn Wei(n) z dringa, du muasst ze(r)scht nu a wengal wagsn und greßa we(d)n.
4832;13,84267;48,12872;8;1;19003;PENNEWANG;greaß;ea;gressa;e;Du bist nu nöt greaß gnua, daßt a flaschn Wein austringa kunst, du muaßt nu a weng wachtn u. gressa wen.
8280;14,10999;48,09704;7;1;19011;SIPBACHZELL;greoß;eo;greßa;e;Du bist no nit greoß gnua daß’da flaschn Wein austringa mögst, da muaßt nu a wengel waxn und greßa wern.
541900;21,6499872;54,73016708;1;1;1904;PESSELN;groht;oh;grötter;ö;Du bösst noch nich groht genohg, omm e Flasch Wien ut-to-drinkè, du mottst örscht ehn End' wacksè onn grötter warè._
8668;14,34938;48,45608;7;1;19070;REICHENAU IM MￃﾜHLKREIS;gråiss;åi;gressa;e;Du bist nu nöt gråiss gnua, dass d a Flåschn Wei ausdrinkst, du muasst ehndda nu a wengal wåxn und gressa wean.
8164;14,61282;48,41729;7;1;19080;GUTAU;groß;o;greßa;e;"Du bist nu nöt groß genua, um die Flaschn Wein ausz’dringa, du muaßt zerst nu a weng wachsn u. greßa wern.
"
3644;14,81413;48,47743;7;1;19085;HACKSTOCK;groiß;oi;greßer;e;Du bist nu nit groiß g’mua, daßt a Flosch’n Wei austrinkst, du muaßt erscht nu wos wochs’n und greßer wer’n.
4536;15,11597;48,4355;7;1;19096;TRAUNSTEIN;groß;o;greßa;e;Du bist nu nit groß gnua, um a Floschn Wein z’trinkn, du muaßt nu wochsn und greßa wern.
8623;14,35965;48,12637;7;1;19138;MARIA LAAH;grôß;ô;greßa;e;Du bist nu net grôß gmu, um a Flâschn Wein auszaúfa, du muasst erscht wachsen u. greßa wern.
4983;14,56535;48,11219;7;1;19144;HAAG;;;gressa;e;Du bist nu z’kloan, daß das instand bist a Flaschn Wei(n) aus’ztringa, da muaßt nu a Par Knödl ess’n, daß’d gressa wirde.
4455;14,87066;48,12448;7;1;19154;AMSTETTEN;groß;o;greßa;e;Du bist nu nit groß gnua, dasd a Flaschn Wein austrinkst, zerscht muaßt nu wochsn und greßa wern.
671;15,13802;48,13043;7;1;19163;WIESELBURG;;;gresa;e;Du bist no zkloa, um a Floschn Wein aus-zsaufn, du muast no a weng woxn und gresa wern.
541915;21,93005406;54,69998961;1;1;1919;GROￃﾟ GERLAUKEN (VJAZOVKA);grot;o;gröter;ö;Du böst noch nich grot genog, omm öne Flasch Wien uttodrinke, Du moßt örst noch ön Ende wacksen onn gröter ware.
2154;14,37301;48,28577;7;1;19225;STEYREGG;groß;o;greßer;e;Du bist nu nöt groß gmua a Flaschn Wein ausztringa, du muaß zerscht nu a wengerl wachsn u. greßer wern.
5161;14,58171;48,27398;7;1;19233;SCHWERTBERG;graos ;ao;gressa;e;du bist nǔ net graos gnua, a flaoschn wey auszdriŋā, du muast zeršt nǔ waoksn und gressa weān.
541919;22,21995783;54,67997099;1;1;1924;PAKALLNISCHKEN (SUVOROVO);groht;oh;grötter;ö;Du böst noch nich groht genohg, om̄ e Flasch Wien uttodrinke, du mottst örscht noch e End wachse on̄ grötter wahre.
10470;14,80633;48,26712;7;1;19245;BAD KREUZEN;groosz;oo;grisza;i;Du bist nu net groosz gnua um a Flasche Wein aus zuffa, du muszt e nu wachsn u grisza wen.
1649;15,06545;48,28211;8;1;19257;ALTENMARKT;groß;o;größa;ö;Du bist nu nit groß gnua, daß ’d a Floschn Wei’ austrincha kunntst, du muaßt eanda nu a weng woxn u. größa werden.
6265;15,37385;48,44265;8;1;19301;ELS;groß;o;größa;ö;Du bist no nit groß gnua, daß d’a Flaschn Wei(n) austrinkast, da muaßt no a weng waxn und größa wer’n.
6317;15,61839;48,43843;8;1;19311;GNEIXENDORF;groß;o;greßa;e;Du bist nu net groß gmua, dast a Floschn We austringst, du muat nu a bißl wochsn und greßa wean.
5673;15,81873;48,4378;7;1;19322;FELS AM WAGRAM;groß;o;größa;ö;Du bist no net groß gmua, daß d’ a Floschn Wen austrinkst, du muaßt no a bißl woxn und größa wern.
120;16,12987;48,44154;7;1;19334;OBERHAUTZENTAL;groß;o;gresa;e;Du bist noa net groß gnua, um a Floschn Wei ausdringa, du muast no a wengal woksn u. gresa wern.
3789;15,37381;48,25755;8;1;19401;SCHￃﾖNBￃﾜHEL AN DER DONAU;groß;o;größer;ö;Du bist no net groß gnua, daß d’ a Flaschn Wei(n) austringa kunntast, du muaßt no a bißl wachsn und größer werdn.
8957;15,56514;48,25859;7;1;19404;KARLSTETTEN;groß;o;größa;ö;Du bist nu net groß gnua, daß’ d a Flosch’n Wei ausdringa kunnst, du muaßt erscht nu a weng wox’n u. größa wean.
2259;15,85976;48,25537;7;1;19419;WￃﾜRMLA;groß;o;greßa;e;Du bist no net groß gnua, um a Floschn Wei ausz’tringa, du muaßt nu a weng wochsn und greßa wean.
3206;16,07034;48,25642;8;1;19429;RIED AM RIEDERBERG;groß;o;greßer;e;Du bist nu net groß g’nur, um a Flāsche Wei ausz’trinken, du mußt erst no a weng wachsn u greßer werdn.
6637;15,34061;48,11103;8;1;19479;MANK;gros;o;greßa;e;Du bist no net gros g’nua, daßt a Floschn Wein aussaufst, du muaßt ehanda nu a bißl waxn und greßa wärn (wern)
5564;15,60619;48,10536;8;1;19486;WILHELMSBURG;;;größa;ö;"Du bist no z’klan, daß d’ shon a Floschn Wei austrinka kannst; du muaßt erst no a weng wochsn u. größa wern."
3882;15,862;48,08457;8;1;19492;STOLLBERG-SIEDLUNG;gross;o;größer;ö;Du bist no nit gross gmua, daß a Flasch’n Wein austrinkn derfst, du muisst erst nu wachsn und größer werd’n.
535058;19,90818698;54,64428333;2;1;1953;PILLAU;groot;oo;grätta;ä;Du bößt nog nich groot genog, omm eene Flasch Wien utto drinnke, du moßt eascht nog ean Ennd wazee onn grätta warre.
3342;16,10967;48,08122;7;1;19541;GRUB;grouß;ou;;;Du bist naun nit grouß gnua, um a Floschn Wein ausz’tringa, du muaßt z’erst naun a weng woxn u. stärka wean.
541947;20,15361676;54,5820861;2;1;1956;PATERSORT (BEREGOVOE);grot;o;gretter;e;Du bêst noch nich grot genog êm ehn Flasch Wien uttoudrinke, du m oßt erscht noch en End wasse onn gretter warre.
1565;16,37147;48,42971;7;1;19564;OBERGￃﾄNSERNDORF;;;greßa;e;Du bist no z’kloan, daß dö Floschn Wein austringa kunnst, du muißt no a weng wogsn und greßa wen.
8376;16,65674;48,39499;7;1;19607;RAGGENDORF;gross;o;greßa;e;Du bist no nit gross gmui, a Floschn Wein ausztringa, du muisst erscht no ewos wogsn u. greßa wern.
541953;20,42971236;54,62002257;1;1;1962;BERGAU (TZWETKOWO);grot;o;gröta;ö;Du böst noch nich grot genog, om een Flosch Wien uttodrinke, du most erscht noch e End wasse on gröta warre.
9119;16,84009;48,41077;7;1;19621;STILLFRIED AN DER MARCH;groß;o;grĕßər;ĕ;Du bist noch nit groß gmui, daß d’a Floschn Wein austrinkst, du muißt earscht noch a bissl wogsn und grĕßər weardn.
548065;17,24752517;48,27003479;6;1;19640;GRￃﾜNAU (GRINAVA);kroß;o;kreßa;e;Tu pist nô nit knui kroß, daßt (a) Floschn konnst krinkn, tu mu(i)ßt e(a)scht nô woxn unt kreßa wean.
4951;16,37347;48,23057;7;1;19642;20. BEZIRK-BRIGITTENAU;groß;o;greßa;e;Du bist no net groß g’nua, daß d’a Flasch’n Wei’ aussaufast, da muaßt erscht a wengerl wachs’n und greßa wer’n.
877;16,56927;48,24529;7;1;19646;RAASDORF;groß;o;größa;ö;Du bist no net groß genua, um a Flasch’n Wein ausz’trink’n, du muaßt erscht no a bißl woxen und größa wer’n.
9501;16,87702;48,24132;8;1;19657;BREITENSEE;groß;o;größa;ö;Du bist no nit groß gnua, um a Flosche Wein ausztrinka, du muaßt erst no wachsn u. größa werdn.
548066;16,98660986;48,17332242;77;1;19659;THEBEN (DEVÍN);groass;oa;gressa;e;Du bist no net groass gnua, um a Flaschn Wei ausz’trinka, du muast erscht no was wocksa und gressa wer’n.
4984;16,34608;48,08334;8;1;19667;BIEDERMANNSDORF;gros;o;greßa;e;Du bisd nu ned gros gmua, dasd a Flaschn Wei aussaufn kasd, da muast scho nu a wengl waxn und greßa wean!
2058;16,60641;48,08282;8;1;19674;ENZERSDORF AN DER FISCHA;graß;a;greßa;e;Du bist no net graß gmua, daß ’d a Floschn Wei austrinka kenntst, do muaß’d zeascht no mea wochsn u. greßa werdn.
8089;17,06565;48,09174;7;1;19696;KITTSEE;gross;o;grössa;ö;Du bist no nid gross gnua, um a Flosdn Weia austrinka, du muasst no wos wochs u. grössa weadn.
548071;17,27654171;48,0994024;77;1;19705;MISCHDORF BEI PRESSBURG (NOVￃﾉ KOￅﾠAR;kross;o;kressa;e;Tu pist nõ nid kross kmui, a Floschn Waĩn austringa, tu muisst nõ a pisl wochsn und kressa wedn. 
6146;16,85904;48,06596;7;1;19726;ROHRAU;gross;o;grössa;ö;Du bist no nit gross gnua, um a Floschn Weia ausztringa, du muasst örst no a bissl wochs’n und grössa werd’n
1795;12,11833;47,59421;77;1;19739;THIERSEE;grauß;au;;;Du bist nu nit grauß gnuag, um a Fläsch Wei ausztrinkn, du muaßt eascht nu a bißl waxen.
548073;11,67317112;47,56336878;8;1;19748;ACHENWALD;;;greaßa;ea;Du bist nu z’kloa, zana Flaschn Wei ausz’trinkn, du muaßt zeascht a bißl waxn un greaßa wean.
541967;20,75395508;54,59520723;1;1;1977;FUCHSBERG (SEMￃﾋNOVO);grot;o;grätta;ä;Du best noach nich grot genog, om de Flasch Wien uttedrinke, Du most eascht noach e End wasse on grätta warre.
10322;13,08;47,94;8;1;19775;OBERTRUM AM SEE;;;gressá;e;Du bist nua’ weng zkloa’, dast’d doe Flasch’n Wei’n austrinkátst, du muast erst nu á weng wachs’n und gressá wern.
8654;13,33222;47,96455;8;1;19787;HOCHFELD;graoß;ao;greßa;e;Du bist no nöt graoß gnuag, das da Flaschn Wei austrinkst, du muaßt no a bißl wachsn und greßa wean.
4503;13,12175;47,77639;8;1;19823;VORDERFAGER;groß;o;greßa;e;Du bist nu nöt groß gnuag, um a Flaschn Wei ausz’tringa (üblich: daßd a Flaschn Wei ausdringa deafst), du muaßt east nu eppas waxn und greßa wean.
5155;12,39171;47,6314;7;1;19851;SCHWENDT;groß;o;greasa;ea;Du bist no nit groß gnuag, daß a Flasch Wei(n) austrinkst, du muaßt z’earst no a bisl wåchsn & greasa wearn.
8266;12,56947;47,58457;7;1;19854;WAIDRING;grauß;au;greßa;e;Du bist no nit grauß gnuag, um a Flasch Wei(n) ausztrinkn, du muaßt eascht no a wenk waxn und greßa wean.
2502;13,14376;47,62566;7;1;19859;KUCHL;groaß;oa;größā;ö;Du bist no nit so groaß, um a Flasch’n Wei(n) austrink’n, du muaßt zerscht no a bißei waxsn u. größā wea(r)n.
541989;21,02997097;54,6200058;1;1;1987;PREGELSWALDE (-);grot;o;gröta;ö;Du best noach nich grot genog omm en Flasch Win uthtodrinke, du moßt eascht noach e End wasse onn gröta warre.
9635;13,60519;47,94665;7;1;19886;SCHￃﾖRFLING;;;greßa;e;Zu den bist nu z’kloa, daßt a Flaschn Wei(n) alloa austringa kinnatst, da mußt zerstsch nu wachsn und greßa wen.
3545;13,84472;47,93463;8;1;19896;GSCHWANDT;greos;eo;;;Du bist noch nicht greos gnua, uma Floschn Wei ausztringa, du muaßt erscht no a wengl woxn 
10508;14,1261;47,93733;7;1;19901;SCHLIERBACH;gra͜oß;a͜o;greßa;e;Du bisd nu nöd gra͜oß dmua, da͜osd a fla͜oschm We͠i ausdringa mögst ma͜ogst [„mögst“ über „ma͜ogst“] (kinast) du muaßd (weng) [„du muaßt“ über „weng“] zuaschd bißl [„zuaschd“ über „bißl“] nu a greßa [„nu a“ über „greßa“] wengal we(i)hn [„wengal“ über „(i)“ über „wehn“]. 
7772;13,36379;47,76694;8;1;19941;SANKT GILGEN;g^o͜uß;o͜u;greßa;e;Du bist nu not so gro͜uß, daßt a Flåschn Wei(n) austaufn kå(n)st, du muast z erscht nu a wenk wågn u greßa wern.
1060;13,77433;47,81259;7;1;19945;EBENSEE;;;gressa;e;Du defst nu koa Bia dringă, du bist nu z’kloa, zo den muaßt schã nu gressa wen.
1998;14,13035;47,80539;7;1;19947;STEYRLING;groaß;oa;greßa;e;Du bist nö nöt groaß gnua, um a Flaschn Wein ausz’trinka, du muaßt nó a weng wachs’n und greßa wen.
534648;13,62557;47,71194;7;1;19956;BAD ISCHL;;;greßa;e;"Du bist no z kloan, um a Flaschn Wei’n auszsaufn; da muaßt erscht greßa wern."
772;14,32754;47,72243;7;1;19965;WINDISCHGARSTEN;;;gressa;e;Du bist nu vä z dloa, dass d a Flaschn Wẽi aussaufst, du muaßt nu a nödtla Dnödl ößn daß d gressa wirst.
5193;13,61647;47,64116;7;1;19971;BAD GOISERN;;;gressa;e;Du bist no z’kloã, daß d’a Flasch’n Wei austrinkatst, du mussd, nŏ a weng woagsn u. gressa wen.
5471;13,83922;47,62693;7;1;19977;GRUNDLSEE;graoß;ao;greßa;e;Du bist nu nit graoß gmua, daßd’ a Flaschn Weiñ austrinka kunntst, du muaßt enta nu a Trimml waksn und greßa wen. (...an etla Kno(d)n essn, daßd’ vonana gehst.)
548078;14,07582046;47,55789937;8;1;19993;WￃﾖRSCHACHWALD;groß;o;greßa;e;Du bist no nöt groß gmuag, um a Flaschn Wei(n) ausz’tringa, da muaßt no waxn und greßa we(h)n.
6099;14,34035;47,92138;7;1;20005;TRATTENBACH;groß;o;greßa;e;Du bist nu net groß gnua, um a Flaschn Wein ausztringa, du muaßt nu wos woxn und greßa wern.
294;14,57161;47,97255;8;1;20008;SULZBACH;;;greßa;e;Dũ bist no z’kloa, daßt a Flâschn Wei aũstrinkst, dũ mũaßt no oft an Schâfkas essn ũnd greßa wern.
1279;14,89384;47,94794;7;1;20019;YBBSITZ;g'roß;o;greßa;e;Du bist nu z’weng g’roß, um a Flosch’n Wein ausz’tringa, muaßt van eh mi woxn und greßa we’n.
9595;15,08807;47,92901;7;1;20023;GAMING;groß;o;greßa;e;Du bist no nit groß gnua, um a Floschn Weia(n) ausz’tringa, du muaßt no wos woxn u. greßa wean.
