Bogennummer;REDE_Namen;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;WS22::Transliteration WS22;WS22: Adjektivform;WS22: Stammvokal;WS31::Transliteration WS31;WS31: Adjektivform;WS31: Stammvokal
52086;Barsdorf;13,28954;53,105;122172;1;Marburg;Man müt lud lerm, süs vosteit he uns nich.;lud;u;Ick vostah gu nich, gi mürn en beth lüra sprek'n.;lüra;ü
52095;Petersdorf;13,60041;53,09193;124871;1;Marburg;Man müt lut schrien, sü̆ß vasteihta uns nüscht.;lut;u;Ick vastoă ju nich, ji müdd'n beten lüda sprek'n.;lüda;ü
5210;Skwierzyna;15,50421;52,59839;531352;1;Marburg;Ma muss laut schrein, sunst versteht err uns nich.;laut;au;Ich versteh' eich nich, ihr müsst 'n bischen lauter sprechen.;lauter;au
52103;Flieth-Stegelitz;13,84882;53,12741;121528;1;Marburg;Een müt luud schrie'en, süß vasteit he uns nich.;luud;uu;Ick vastòh Juh nich, Ji müdd'n en bät luda spräken.;luda;u
52113;Passow;14,11807;53,14367;124439;1;Marburg;Ena mut luht schriege, süst versteita uns nich.;luht;uh;Ick vasteh ju nich, jie müdd'n bitsche luda reden.;luda;u
52129;Widuchowa;14,39068;53,12647;374809;1;Marburg;Eener mutt luhd schrieg'n, süst versteiht heh uns ni (ne).;luhd;uh;Ick versto͡ah juch ne, jie möt'n bā̈t (bitz) lūder räd'n.;lūder;ū
52139;Banie;14,66334;53,1004;531829;1;Marburg;Man mutt lud schriegen, süst versteiht he aos nich.;lud;u;Ick verståh gu nich, gie möten een bät luder spräken.;luder;u
5214;Krobielewo;15,76797;52,62954;366790;1;Marburg;Mon muß laut schrein, sunst verstiht ha uns nicht.;laut;au;Ich verstieh eich nich, ehr meßt en bischen lauter sprachen.;lauter;au
52154;Obromino;14,94711;53,11395;372473;1;Marburg;Eine möth lēg schriē, süst vesteht he ōs ne.;lēg;ē;Ick vestoah ju ne, ji möthe bäthke luge sprēcke.;luge ;u 
52169;Brzezina;15,25253;53,11642;375503;1;Marburg;Ma mut luj schrije, süste vasteht he os ni.;luj;u;Ick vastoh ju ni, ji möte a bätke luje räje.;luje ;u
52276;Bagicz;15,6967;54,19204;161008;1;Marburg;Ma mutt lūūr schriega, süß vasteht (vaschteht) hei uß nich.;lūūr;ūū;Jck vastōāh juww nich, ji möta ra bätka lura spräka.;lura;u
52278;Lasin Koszalinski;15,81503;54,21792;149615;1;Marburg;Ma mutt lur schriege, süstè vösteht hei us nich.;lur;u;Ick vàstah juww nich, jie mötè eiè bittzkè lurè spräkè.;lurè;u
52311;Sieciemin;16,41486;54,24551;150482;1;Marburg;Man mutt lur schrie, süß versteht hei us nich.;lur;u;Ick versta juch nich, ji mäte ein Betke lure spräcke.;lure;u
52349;Pomysk Wielki;17,55974;54,20701;532066;1;Marburg;Ma mut lud schrieä, süstä versteht hei uns nich.;lud;u;Ik verstouh juch nich, ji' moutä ä' bitskä luder redä.;luder;u
52359;Szymbark;18,10229;54,21891;372650;1;Marburg;Wer mot lut schrigge, sonst versteht hei o͜us nich.;lut;u;Ek vestoh jug nich, gi mete bät lude rede.;lude;u
52374;Szklana Gora;18,39091;54,21134;162813;1;Marburg;Men mot lut schrie, sunst versteht hei uns nicht.;lut;u;Ick verstoa ju nicht, jü mütten en bitzken luder spräken.;luder;u
52396;Skowarcz;18,67887;54,18428;374546;1;Marburg;Man mott lud schrije, sonst versteit he ons nich.;lud;u;Ek versto͜a ju nich, je motte en beske luder spräke.;luder;u
52428;Oberlakendorf (Solnica Górna);19,21999587;54,17994204;547647;1;Marburg;Ener mot lut schrie, senst vrsteit he ons nich.;lut;u;Ek verstoa ju nich, ju motte en besken luder redn.;luder;u
52440;Deep (Czajcze);16,15028383;54,27992847;547644;1;Marburg;Ma mut lud schriea, susda vasteiht hei us nich.;lud;u;Ick vastoa jug nich, ji meuda eia biska lura rära.;lura;u
52463;Bialecino;16,65424;54,25478;146994;1;Marburg;Man mutt luhr schriegen, sünst versteht hei us nich.;luhr;uh;"Ick versteh jug nich; jüh möte a Biske luure spräcke.";luure ;uu
52478;Bronowo;17,00801;54,25951;153596;1;Marburg;Ma mut lud schriä, sistä vasteht hei us nich.;lud;u;Ick vastah juch nich, ji mutdä eiä bitzkä lurä spräka.;lurä;u
52484;Reddies;17,23401871;54,25062158;535009;1;Marburg;Ma mut lut schria, sista versteht hei us nich.;lut;u;Jck verstah jug nich jü mutta abitska luder reda.;luder;u
52567;Pasewark;19,03778221;54,32941578;535017;1;Marburg;Man mott luhd schreen, sonst versteiht he ons nich.;luhd;uh;Eck verstoh juh nich, juh motten ehn beht luhder reden.;luhder;uh
52578;Bad Rügenwalde;16,42491688;54,4259439;535019;1;Marburg;Ma mutt luhr schriege, sist verstoht hei uns neg.;luhr;uh;Jck versteh jug nich, ji möte'n bät luder spräke.;luder;u
5259;Prusim;16,01367;52,57974;170297;1;Marburg;Man muß laut schreien, sunst verstieht man uns nich.;laut;au;Ich verstieh eich nich ihr mäst ein bischen lauter sprechen.;lauter;au
52600;Radoslaw;16,67668;54,41802;373231;1;Marburg;Man mut lur schrieje, süs vasteht hei us nich.;lur;u;Ick vastah juw nich, jie mätä ä bäjä lurä spreckä.;lurä;u
52700;Losino;17,00751;54,41566;372176;1;Marburg;Ma mot lud schrie, söst versteht hei ous nich.;lud;u;Ick versta gug nich, gü motte eie betzke luder spreke.;luder;u
5271;Przyborowko;16,57968;52,57107;153325;1;Marburg;Man mut laut schrei'n, sunst verstiht a nischt.;laut;au;Ich verstih euch nich, ihr meßt a bissel lauter sprechen.;lauter;au
52714;Labiszewo;17,28164;54,40154;373806;1;Marburg;Ma mutt lud schria, sinst versteht hei uns nich.;lud;u;Ick verstoh jug nih, jie muta biska luda reda.;luda;u
52722;Karwen;17,54646141;54,39174082;535029;1;Marburg;Ma mut lud schriee, sünst versteht hei uns nich;lud;u;Ich verstoh jug nich, jie mudder nitzke lude spreke.;lude;u
52755;Heubude (Stogi);18,70762807;54,36152213;547552;1;Marburg;Man mot lud schrie, sonst versteiht he ons nicht.;lud;u;Eck verstoh ju nich, ju mete en beske luder rede.;luder;u
52762;Skowronki;19,29171;54,35202;148206;1;Marburg;Ma mott sea schrieen, sonst vasteit he onns nich.;sea;ea;Ek vastoa ju nich, ju motten en bätken luda spreaken.;luda;u
52766;Rowy;17,052;54,66557;532002;1;Marburg;Ma mutt luht schriea, sinst versteht hei uns nicht.;luht;uh;Jck verstoa ju nich, ji mäta a bitzka luder spräcka.;luder;u
52767;Machowinko;17,00926;54,59854;151355;1;Marburg;Man mutt lur schrieä, sinnst vasteht hei us nich.;lur;u;Jck vastoah juh nich, ji mäte bitske lure spräke.;lure;u
5277;Gleboczek;17,1064;52,57329;170301;1;Marburg;Ma mut seje schriege, sou vesteht hej os ne;seje;e;Ick vestau ju ne ji möte a beit schiane rede.;schiane ;ia 
52816;Hela;18,80748416;54,60167012;535491;1;Marburg;Man möt hard schrige, sonst versteiht he ons nich!;hard;a ;Ick verstoh jug nich, ji möten e bätke harder rede.;harder;a 
52819;Jaroslawiec;16,5494;54,54194;531958;1;Marburg;Man lur schrije, süß vasteht hei us nich.;lur;u;Ick vastoh juw nich, ji mäudde eie bitzke lure räre.;lure;u
52825;Krolowstrand (Królewice);16,670111;54,55003532;547547;1;Marburg;Man mut lur schrieje, siste vasteht hei us nich.;lur;u;Jck vasta jug nich ji mäte eie biske lure spreke.;lure;u
52854;Drzezewo;17,27697;54,57363;151380;1;Marburg;Man mutt lud schrie, sunst versteht hei us nich.;lud;u;Ick verstoh jug nich, ji mutte ei'e Bitzke luder spreke.;luder;u
52865;Niebedzino;17,6264;54,57747;159314;1;Marburg;Ma mott lud schriege, sonst versteht hei uns nich.;lud;u;Eck verstah juch nich, ju motte ein beske luder spreke.;luder;u
52871;Dabrowka Wielka;17,86262;54,54706;159909;1;Marburg;Ma mott lud schriege, sonst versteht hei uns nich;lud;u;Eck verstah juh nich, juh motte he beske luder spräke (räde);luder;u
52881;Luzino;18,14279;54,55982;532725;1;Marburg;Man mutt laut schriee, sonst versteht er uns nicht.;laut;au;Eck verstoh ju nicht, ju motteen beske luder spräke.;luder;u
52887;Pogorze;18,48418;54,56662;376273;1;Marburg;Man mot lut schrihe, sonst versteit he ons nich;lut;u;Eck verstoh ju nich, ju mete en beske luter spreke.;luter;u
52896;Bialogora;17,95796;54,81679;370581;1;Marburg;Ma mut loud schrigan, sonst versteht hei uns nich.;loud;ou;Ick verstao juh nich, juh matoae bed ludae spraeckae.;ludae;u
52905;Karwenbruch;18,19225506;54,81148685;535047;1;Marburg;Ma mot lut schreen sonst versteiht he ons nicht.;lut;u;Eck verstoh ju nich, jie mote en bedke luder spreke.;luder;u
5291;Gorki Noteckie;15,49686;52,7877;390322;1;Marburg;Man mut lut schriee, sonst versteht hä us nich.;lut;u;Ik verstoah ju nich, jü met'n en bitz lauter spräke.;lauter;au
52913;Wladyslawowo;18,39509;54,79759;373062;1;Marburg;Man mot lut schriehe, sonst versteiht he ons nich.;lut;u;Ik verstoh ju nich ju mete en Beßke luter spreke.;luter;u
52915;Lebieniec;17,60653;54,71937;371968;1;Marburg;Ma mot schriege, sonst versteht hei uns nich.;;;Eck versta͡o ju nich, ju mete betke lauter rede.;lauter;au
52927;Zelazna;17,86227;54,72452;370985;1;Marburg;Man mut lud schrija, sonst versteht hei uns nich.;lud;u;Ick verstoh Juh' nich, Juh' mäta Bäetka luder reda.;luder;u
52936;Tylowo;18,12618;54,71236;152191;1;Marburg;Man mot lut schriga, sonst versteht hei ons nich.;lut;u;Jk verschta ju nich, ju notte en betke luter schpreke.;luter;u
5305;Rapin;15,82514;52,78224;531385;1;Marburg;Man mutt laut schrien, sünst versteit hä uns nich.;laut;au;Ick verstoah ju nich, ji meten en bitsken lauter spraeken.;lauter;au
5315;Pilka;16,05691;52,79024;531137;1;Marburg;Man mut seje schrigge, soste vestäte os nich.;seje;e;Ik vestoa jug nich, ji möt e betzke sönne rede.;sönne;ö
5316;Rzecin;16,29826;52,76573;150011;1;Marburg;Ma mot sehe lamo sosto vesteht he ne.;sehe;eh;Ek vestau ju ne, ji meto abisko sgane reido.;sgane;a
532;Zulawka Sztumska;19,25267;54,01388;371648;1;Marburg;Zu dem muß man emmer laut schreie, wenn er was verstehen sull;laut;au;Ech versteh euch nich, ehr mußt doller schrein;doller;o
5322;Tarnowko;16,59704;52,77659;370615;1;Marburg;Ma mutt sehe schriggio, süste vesteht hey os ne.;sehe;eh;Ick veschtau ju ne, ji möto a bißko sjane redo.;sjane ;a
5374;Groß Golle (Golaszewo);17,43005305;52,73629599;535201;1;Marburg;Man mutt sehe schrigge, süst versteht he os niä;sehe;eh;Ick verstau ju näch, ji mötä a Bische ludä rädä;ludä;u
5386;Lubicz;15,52076;52,95685;389311;1;Marburg;Ma mut lud schriege, süß vesteht he us nich.;lud;u;Ick vestoh ju ni, ji möte ah betke sähne rede.;sähne;äh
5397;Slonow;15,77898;52,93321;390801;1;Marburg;Ma mut sehr schri'e, sunst vesteht he os nich.;sehr;eh;Ick verstoh ju ni, ji möte ä bätke lude rede.;lude;u
5402;Huta Szklana;16,06064;52,92128;371083;1;Marburg;Ma mout seë schriggö, süstö vesteht he os ne.;seë;eë;Ick vestau ju ne, ji möütŏ a bitzkŏ seene reidŏ!;seene;ee
5409;Marienbusch;16,33038893;52,91989184;543436;1;Marburg;Ma mutt vä Gewalt schrigo, süßto västeht he dat nî.;;;Jck västau ju nî, ji mö͡ito a bißkô sane schpreikô.;sane;a
5421;Ostrowki;16,9233;52,91973;373190;1;Marburg;Ma mut sehe schrigge, süs so vesteht he os nie.;sehe;eh;Ick verstau ju ni, ji möto a bis siäne schpreike.;siäne;iä
54871;Neuarad (Aradu Nou);21,32027551;46,15373743;540554;1;Marburg;Me' mun laut schreie, sonst vesteht 's uns nit.;laut;au;Ich verstehe enk nit, ihr müsst e' bissl lauter rede.;lauter;au
549;Przecmino;15,52373;54,11856;150858;1;Marburg;Ma mutt luhr schrieje (blarĕ, bö̆llkĕ), süßtĕ vasteht hei ŭs nich.;luhr;uh;Ick vastoa schuw nich, schie meute ' bitzke lure rärĕ.;lure;u
54901;Zarobka;23,07752;51,34296;361755;1;Marburg;Ma mot seje schrigge, süste vasteht hej os ne;seje;e;Ek vastau ju ne, ji möte a böszke lude rede.;lude;u
54902;Brzozowka;18,81278;53,0253;160033;1;Marburg;Ma mott lut schrije senste vosteht he os nech.;lut;u;Eck vosto ju nech ji mote a bez lude räde.;lude;u
54906;Brzezno;19,05;52,85;152332;1;Marburg;Ma mot lud schrigge, seste vaschtejt hej ous nech.;lut;u;Eck vaschto ju nech, ji motte e betzke lude rede.;lude;u
54909;Zbojenko;19,13162;53,01324;149694;1;Marburg;Ma mot lud schrige, senste vostet hej os nech;lud;u;Ek vostoh ju nech ji mote bet lude rede;lude;u
5491;Brzezno;16,61572;52,90771;374965;1;Marburg;Ma mut sehe schrinko, süsto vestehte os ne.;sehe;eh;Ick verstauo ju ne, gie möto a beit sione reido.;sione;io
54912;Siemiatkowo;20,03035;52,88059;384496;1;Marburg;Ma mot lūd schrije, seste vasteht hè oos nech.;lūd;ū;Eck vasto ju nech, ji motte e betz lūde rede.;lūde;ū
54913;Sompolno;18,51374;52,39054;530476;1;Marburg;Ma mut sèjo schrigio, süsto hyj véstej̈t ōs ny.;sèjo;è;Ik vestau ch(h)ü ny, ch(h)ü mü(ö)jto a bejtkio l̄ūdo rèdo. ;l̄ūdo;ū
54915;Elek (Elek);21,25256423;46,52837104;540515;1;Marburg;Mr mǔǎs lǎut schraia, sunst vrsteadr unz nit;lǎut;ǎu;Ich vrstia eich nid, tiar mést a pisla laudr rétă.;laudr;au
54916;Freidorf bei Temeschwar;21,1663851;45,72229705;626636;1;Marburg;Mr mutz laut schreie , sunst versteht er uns nit;laut;au;Ich vrsteh enk nit ihr miszt a bitzl lauter rede;lauter;au
54918;Scheindorf (Sâi);23,12256048;47,67893082;540519;1;Marburg;M’ muos laut schreie suscht verstuat er ajz it;laut;au;I versta ujh it Iehr mand e bitzle lauter schwetze;lauter;au
54919;Fünfkirchen;18,23295015;46,07109001;626634;1;Marburg;Mizmə laut šrain sunst festēdə uns net;laut;au;Ih feštē eng net ez mists pisl lautə rēan;lautə;au
54922;Sanktanna (Sântana);21,50480608;46,34582086;540512;1;Marburg;Ta Ménsch mus laut schreia, sunst verstéd er am nét.;laut;au;I farsté áih nét, tir mist a' pislé laudár réta!;laudár;au 
54926;Bentschek (Bencecu De Sus);21,42616232;45,88641917;540526;1;Marburg;Mr muss laut schreie, sunscht verstehtr uns net;laut;au;Ich vrsteh eich nett, tir misst a bisl lautr rede;lautr;au
54930;Gottlob;20,7089428;45,93611244;626650;1;Marburg;Mír muss hart schreié schunscht versteht er uns nit;hart;a;Ihr verstehe eich nit, ihr musé é bisl härtér redé;härtér;ä 
54932;Klein-Schemlak (Semlacu Mic);21,4127841;45,34995319;626677;1;Marburg;Mr mŭß laŭt kreische, sŭnscht verschteht er (am) ŭns net.;laŭt;aŭ;Ich verschtéh eich net, ehr mißt o bißche loŭdr rede;loŭdr;oŭ
54933;Sankt Andreas (Sânandrei);21,16818943;45,85534019;540949;1;Marburg;M’r muß hart schreie, sunscht v’rsteht ‘r uns net.;hart;a;Ich v’rsteh Eich net, dir misst e bisl hɑ̈rter redde.;hörter;ö
54935;Neuwerbas (Novi Vrbas);19,65658848;45,56918898;541411;1;Marburg;Mr̥ mus laut kreisə, sunit fəstedtr̥ uns net.;laut;au;Ich fəste eich net, er mise e pische hertər (laudər) redə. ;hertər (laudər);e (au) 
54937;Groß Scham/Freudenthal (Jamu Mare);21,4215454;45,26174573;626656;1;Marburg;M’r muss laut schreie, schunscht verschteht’r uus nett;laut;au;Ich versteh euk net, dir misst e bissel laŭder redde;laŭder;aŭ
54938;Torschau (Savino Selo);19,52662428;45,50310424;540946;1;Marburg;mr mus hårt kraeϭĕ̷̃ rŭnϭ fĕ̷ϭtètr uns nĕt;hårt;å;ix fyϭtè aex net ear miʃe ĕ̷ piʃxi̯e hartr re̩đĕ̷̃;hartr;a
54939;Weprowatz (Kruščić);19,37412285;45,61386126;540824;1;Marburg;Myr mus stårgh (fesd) sraͥêe, wall sunst fyrstetr ŭns nêt;tårgh (fesd);å (e);Ix fyrste ăex nedʰ ir meʃt å pisl lăudr reͥdĕ;lăudr;ău
54943;Neubeschenowa (Dudeştii Noi);21,10004302;45,83953821;540560;1;Marburg;M’r mūss hart krasch’n, soͧnst v’rsteht’n oͧns neͥt;hart;a;Ëich v'rsteihn ëich neit, deir misst bissch'n härt'r reid'n.;härt'r;ä
5519;Berka v.d. Hainich;10,3857;51,04366;137919;1;Marburg;Men moß lut schren, sost verstieht är ons nett.;lut;u;Ech verstieh och nett, deu mött ä bischen luter schpräch.;luter;u
-55359;Kiebitztal (Kuznica);18,39830334;51,46576252;619524;1;Marburg;Man muß stark schrei'n, sonst versteht er uns net.;stark;a;Ich versteh eich net, ihr müßt's a bisl stärker red'n.;stärker;ä
5717;Illeben;10,68004;51,08197;136723;1;Marburg;Me moß laut schräi, sonst verstiet e ons nech.;laut;au;Ech verstiehe och nech, die mott aen beschen lautr spraech.;lautr;au
573;Lykowo;15,83913;54,10419;151041;1;Marburg;Eie mut lûr schrîge, süste vostêt hei ôs nich.;lûr;û;Ick vostâh jouw nich, jî mote ein bä̂t lûre rä̂re.;lûre;û
5730;Gebesee;10,93045;51,11506;138006;1;Marburg;Me moß lud schrei, so nst varstihte ons neech;lud;u;Ech varstihn uch nech, ihr modd a beschen lud'r sprach(j);lud'r;u 
5752;Thalborn;11,21707;51,09189;139545;1;Marburg;Man moß laut schreie, sonst verstihte ons nech.;laut;au;Ech verstih eich neh, ihr moßt ä beschen lauter sprä̆che.;lauter;au
5774;Nirmsdorf;11,47092;51,09456;138041;1;Marburg;Mr moß laut schreie sost värschtiete ons nech.;laut;au;Ech verschtie eich nech mößt ä beschen lauter schwahtze;lauter;au
5810;Crölpa-Löbschütz;11,73675;51,10759;125252;1;Marburg;Marr muß siehre siehre schreie, sunnst varrstiehte uns nich.;siehre ;ieh;Ich varrstiehe euch nich, dr mußt a bischen lauter räde.;lauter;au
5827;Krössuln;11,98998;51,12268;119718;1;Marburg;M'r sin mide un hun, sinst var stieht's uns nich;;;Jich verstieh eich nich, ihr mißt ä bißchen lauter spräche.;lauter;au
584;Dunowo;16,10326;54,10839;152858;1;Marburg;Ma mutt lur schriega, süßta västeht hei uß nich.;lur;u;Jck västau juch nich, ji moata eia beitscha lure spräka;lure;u
5863;Michelwitz;12,28344;51,10735;142787;1;Marburg;Mer muß laut schreie, sünst verschtieht e uns nich.;laut;au;Iche verschtieh eich nich, d'r mußt e wing lauter spräche.;lauter;au
5867;Hollenbach;10,38309;51,23721;138300;1;Marburg;Me muß lut grehle, sunst verstett ha uns nich.;lut;u;Ich verstieh uch nich, die mutt en bischen luter schprache;luter;u
5875;Schlotheim;10,65515;51,24724;141152;1;Marburg;Man muß lut krölen, sunst versteht er uns nich;lut;u;Ich verstiehe uch nich, ihr müßt ein Bischen lut sprechen.;lut ;u
6074;Obertopfstedt;10,94926;51,24899;138268;1;Marburg;Me muß luht schräie, sunnst verschtete uns nech.;luht;uh;Ech verschteh uch nech, dö mutt a beschen luhter schpräche.;luhter;uh
6089;Etzleben;11,17566;51,26229;140306;1;Marburg;Meh moß lut schräin, sust versteht hä uns nech.;lut;u;Ech versteihe uch nech, ehir meßt ä beschen luter spräche.;luter;u
6105;Allerstedt;11,44421;51,25372;122562;1;Marburg;Mer muß laut schraie, sunst verstieht e uns nich.;laut;au;Ech verstieh eich nech, ihr mißt ä bischen lauter spräche.;lauter;au
6116;Gleina;11,72101;51,25779;117964;1;Marburg;Mer muß laut schreie, sunst veestieht de uns nich.;laut;au;Ich verstiehe eich nich, d'r müßt e bischen derber schreie.;derber;e
6129;Kleinkayna/Kleinkaina;11,95713904;51,27790491;543484;1;Marburg;Man muß laut schreien, sunst verstieht er uns nich.;laut;au;Ich verstiehe eich nich, ihr mißt ä bischen lauter spräche.;lauter;au
6168;Rehbach;12,27689;51,27301;138989;1;Marburg;Man muß laut schrein, sonst versteht er uns nich.;laut;au;Ich versteh eich nich, ihr mißt ein bischen lauter sprechen.;lauter;au
6171;Mengelrode;10,10111;51,40024;141207;1;Marburg;Mann muß lude schreggen, sisst verstäht ha̎ uns mit;lude;u;Ich verstäh uch nitt, de mit en bißchen luder spra̎chen.;luder;u
6185;Kirchworbis;10,39571;51,41182;141829;1;Marburg;Me muß lut kröhle, sist versteht ha uns nit;lut;u;Ich verstäh uch nit, di muth enn bischen luter schprache.;luter;u
6196;Grosswenden;10,64567;51,41729;142908;1;Marburg;Me{1} muß luht (sähre) schreie (krehle gahke), sinst verschtäht a{2} uns nich.;luht (sähre) ;uh (äh) ;Ich verschtäh uch nich, dih mit an bischen (luther, hehrer) sprache;luther (hehrer) ;u (eh) 
6341;Auleben;10,92771;51,42579;137795;1;Marburg;Me muß lut schre|ie, sinst verschtiehte uns nich.;lut;u;Ich verstieh uch nich, de mitt änn Bischen luter spräche.;luter;u
6359;Hackpfüffel;11,20275;51,41916;124263;1;Marburg;M' muß luht schräie, sinst verstiht'e uns nich.;luht;uh;Iech värstehe uch nich, de mißt ä bischen luter spräche.;luter;u
6371;Mittelhausen;11,46135;51,43458;122221;1;Marburg;Mr muß laut krehle, sinst vä̆rschtieht ä̆ uns nich.;laut;au;Ich verschtieh eich nich, ihr müßt ä̆ Bischen lauter spräche.;lauter;au
6388;Stedten;11,68367;51,44174;119979;1;Marburg;Me'r muß laut schrei'n, sunst verstihte uns nich.;laut;au;Ich verstihe eich nich, dr mißt ä bischen lauter sprächen.;lauter;au
6400;Ammendorf;11,98661;51,42541;125213;1;Marburg;Mer muß laut brelln, sunst'n verstiehte uns niche.;laut;au;Ich verschtie eich niche, dr ͜mist äh bischen lauter schwatzen.;lauter;au
6418;Glesien;12,22255;51,44566;142404;1;Marburg;Mer muß laut schreien, sinst verschteht er uns nich.;laut;au;Ich verschtehe eich nich, ihr mißt e bischen lauter schprechen?;lauter;au
6426;Zwinge;10,38059;51,55126;141736;1;Marburg;Mann mot luh kaken, süs varschtat hei össig nich.;luh;uh;Eck verstoa jök nich, jie mötet en betchen lür swatzen.;lür;ü
6472;Stolberg (Harz);10,95504;51,57345;124966;1;Marburg;Man muß lut schrein, sonst pp;lut;u;Ich versteh uch nich, die mißt ein bischen luter spräche.;luter;u
6577;Walkenried;10,61756;51,58536;106248;1;Marburg;Ma muss sehre krehlen, sinst verschteht he ein' nich.;sehre;eh;Jch verschteh' uch nich, misst 'n Bischen lūter schwatze. (krehle.);lūter;ū
6593;Königerode;11,20169;51,60088;121263;1;Marburg;Me muß sähre schreen, sinsd värschdäde uns nich.;sähre;äh;Ich versdäh uch nich, de mißd änn bischen särr'r schwazzen.;sär'r;ä
6610;Vatterode;11,43281;51,60078;126483;1;Marburg;M'r muß laut grehln, sunst verstihte uns nich.;laut;au;Ich verstihe eich nich, ihr mißt ä bischen lauter sprächen.;lauter;au
6630;Freist;11,70461;51,60497;122388;1;Marburg;Mor muß laut gröhlen, sunst verstieht er uns nich.;laut;au;Ich verstiehe eich nich, ihr mißt in bischen lauter schwatzen;lauter;au
6656;Drehlitz;11,96531;51,60326;121258;1;Marburg;Mer muß laut schrein, sunst verstiht ers nich.;laut;au;Ich verstihe eich nich, ihr mißt ä bischen lauter sprechen.;lauter;au
6660;Möst;12,27636;51,76097;126588;1;Marburg;Mur̄ muß laut schrein, sonst versteht's ärsch uns nich.;laut;au;Ich verstehe eich niche, ihr mißt a bischen lauter sprechen.;lauter;au
6682;Ramsin;12,23652;51,61112;126052;1;Marburg;Mr muß laut schrein, sunst verschtehte uns nich.;laut;au;Ich verschtehe eich nich, dr misst ä bischen lauter schwatzen.;lauter;au
6690;Braunlage;10,6105;51,72785;108222;1;Marburg;Man mot hart gre(ö)len, sist versteiht hei uns nich.;hart;a;Eck verschtahe jiech nich, jie mötten en betchen harter spräken;harter;a
6705;Rieder;11,16773;51,73322;120184;1;Marburg;Man mott hart raupen, sonst verschtät'e uns nich.;hart;a;"Eck verschtae jich nich; ji mett'n en bettchen harter schwatzen.";harter;a
6793;Riefensbeek;10,38537;51,75371;105245;1;Marburg;Men mot lue schrien, ßüst varsteiht ösch nich;lue;ue;Eck varstah'n jöck nich, ji möttet en betten lu'er spröcken.;lu'er;u
6801;Neuwerk;10,87365;51,75284;123705;1;Marburg;Man mot hart schrien, sinst vorschteite uns nich.;hart;a;Ek vorschtae giech nich, gie metten en bettchen harter schpräken.;harter;a
6821;Aschersleben;11,46082;51,75833;120759;1;Marburg;Man nott laut schrieen, sonst versteht er uns nich.;laut;au;Eck verstahe jich nich, jih müssen an betsken lauter sprechen.;lauter;au
6831;Gröna;11,69886;51,76418;119265;1;Marburg;M'r muß laute schreien, sonst versteht e uns nich.;laute;au;Ich vorstehe eich nich, ihr mißt a bischen lauter schprechen.;lauter;au
6848;Elsdorf;11,9767;51,78113;121031;1;Marburg;Man muß laute schreien, sonst verstieht er uns nich.;laute;au;Ich verstiehe eich nich, ihr müßt a bischen lauter sprechen.;lauter;au
688;Pregowo Zulawskie;18,95682;54,15681;147182;1;Marburg;Man mott luud schriege, sonst versteit he ons nich.;luud;uu;Eck versto͡a ju nich, ji motte en Bäkken luder spräke.;luder;u
6891;Danstedt;10,88689;51,91415;126680;1;Marburg;Man mot lue schrieen, süß vorsteiht hei unsch nich.;lue;ue;Eck verstahe jiech nich, jie möt'n bettchen luer spräken.;luer;u
6960;Abbenrode;10,62543;51,92932;126770;1;Marburg;Man mot lue schrien, sunst vorsteiht hei unsch nich.;lue;ue;Ick vorstahe jich nich, jie mött'n bett'n luer spreken.;luer;u
6981;Emersleben;11,13702;51,92874;121814;1;Marburg;Man mott lue schrie'n, süß vorsteiht hei uns nich.;lue;ue;Eck verstahe jüch nich, jie mött'n bettchen luer spreken.;luer;u
6995;Egeln;11,42586;51,94131;126323;1;Marburg;Man mott laut schrîen (krölen), sonst versteit hei uns nich.;laut;au;Ick verstå ju nich, ji mötten en bettken lauter schpräken.;lauter;au
7007;Eickendorf;11,67388;51,94703;118795;1;Marburg;Man mut laut schrien, sunst verschteiht hei uns nich.;laut;au;Ick verschtahe juch nich, jü mötten an bechen luter lauter schwatzen. (schpräken.);luter lauter;u au 
7022;Kämeritz;11,97232;51,95485;118001;1;Marburg;Man mut lude schrei'n, sonst verstoater uns nich.;lude;u;Ick verstoa jau nich, jei müeden en bätgen luder schwatzen.;luder;u
7033;Natho;12,23114;51,95654;118575;1;Marburg;Man mut luere schräen, sonst verstehtdet nich.;luere;ue;Ick versteh jo nich, jä methen in bisken luere schwatzen.;luere;ue
7180;Liemehna;12,51198;51,43433;136932;1;Marburg;Mer muß laut schrein, sunst verstiehet hä uns nich.;laut;au;Ich verschtiehe eich nich, ihr müßt ä Bischen lauter schprächen.;lauter;au
7198;Röcknitz;12,78179;51,45308;138513;1;Marburg;Mer muß laut schrein, sunst verschtiëte uns nich.;laut;au;Ich verstië eich nich, ihr mißt ä bischen lauter räeden.;lauter;au
7212;Lausa;13,05749;51,43354;136827;1;Marburg;Ma muß laut schreien, sust verschtie=et ä uns nich.;laut;au;Ich verschtie=e euch nich, iär mißt ä bischen lauter schprächen.;lauter;au
7225;Kosilenzien;13,33731;51,45449;122425;1;Marburg;Man muß laut schrein, sunst verschtieht ersch nicht.;laut;au;Ich verschtiehe eich nich, är misst'n bischen lauter sprechen.;lauter;au
