Bogennummer;REDE_Namen;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;WS22::Transliteration WS22;WS22: Adjektivform;WS22: Stammvokal;WS31::Transliteration WS31;WS31: Adjektivform;WS31: Stammvokal
10029;Ringhuscheid;6,34277;50,06311;94965;1;Marburg;Mär mus hart je=izen, sos versteht hän us net.;hart;a;Ech verstinn ech net, dör mußt eh böschen harter schwätzen.;harter;a
10044;Malberg;6,58295;50,04663;95722;1;Marburg;Ma mooß hoët jauzen, soß besteht ä ooß nett.;hoët;oë;Eich bestiehe eich nett, dir mohd ewinnig hohder schwähzen.;hohder;oh
1009;Nowy Klukom;15,49524;53,11481;150069;1;Marburg;Ma mutt se|eh schriega, süsta västeht he os ne.;se|eh;e|e;"Ick västau juh ne, jih möta a bitzka luhge (schon etwas veraltet, dafür ""senne"" von sehr) spreika. ";luhge;uh
1018;Lasko K Choszczna;15,78185;53,08719;531796;1;Marburg;Ma mut lut schrigga, süsta vesteht ha os ni.;lut;u;Ich vestau ju ni, jü möta a betka lude spreke.;lude;u
10215;Pantenburg;6,84042;50,09033;99147;1;Marburg;Ma mouß hort schreien, soß verstäht man nöt.;hort;o;Ech verstühn ech nöt, dou mouß a winig horder schwätzen.;horder;o
1023;Golin;16,08349;53,12516;159464;1;Marburg;Ma mut lut schrigge, sünste vosteht he uss nist.;lut;u;Jk vostah ju ni, ji möthe en bitzken lude spräke.;lude;u
10230;Beuren;7,07928;50,09451;97954;1;Marburg;Mer moß hart kräschen, soß verstät e änn net.;hart;a;Euch verstiehe ech net, dir most härter schwätze.;lude;u
10259;Mörsdorf;7,34404;50,10303;98462;1;Marburg;Ma mos hart schreie, sos verstehrerts net.;hart;a;Ech verstie uch net, dia meßt ebbes härta schwätze.;härta;ä
10275;Badenhard;7,633;50,12291;94920;1;Marburg;Mer muß laut schraïe, sußt verstere uß net.;laut;au;Ich verstehn auch net, dihr mußt=e bische lauter spreche (schwetze).;lauter;au
1029;Niekursko;16,39581;53,11234;531178;1;Marburg;Ma mut sehe schriggo, sästo vestete os n ni.;sehe;eh;Ik vestau ju nei, ji möto a bisko sööne reido.;sööne;öö
10300;Welterod;7,88739;50,1322;95227;1;Marburg;M'r muß laud (hord) schreie (schwetze) soschd v'rschtehd er uns nett.;laud;au;Jch verscheh'n äjch nett ehr mußt e bische lauder schpreche/schwetze.;lauder;au
10315;Bleidenstadt;8,14118;50,13996;96664;1;Marburg;Merr muß hart greische, sunst verstiere uns nitt.;hart;a;Ich verstihe eich nitt, ihr mißt e bische laurer schwetze.;laurer;au
10335;Espeler;6,05347;50,20267;11144;1;Marburg;Mer muß hart geezen, soß versteht hen us nitt.;hart;a;Ech verstoh öch nitt, d'irr mott e besche mi hart schwätze.;harter;a
1035;Stobno;16,63215;53,09276;376330;1;Marburg;Ma mut sehe lut schriko süsto vestete os ne.;lut;u;Ick vestau ju nie, ji möto a beit siane reido.;siano;ia
10351;Brandscheid;6,31001;50,22124;95212;1;Marburg;Mer muß hart jezen, söß versteet hen ous nett.;hart;a;Ech verstinn ech net, dir mist en beschen harter schwäzen.;harter;a
10368;Büdesheim;6,55753;50,21722;97121;1;Marburg;M'rr mous lout jauzen, soß versteed hǟn ous nädd.;lout;ou;Ech verstin ech nätt, d'r maot en Bäßchen louter sprägen?;louter;ou
10381;Waldkönigen;6,7955;50,23069;97404;1;Marburg;Mr mohß hôrt krehsch dohn, sos versteet en os net.;hôrt;ô;Ech verstiehn öch net, dr mohßt jät hôrter schwäätzen.;hôrter;ô
1050;Krostkowo;17,19502;53,11046;370259;1;Marburg;Ma mict sehe schrige, süste vesteht hei us ni;sehe;eh;Ik ensta ju ni, ji meute a bitzge laude räde;lauder;au
10584;Kalenborn;7,0778;50,26048;95268;1;Marburg;M'r mos loaut schreuen, sos verstaid m'r en net.;loaut;oau;Ech verstü ech net, dir mest en beschen dichder schbrärchen.;dichder;i 
10601;Gappenach;7,34445;50,2728;96687;1;Marburg;Me moß hort schraje, soß verstaht er us net.;hort;o;Ech verstin uch net, dir mußt e beßge harter schwätzen.;harter;a
10621;Rhens;7,61816;50,28044;101126;1;Marburg;Mer moß laut schraie, sonst verstieht e ons net.;laut;au;Ech verstien euch net, ihr mößt e besche lauter spreche.;lauter;au
10649;Attenhausen;7,87712;50,29247;96321;1;Marburg;Ma muß hort kräische, sost vestiht e us net.;hort;o;Äich västehe ouch net, är mußt e bische härta schwetze.;härta;ä
10663;Heringen;8,10998;50,31601;94966;1;Marburg;Mer muß hoart kreische, sonst verschdire uns not.;hoart;oa ;Ich verstihn och net, er mußt e bische herter schwätze.;herter;e
10690;Honsfeld;6,28038;50,38149;11763;1;Marburg;Mer muß hart schreien, seß versteht hen us net.;hart;a;Ich verstonn üch net, derr moßt jet harder kallen.;harder;a
10697;Dahlem;6,54324;50,3815;135306;1;Marburg;Mer mooß hart schreen, sons verstet e ons net.;hart;a;Ech verston öch net got, dir mot get harder kalle.;harder;a
10709;Aremberg;6,80584;50,41498;95727;1;Marburg;Mer moß laut schreien, ä sons versteit er ons net.;laut;au;Ech verstohn öch net, ehr mößt jet louter schwätzen.;louter;ou
10736;Hohenleimbach;7,05945;50,41231;96260;1;Marburg;Mr moß hart schreie, soß versteht äh oß net.;hart;a;Ech verstohe öch net, dir moßt jet harter schwätze.;harter;a
10857;Hatzfeld (Eder);8,54797;50,9931;100720;1;Marburg;Mer muß laut graische, sost verstet hä ins nit.;laut;au;Ich versteh och net, ehr mußt eh bische laurer spreche.;laurer;au
10974;Haindorf;10,4237421;50,7188194;542256;1;Marburg;Mö moß sehr (=laut) schräi, süst verstätt ä ons net.;sehr;eh;Jch verstehn üch net, ö mot e Beßle särner schwatz.;särner;ä
110;Rozpedziny;18,9051;53,70548;373879;1;Marburg;Man mut lut schrige, sonst versteiht he uns nich.;lut;u;Jck verstoh ju nich, ji mutte bet luter sprecke.;luter;u
11132;Schwarzwald;10,72904373;50,77061604;542173;1;Marburg;Ma moß luth schrei, sost verstiât a uns nech.;luth;u;Ech verstiâ uch nech, ihr (diâ) müst â bischen luther sprech.;luther;u
11149;Wipfra;10,96938;50,75547;139789;1;Marburg;Me moß lud schreie sost verstitte onns nech.;lud;u;Ech verstie eich nech dähe mott ä Beschen luder schwatze.;luder;u
11180;Remda;11,22809;50,76235;136781;1;Marburg;Me' muß laut schreie, sost v'rschtiht'r uns nech.;laut;au;Ech verstih eich nech, ihr mußt ä bieschen lauter sprâche.;lauter;au
11197;Zeutsch;11,50488;50,7536;141792;1;Marburg;Mer muß laut schreie, sunst verschtiehter uns nich.;laut;au;Ich verschtieh eich nich, ihr mußt e bischen lauter schprache.;lauter;au
11212;Breitenhain;11,73363;50,77235;142209;1;Marburg;Mār muß laut schreie, sist verstieht ār uns nech.;laut;au;Ech verstieh euch nech, ihr müß ā bössel lauter sprāche.;lauter;au
11230;Burkersdorf;12,01318;50,78588;139629;1;Marburg;Mr muß laut schreie, sunst verschtieht er uns nich.;laut;au;Ich verschtiehe äch nich, ihr mußt ä Bissel lauter schpraeche.;lauter;au
11252;Seelingstädt;12,24437;50,77289;139540;1;Marburg;Man muß laut schreie, sunst verstieht ar uns net.;laut;au;Ich verstieh eüch nicht, ihr müßt ä bissel lauter sprachen.;lauter;au 
11262;Seebach;10,42573;50,91165;142683;1;Marburg;M. muß sihr schrehi sost verschtiht er uns nich.;sihr;i;Ich verstihe uch nich ehi mut an bischen sehrer spräch.;sehrer;eh
1133;Debenke;17,45996751;53,22049833;534921;1;Marburg;Ma mut sähä schriga, süß vesteht hei us ne.;sähä;ä;Iksch vestah ji jo ne, ji meute a bitzke sähne rede.;sähne;äh
1139;Gliszcz;17,73634;53,22735;148600;1;Marburg;Ma mutt seä schriegge sustä fästeht hai em nüscht.;seä;eä;Ÿck väschta ju nÿ gi moitä ä Bitzke söhne räde.;söhne;öh
11467;Boilstädt;10,68407;50,91991;138852;1;Marburg;Mäh moß laut schrai sost verstehtt ër ons nech.;laut;au;Ech verstieh och nech, düh mott än böschen lauter spräch.;lauter;au
11485;Ingersleben;10,93186;50,92027;142811;1;Marburg;Me moß lud schri, sost värstiête ons nech.;lud;u;Ech verstihe uch nech, ihr moßt a Beschen luter spräche.;luter;u
1150;Czarze;18,26662;53,22211;375151;1;Marburg;Man mot lut schriege senste vasteit he nuscht.;lut;u;Ek vasto ju nech ji mote he betske lute rede;lute ;u
11515;Gutendorf;11,20701;50,91984;139765;1;Marburg;Mi mossen laut schreie sost verstiehte ons nech;laut;au;Ech verstiehe eich nech, ihr moßt was lauter schwatze.;lauter;au
11539;Kleinschwabhausen;11,46177;50,93317;138476;1;Marburg;M'r muß laut schreie, sost vārstiehte ons nech.;laut;au;Ech vārschtieh eich nech, ihr mußt ā beschen lauter sprāche.;lauter;au
11568;Thalbürgel;11,74837;50,93578;136839;1;Marburg;Mer muß laut schreie, sest verstiehte ons nich.;laut;au;Ich verstieh eich nich, ihr mußt ä beschen lauter schpräche.;lauter;au
1157;Bielczyny;18,56976;53,2111;373923;1;Marburg;Man mueß laut schreia, sonscht versteht er uns nett;laut;au;I versteh euch nett, ihr müeßt a bisle lauter sprecha.;lauter;au
11586;Bad Köstritz;12,01155;50,92981;138178;1;Marburg;Mr muß laut schreie, sist verstiehter uns nich.;laut;au;Ich verstieh eich nich, er mußt e bissel lauter rede.;lauter;au
11607;Lumpzig;12,26812;50,94846;141924;1;Marburg;Mr muß laut schreie sist vrstieht e uns nich.;laut;au;Ich vrstieh euch nich, ihr mißt e bischen laut'r schprache.;laut'r;au
1162;Sierakowo;18,85888;53,17872;160911;1;Marburg;Ma mott lut schrigge, sönste vesteht hei os nöch.;lut;u;Oeck vestoh ju nöch, jü motte e bötzke lute räde.;lute;u
11645;Gleismuthhausen;10,74168;50,23953;88799;1;Marburg;Mer muß laut schrei, süßt verstetr uns net.;laut;au;Ich verstia euch net, ir müßts a weng lauter sōg.;lauter;au
11673;Mitwitz;11,20975;50,24786;92402;1;Marburg;Ma muß laut schrei, sünst verstèht e uns niet.;laut;au;Ich vestéèhe euch niet, ihr müßt a bisla laute sprech.;laute ;au
11763;Aub;10,4955;50,24929;79021;1;Marburg;"Mer muß laut schrei; süst versteht èr uns nèt.";laut;au;"Ich verstia euch net; ihr müßt a bisla lauter red.";lauter;au
1178;Sokoliniec;15,50003;53,29161;147552;1;Marburg;Ma mut lug schrigga, süsta vesteht he os ne.;lug;u;Ick vestau ju ne, ji möta a beit laute spreika.;laute;au
11805;Seidmannsdorf;11,00025;50,2494;85535;1;Marburg;M'r muß laut schrei, süst v'rstett'r uns net.;laut;au;Jch v'rstiâh euch net, ihr müßts â bislâ laut'r sog.;laut'r ;au
11825;Wallenfels;11,47316;50,26759;81384;1;Marburg;Me muß laut schreia, sünst vestḭḛht e uns nḭḛt.;laut;au;Ich vestḭḛh euch nḭḛt, Ḭḛ müßt a bisla laute sprechn.;laute;au
11844;Neudorf;11,76361;50,27631;84316;1;Marburg;Mr müß laut schreia, sinst verstiht er uns nit.;laut;au;E-ich verstih eich nit, ihr mißt a̽ bißla lauter sprechen.;lauter;au
11864;Draisendorf;12,0103;50,28274;87879;1;Marburg;Mĕr muß laut schreia, sin̰st verschtieht ersch niăt.;laut;au;Ich văschtih eich niăt, ihr müßt a bißla lauter sprech'n.;lauter;au
11881;Sohl;12,28319;50,27688;141286;1;Marburg;Ma möisz laut schreie, sinst v'rstäit'r uns niët.;laut;au;Ich v'rschtäi enk niët, dirz möits a biss'l laut'r riëdn.;laut'r;au
11896;Sülzdorf;10,49026;50,41091;142488;1;Marburg;M'r muß laut schrei, söst verstätt'r ons net -;laut;au;Ih verschteä euch net, ihr mösst a bessle lāuter sprech;läuter;äu
1192;Debsko;15,85412;53,25859;370665;1;Marburg;Ma mutt lud schriege, süste vesteht he os ni.;lud;u;Ick vestau ju ni, ji möte a beit lude spräke.;lude;u
11927;Bachfeld;10,97928;50,40853;138479;1;Marburg;Ma muß laut schrei, sunst värstiäht är uns net.;laut;u;Ich värstih Euch net, ihr mößt a bisla sära schrei.;sära ;ä
1197;Plociczno;16,12236;53,27292;163085;1;Marburg;Ma mutt ' lut schreiga, süst versteht he os ne.;lut;u;Ick verstoa ju nich, jie möte a bät lude spräka.;lude;u
1203;Nakielno;16,30259;53,26242;148733;1;Marburg;Ma mutt lut schrigga, süsta versteht he os ni.;lut;u;Jck verstauh juh ni, jih möta a beitka lute spreka.;lute;u
12037;Hildburghausen;10,73533;50,42423;141347;1;Marburg;M'r muß laut schrei, sünst v'rstett 'r uns nett.;lut;u;Ich v'rsteh euch nett, ihr müßt a Bisle laut'r sprach.;laut'r;au
12070;Neuenbau;11,24222;50,44197;140391;1;Marburg;M'r müß laut schrei, süst verstett err uns nett.;laut;au;Ich verstih euch net, ihr müßt ä bisle lauter sprach.;lauter;au
1208;Wissulke (Wiesiółka);16,62174662;53,26616634;541572;1;Marburg;Ma mutt lut schrigjä, sonst västeht he oß ni.;lut;u;Ick västau ju ni, ji mötä a beitkä lute spreikä.;lute;u
12085;Grumbach;11,50062;50,42866;136850;1;Marburg;Mår muß laut schrei, sist verstett år uns nett.;laut;au;Ig versteh eich nett, ihr mußt å bislå lauter papper.;lauter;au
12104;Frössen;11,76687;50,44079;138073;1;Marburg;Worr miß laut schreie, sinst vorstiht'r uns nit.;laut;au;E-ich verstih eich nit, ihr mißt e bisle lauter riden.;lauter;au
12125;Schwand;12,0079;50,43389;142268;1;Marburg;Marr muß laut schreie, sinnst verschtieett er uns nett.;laut;au;Ich verstieh eich nett, ihr mißt e wink lauter sprechn.;lauter;au 
12148;Kottengrün;12,28579;50,43672;140507;1;Marburg;Mer muß laut schreie, sinst verschtieht r uns nett.;laut;au;Ich verstieh euch nett, ihr müßt e bissel lauter reden.;lauter;au
1215;Paruszka;16,90232;53,26649;371585;1;Marburg;Ick mutt sehe lahmä, süste västeht hei us ni.;sehe;e;Ick vastauh jug ni, gih meute ehe bitzke söhne räde.;söhne;öh
12153;Meiningen;10,41715;50,57103;137045;1;Marburg;Mr muss laut schrei, sust verstätt r enn niet.;laut;au;Ich verstä euch niet, ü mösst e bisle lauter sprech.;lauter;au
12167;Altendambach;10,71167;50,55906;137465;1;Marburg;Mör muß laut schrei, süst vörstett dör enn net.;laut;au;Ich vösteä euch nett, ihr mößt ä beßla lautör sprech.;lautör;au
12184;Altenfeld;10,96068;50,56467;137776;1;Marburg;Mer müsse laut schrei, süst verstet er uns nit.;laut;au;Ich versteh euch nit, ihr müßt a bisle lauter schwotz.;lauter;au
12341;Rohrbach;11,21968;50,60225;142205;1;Marburg;Ma muß leut Pröla sust verstieth a ons nech;leut;eu;Iech versteh euch nech, ihr mußt a beschen lautr schprachen.;lautr;au
12371;St. Jacob bei Leutenberg;11,47786231;50,58586587;542249;1;Marburg;M'r muß laut schreie, siest verstiht er uns nich.;laut;au;Īch verstih eich nich, ihr mußt ä bissel lauter spräche.;lauter;au
12390;Neundorf (bei Schleiz);11,76828;50,60092;136605;1;Marburg;M'r muß laut schrein, sinst v'rstieht 'r uns ni{e}t.;laut;au;Öich v'rstieh eich ni{e}t, d'r müßt e{ä} bisle laut'r spre{ä}ch'n.;laut'r;au
12410;Ebersgrün;12,0133;50,59065;138329;1;Marburg;Mar muß laut schreie, sinst verstett ar uns net.;laut;au;Ich verstieh eich net, ar ißt e bissel lauter red'n.;lauter;au
12428;Roitzschau/Rotschau;12,28681029;50,61279344;542252;1;Marburg;Ma muß laut schreie, sinnst varstett erans nett.;laut;au;Jch verschtie eich nett, ihr mißt a Bitt (Bischen) lautr redn.;lautr;au
12496;Horsdorf;11,01356;50,08352;83929;1;Marburg;Mîê muß laut schrei', sünst ve(r)steht é uns nîêt.;laut;au;Ich vestieha euch nieht, ihe müßt a bißla laute sprech.;laute;au
12529;Ködnitz;11,52863;50,0917;90390;1;Marburg;Mä muß laut schreia, as er ans hört;laut;au;Ich verstih eich nit, ihr müßt a bisla lauter plaudern;lauter;au
12556;Kornbach;11,78865;50,09627;73525;1;Marburg;Mèr muß laut schreia, sinst verstiht er uns néd.;laut;au;Ich verstih euch net, ihr müßt a bißla lauter sprech'n.;lauter;au
12572;Habnith;12,01162;50,11446;92759;1;Marburg;Ma̰ mouß laut schreia, sinst verschtäit er uns niat.;laut;au;Ich verstöih euch (enks) niat, ihr möißt a bisl lauta sprechn.;lauta;au
12594;Uchenhofen;10,47912;50,0693;92995;1;Marburg;Mer muß laut schrei, sönnst verstätt er uns net.;laut;au;Ich versteh euch net, ihr müßt a bisla leuter sprach.;leuter;eu
12616;Reutersbrunn;10,75411;50,07607;81117;1;Marburg;Mir müss'n laut schrei, süst varstehtr uns net.;laut;au;Jch värstiah euch net, ihr müßt a bisla lautr plaudr.;lautr;au
12656;Weismain;11,23885;50,08397;87919;1;Marburg;Mä muß laut schreia, sünst höt ersch nit.;laut;au;I vestieh dir niet, (du) ihr müßt schreia.;;
1278;Insko;15,56066;53,43452;375822;1;Marburg;Mă mutt lūd schrīja, süsta vĕstēht'ĕ̆ o͡as nĕ.;lüd;ü;Ik vĕstŏă̆ juch nĕ̆, jī möta a bitzka lūde sprēka.;lüde;ü
1287;Konotop;15,82821;53,44244;374696;1;Marburg;Ma mutt lud schrieja, sösta vesteht he os ne.;lud;u;Ick vestau ju ni, ji môta a beit lude reida.;lude;u
12876;Lohma;12,54606;50,95499;139318;1;Marburg;M'r muß laut schreije, sist verschtieht'r uns nich.;laut;au;Ich verschtieh auch nich, ehr mußt e bischen lauter schprache.;lauter;au
12898;Heiersdorf;12,79845622;50,93588982;542291;1;Marburg;Mr muß laut schrein, sinst verstit ar uns nich.;laut;au;Ich verstih euch nich, ihr müßt e bischen lauter reden.;lauter;au
12921;Sachsenburg;13,03963;50,94183;140816;1;Marburg;Ma muß laut schrei'n sunst verstiht 'r uns nich'.;laut;au;Ich verstieh eich nich ihr müßt é Bissel lauter reden.;lauter;au
12942;Rothenfurth;13,31425;50,9658;138353;1;Marburg;Man muß laud schrein, sónsd varschtidd'r uns ni.;laud;au;Ich varschdieh euch ni, ihr müßd a bischen lauder sprach'n.;lauder;au 
1296;Zabin;16,0857;53,43147;153188;1;Marburg;Ma mutt lud schriega, süsta västeht he oas ni;lud;u;Jck vestau juh ni, gieh mötha a beit lude spräka.;lude;u
12969;Borlas;13,61631;50,94387;138765;1;Marburg;Ma muß laut schrein, sinst verstitt'ersch ni.;laut;au;Ich verschtieh euich ni, ihr mißt a Bischen lauter spräch'n.;lauter;au
13005;Dohna;13,85701;50,95464;140821;1;Marburg;Man muß laut brüll'n, sinst verstitt'r uns ni.;laut;au;Ich verstieh eich ni, ihr müßt ä Bissel lauter (brülln) räden.;lauter;au
13019;Porschdorf;14,13042;50,93992;142852;1;Marburg;Man muß laut schrein, sonst verstiht er uns ne.;laut;au;Ich verstihe Euch nich, ihr müßt ä bissel lauter sprechen.;lauter;au
13047;Morgenröthe;12,51314844;50,4441744;542319;1;Marburg;M'r muß laut schreie, sunst verstieht er uns net.;laut;au;Ich verstieh euch net, ihr müßt é Bissel lauter sprä̀chen.;lauter;au
13054;Rittersgrün;12,80099;50,47348;140498;1;Marburg;Mär muß laut schreie, sist verschtit er uns nett.;laut;au;Ich värschtie eich nett, är mißt ä bissel lauter reden.;lauter;au
1315;Kamien;16,93735;53,43084;374882;1;Marburg;Ma mut sehe schrige, süste fästeht hes us ni.;sehe;eh;Jg västah ju ni, ji mote a bits sönnä sprätche.;sönnä;ö 
13169;Saupersdorf;12,54046;50,61237;139321;1;Marburg;Mer muß laut schreie, sinst verstieht er uns nett.;laut;au;Ich verstieh eich nett, ihr mißt e Bissel lauter sprachen.;lauter;au
13187;Kühnheide;12,800879;50,61883463;542348;1;Marburg;Mr muß laut schreià, sist verstieht r uns net.;laut;au;Ich verstieh euch net, r mißt e bißl lauter spràchen.;lauter;au
13210;Himmelmühle;13,06058;50,62587;138641;1;Marburg;Ma moß laut schreiă, sist verstiht ar uns nich.;laut;au;Ich verstieh eich nich ihr müßt ă biss'l lautăr reden.;lautär;au
13226;Rübenau;13,30128;50,59763;139696;1;Marburg;Mer muß laut schrei, sinst verstieht marsch nich.;laut;au;Iig verstieh euch nich ä müßt ä bissel lauter reden.;lauter;au
13269;Thurm;12,54647;50,76709;139438;1;Marburg;M'r muß laut schreie, sunst verstieht 'r uns nich'.;laut;au;Ich verstieh eich nich', ihr müßt e wingk lauter sprächen.;lauter;au
13286;Ursprung;12,7795;50,77904;142276;1;Marburg;Mr muß laut schrei, siest verstieht r unn nich;laut;au;Ich verstieh euch nich, ihr müßt e bissel lauter reden.;lauter;au
133;Sosnowo;15,51756;53,76575;160646;1;Marburg;Ma mutt lur schriga, süsta vasteht hei os nich.;lur;u;Ick vastoah jug nich, ji meuta eia bitz lura rära;lura;u
13317;Dittmannsdorf;13,05066;50,78027;138434;1;Marburg;Mar muß laut schrein, senstn verschtieht ar ons nech.;laut;au;Ich varschtieh euch nech, ihr müßt a bissl lauter sprach'n.;lauter;au
13340;Grosshartmannsdorf;13,31924;50,79728;142819;1;Marburg;Mă muß laut schrein, sinnsd vastidd a uns nĭ.;laut;au;Ich vastieh eich ni, ihr mißd a bissel lauda schbrechn.;lauda;au
13355;Reichenau;13,56587;50,80319;140851;1;Marburg;Man muß laut schrein, sunst verstitt ar uns ni.;laut;au;Ich verstieh eich ni, ihr mißt ä Bissel lauter sprachen!;lauter;au
13372;Liebenau;13,85538;50,78575;139047;1;Marburg;Ma muß danesch brüllen, sinst verstitt er'sch ni.;danesch;a ;Ich verstih eich ne, ihr müßt e bissel lauter räden.;lauter ;au
1338;Dzidno;17,75795578;53,42095415;534933;1;Marburg;Ma mutt gäut schrieje, süß versteht hei uß ni̮.;gäut;äu;Ich vasta ji ni, ji mojte bizche süne räde.;süne;ü
13529;Wang-Brückenberg;15,72674275;50,77629276;542404;1;Marburg;Ma muhß sihr prilla, suste verstieht a ins ne.;sihr;ih ;Ich verstieh eich nee, ihr mißt a bißla sirrner reda.;sirner;i
13543;Pisarzowice;15,95486;50,78753;389165;1;Marburg;Ma muß laut schrein, suste verstieht a ins neh.;laut;au;Iech verstieh euch ne, ihr müßt a bisla lauter reda.;lauter;au
13559;Boguszow-Gorce;16,20743;50,75691;386686;1;Marburg;Ma muhß laut schrein, suste verstieht a ins ne.;laut;au;Ich verstieh euch ne, ihr mißt a bisla lauter schprecha.;lauter;au
13655;Niederleutersdorf/Leutersdorf;14,65276544;50,9556005;542439;1;Marburg;Enner (Ehs) muss sire brölln, sinst verstitte uns nö.;sire;i ;Ich verschtihe oich nö, ihr müsst a bössl scharfer räden.;scharfer;a
13678;Rohnau (-);14,90152069;50,94685019;542448;1;Marburg;Enner muß laut schrei'n, sunst hirrt a's ne.;laut;au;Īch verstieh'chne, īhr mißt ă bissel lauter rädn.;lauter;au
13700;Rebiszow;15,44277;50,95309;386289;1;Marburg;Ma muhs laut schrei'n, suste verstieht a ins ne.;laut;au;Ich verstieh euch ne, ihr mißt a bissla lauter sprecha. (lauter reda);lauter;au
13719;Siedlecin;15,69243;50,94016;529888;1;Marburg;Ma muß urndlich prilln suste verstieht a enn nä̆.;unrdlich;u;Ich verstieh ich (für euch) nä, irr mißt a bissel lauter re͡ada.;lauter;au
13727;Myslow;15,97695;50,9281;385883;1;Marburg;Ma muß laut schra͡in, sunste virstiht a ins nie.;laut;au;Ich virstih euch nie, ihr mißt a Bisla lauter sprecha.;lauter;au
13745;Jugowa;16,24996;50,94262;391578;1;Marburg;Ma muhß laut prüllen, suster verstieht a ins ni.;laut;au;Ich verstih' ich ni, ihr müßt a bißla lauter reda.;lauter;au
13830;Wlodowice;16,47306;50,57075;386406;1;Marburg;Ma muuß techtich schrein, soste verschtieht a ens nie.;techitch;e ;Iech verstieh euch ne, ihr müßt a besla schtärker reda.;schtärker;ä
13869;Biernacice;17,01494;50,57111;388750;1;Marburg;Ma muß laut pliäka, sust virstihda ens nich.;laut;au;Ich virstih Euch nich ihr mißt ank lautr riäda.;lautr;au
13887;Rzymiany;17,28777;50,56603;391919;1;Marburg;Ma mus laut schrein, sunst verstiht a uns nich.;laut;au;Ich verstieh euch nich, ihr müßt a bissel lauter reden.;lauter;au
13898;Szadurczyce;17,54127;50,56379;388785;1;Marburg;Ma muhß laut schrein, suste verschtiht a ins nie.;laut;au;Ich verstieh euch nich, ihr mißt a wing lauter räden.;lauter;au
13929;Stoszowice;16,75132;50,60111;390808;1;Marburg;Ma mus laut schrein, sunst verstieht a ins ni.;laut;au;Ich verstieh euch ni, ihr mißt a Bisla lauter sprecha.;lauter;au
13996;Lutomia Gorna;16,49574;50,74669;367140;1;Marburg;Ma muhß laut schrein, suste verstieht a ins nich.;laut;au;Ich verstieh euch nich, ihr mißt a Bißla lauter sprecha.;lauter;au
14023;Roztocznik;16,7247;50,74663;388492;1;Marburg;Ma mus laut schrein, sunste verstieht a üns nich.;laut;au;Jch verstüh euch nich, ihr müßt a bisla lauter räda.;lauter;au
1403;Dobieszewo;15,53822;53,61301;158526;1;Marburg;Ma mut lur schriga, süsta vasteht hei us ni;lur;u;Ik vastå jug ni, gi möta eia biska lura spräka.;lura;u
14034;Lipowa;16,98938;50,73384;366619;1;Marburg;Ma muß schrein, sust verstiht a ins nich.;;;Ich verstieh ich nich, ihr müßt a bisla lauter sprecha.;lauter;au
14074;Michalow;17,51417;50,74342;389581;1;Marburg;Ma muß dichtich schrän, sunst verstiedt a em nich.;dichtich;i;Jch verstieh Euch nich, ihr müßt a bissel lauter räd'n.;lauter;au
14092;Karczow;17,78334;50,70421;392718;1;Marburg;Ma muß laut schrein, sunst verstieht a uns nich.;laut;au;Ich verstieh euch nich, ihr müßt a bissel lauter sprechen.;lauter;au
14159;Jutrzyna;17,2612;50,75422;386194;1;Marburg;Ma mus laut schrein, sonste vurschtieht a ins nich.;laut;au;Ich vorschtieh euch nich, ihr müßt a bis'l lauter schprechen.;lauter;au
1417;Rydzewo;15,82664;53,61641;375806;1;Marburg;Mă mutt lūd schriege, sü̆ß vŏsteht hei uß nĭ.;lüd;ü;Ick vŏstah ju nĭ, ji mötĕ ă bitzke lurĕ spräke.;lurĕ;u
14234;Brzoza;17,00388;50,90846;391860;1;Marburg;Ma muß laut schrein, sunst verstieht a ins nich.;laut;au;Ich verstieh euch nich, ihr mißt a bißel lauter sprech'n.;lauter;au
14250;Jaczkowice;17,27996;50,91595;388449;1;Marburg;Ma muß laut schrein, sunst verstiht a in's nich.;laut;au;Ich verstihe euch nich, ihr mißt a bißel lauter sprechen.;lauter;au
14275;Piastowice;17,51786;50,89571;369484;1;Marburg;Ma muß laut schrein, sunst vertieht a ins nich.;laut;au;Ich verstieh euch nich, ihr müßt a bissel lauter reden.;lauter;au
14305;Bozanow;16,5052;50,92217;392235;1;Marburg;Ma mus laut schrein, sust verstieht a inns nie.;laut;au;Ich verstieh euch nie, ihr müßt a Bißla lauter sprecha.;lauter;au
1432;Rzepowo;16,09713;53,5926;151328;1;Marburg;Ma mut lud schriga, süs västet he os nih.;lud;u;Ick västau gu nih, gi möta a beit lude reida.;lude;u
14321;Rogow Sobocki;16,75854;50,92697;385748;1;Marburg;Ma muhß laut schrein, suste verstieht a's nich.;laut;au;Ich verstieh euch ni, ihr müßt a bißls lauter sprecha.;lauter;au
14382;Wölfelsdorf (Wilkanów);16,69625742;50,24949279;541497;1;Marburg;Ma muß laut schrein, sonst versteht a ais nie.;laut;au;Ech versteh euch nie, ihr müßt a besla lauter sprecha.;lauter;au
1442;Lubowo;16,3881;53,58605;372645;1;Marburg;Ma mut lud schrige, süs vesteht hei us ni.;lud;u;Ick verstô jug ni, ji mäut a bitz lude sprǟke.;lude;u 
